Number,ApertureRA,ApertureDec,CentroidRA,CentroidDec,ApertureX,ApertureY,CentroidX,CentroidY,CentroidFlag,SourceIntensity,ApertureCorr,SourceUncertainty,DataUnits,Magnitude,MagUncertainty,SourceModel,SkyModel,SkyMedian,SkyMode,SkyAverage,SkyLocalNonAnnulusBkg,SkyRMS,SkyCustom,SkySigma,SkyScale,RadiusCentroid,ApertureMajorRadius,ApertureMinorRadius,ApertureRotationAngle,SkyRadiusInner,SkyRadiusOuter,ApertureNumPixels,ApertureNumRejected,SkyNumPixels,RadialProfileFWHM,Image
1,359.215320,56.621343,359.217880,56.623411,235,13,240.400,20.493,1,+672595,1.0000,+1809.46,adu,-14.5694,+0.0029,1,E,7052.152832,7020.555275,7213.868101,6991.464355,7230.769701,0.000000,494.657580,134.928203,6,6,6,0,9,15,113.84,0,446,4.55,/Users/sl/Documents/Teaching/PHY241/stack_V_300.fit
2,359.232559,56.621045,359.232865,56.621217,270,11,270.639,11.619,1,+21509.0,1.0000,+576.396,adu,-10.8315,+0.0291,1,E,6995.591797,7020.023734,6996.603304,6992.379395,6996.761290,0.000000,47.075734,46.256738,6,6,6,0,9,15,113.84,0,413,3.85,/Users/sl/Documents/Teaching/PHY241/stack_V_300.fit
3,359.296952,56.622747,359.296771,56.622604,401,14,400.621,13.482,1,+41024.7,1.0000,+562.881,adu,-11.5326,+0.0149,1,E,6996.704590,6990.756534,6996.802685,6996.669922,6996.986825,0.000000,50.821921,43.735781,6,6,6,0,9,15,113.84,0,427,0.26,/Users/sl/Documents/Teaching/PHY241/stack_V_300.fit
4,359.473066,56.624467,359.473035,56.624524,759,12,758.941,12.213,1,+8388.39,1.0000,+863.963,adu,-9.8092,+0.1118,1,E,6990.031982,6985.593911,7018.894784,6985.891602,7019.806204,0.000000,113.256603,71.080303,6,6,6,0,9,15,113.84,0,402,0.26,/Users/sl/Documents/Teaching/PHY241/stack_V_300.fit
5,359.583757,56.625489,359.583907,56.625302,984,11,984.290,10.301,1,+49298.7,1.0000,+575.672,adu,-11.7321,+0.0127,1,E,6967.848145,6914.965936,6967.993924,6967.021973,6968.124079,0.000000,42.647328,43.517617,6,6,6,0,9,15,113.84,0,369,4.21,/Users/sl/Documents/Teaching/PHY241/stack_V_300.fit
6,359.178382,56.621898,359.178881,56.621633,160,17,160.988,15.998,1,+20509.7,1.0000,+693.727,adu,-10.7799,+0.0367,1,E,7007.132568,6984.231665,7019.908003,6995.551758,7020.316384,0.000000,75.806693,56.783164,6,6,6,0,9,15,113.84,0,446,4.81,/Users/sl/Documents/Teaching/PHY241/stack_V_300.fit
7,359.410528,56.625319,359.410475,56.625410,632,18,631.900,18.340,1,+89738.2,1.0000,+589.500,adu,-12.3824,+0.0071,1,E,6984.661621,6969.318646,6986.636490,6987.397949,6986.784488,0.000000,45.525457,42.576680,6,6,6,0,9,15,113.84,0,457,3.94,/Users/sl/Documents/Teaching/PHY241/stack_V_300.fit
8,359.544844,56.626401,359.545004,56.626485,905,16,905.333,16.302,1,+13510.6,1.0000,+745.718,adu,-10.3267,+0.0599,1,E,6997.618896,6995.911775,7016.052182,6964.981445,7016.893078,0.000000,108.749851,61.675781,6,6,6,0,9,15,113.84,0,450,3.80,/Users/sl/Documents/Teaching/PHY241/stack_V_300.fit
9,359.308732,56.623449,359.308779,56.623348,425,16,425.087,15.628,1,+14814.3,1.0000,+790.211,adu,-10.4267,+0.0579,1,E,7019.710449,7039.236792,7032.360837,6997.392090,7032.786593,0.000000,77.470633,65.360059,6,6,6,0,9,15,113.84,0,449,3.83,/Users/sl/Documents/Teaching/PHY241/stack_V_300.fit
10,359.447421,56.625779,359.447749,56.625670,707,18,707.658,17.583,1,+18463.8,1.0000,+574.502,adu,-10.6658,+0.0338,1,E,6983.355957,6967.124754,6984.556310,6986.655762,6984.718748,0.000000,47.687959,46.790088,6,6,6,0,9,15,113.84,0,455,4.09,/Users/sl/Documents/Teaching/PHY241/stack_V_300.fit
11,359.491683,56.626589,359.492334,56.626871,797,19,798.345,20.012,1,+52837.6,1.0000,+531.515,adu,-11.8074,+0.0109,1,E,6975.501221,6992.285825,6974.728205,6978.622559,6974.855196,0.000000,42.134895,40.197656,6,6,6,0,9,15,113.84,0,458,4.40,/Users/sl/Documents/Teaching/PHY241/stack_V_300.fit
12,359.161130,56.622460,359.160898,56.622694,125,20,124.552,20.876,1,+34019.4,1.0000,+578.070,adu,-11.3293,+0.0184,1,E,7000.870605,7006.472784,7002.917356,6995.104004,7003.084795,0.000000,48.479573,45.962939,6,6,6,0,9,15,113.84,0,459,3.90,/Users/sl/Documents/Teaching/PHY241/stack_V_300.fit
13,359.217690,56.623275,359.217898,56.623411,240,20,240.435,20.491,1,+672595,1.0000,+1809.46,adu,-14.5694,+0.0029,1,E,7052.152832,7020.555275,7213.868101,6993.280273,7230.769701,0.000000,494.657580,134.928203,6,6,6,0,9,15,113.84,0,446,4.14,/Users/sl/Documents/Teaching/PHY241/stack_V_300.fit
14,359.341640,56.624971,359.340371,56.625493,492,20,489.469,21.986,1,+20342.4,1.0000,+1174.81,adu,-10.7710,+0.0627,1,E,7020.126465,7013.448678,7181.920430,6992.218262,7205.398584,0.000000,581.849187,97.528223,6,6,6,0,9,15,113.84,0,445,11.19,/Users/sl/Documents/Teaching/PHY241/stack_V_300.fit
15,359.376552,56.625698,359.376507,56.625969,563,21,562.931,22.001,1,+51982.1,1.0000,+654.188,adu,-11.7896,+0.0137,1,E,6987.492188,7026.030602,6991.503472,6986.696777,6991.685726,0.000000,50.537717,51.431602,6,6,6,0,9,15,113.84,0,458,4.13,/Users/sl/Documents/Teaching/PHY241/stack_V_300.fit
16,359.397212,56.625963,359.397129,56.626033,605,21,604.837,21.261,1,+65091.2,1.0000,+565.145,adu,-12.0338,+0.0094,1,E,6985.170410,7014.945507,6985.457223,6986.721191,6985.597756,0.000000,44.358665,42.307158,6,6,6,0,9,15,113.84,0,459,3.88,/Users/sl/Documents/Teaching/PHY241/stack_V_300.fit
17,359.534471,56.627365,359.534820,56.627436,884,20,884.714,20.245,1,+6858.84,1.0000,+622.644,adu,-9.5906,+0.0986,1,E,6979.173340,7008.786782,6979.806975,6965.585449,6980.016007,0.000000,54.078507,51.716777,6,6,6,0,9,15,113.84,0,454,3.48,/Users/sl/Documents/Teaching/PHY241/stack_V_300.fit
18,359.438533,56.626483,359.438567,56.626578,689,21,689.077,21.351,1,+14029.2,1.0000,+605.629,adu,-10.3676,+0.0469,1,E,6988.104004,6968.564563,6992.072562,6987.281738,6992.256359,0.000000,50.754103,49.752266,6,6,6,0,9,15,113.84,0,452,3.95,/Users/sl/Documents/Teaching/PHY241/stack_V_300.fit
19,359.198457,56.624085,359.198201,56.624213,201,24,200.493,24.487,1,+32092.1,1.0000,+833.207,adu,-11.2660,+0.0282,1,E,7010.362305,6994.473574,7059.078579,6995.514160,7062.222130,0.000000,210.926310,68.132813,6,6,6,0,9,15,113.84,0,450,3.48,/Users/sl/Documents/Teaching/PHY241/stack_V_300.fit
20,359.338629,56.626287,359.340389,56.625495,486,25,489.505,21.994,1,+19967.1,1.0000,+1131.77,adu,-10.7508,+0.0615,1,E,7021.140625,7014.949155,7179.560295,6994.035645,7202.686027,0.000000,577.363910,93.915234,6,6,6,0,9,15,113.84,0,445,3.80,/Users/sl/Documents/Teaching/PHY241/stack_V_300.fit
21,359.623447,56.630267,359.623790,56.630333,1065,27,1065.702,27.229,1,+22852.3,1.0000,+669.343,adu,-10.8973,+0.0318,1,E,6985.270020,6964.513172,6990.117473,6973.097656,6990.314421,0.000000,52.531006,54.644619,6,6,6,0,9,15,113.84,0,454,4.22,/Users/sl/Documents/Teaching/PHY241/stack_V_300.fit
22,359.182627,56.625755,359.182685,56.625412,169,31,169.083,29.731,1,+27857.3,1.0000,+696.131,adu,-11.1123,+0.0271,1,E,7005.895020,6993.250197,7019.101378,6995.431641,7019.497834,0.000000,74.686565,56.586914,6,6,6,0,9,15,113.84,0,450,4.20,/Users/sl/Documents/Teaching/PHY241/stack_V_300.fit
23,359.348865,56.628591,359.349151,56.628546,507,33,507.577,32.821,1,+163626,1.0000,+1436.65,adu,-13.0346,+0.0095,1,E,7025.892578,7014.608020,7091.349798,6992.056152,7093.552329,0.000000,176.953188,115.397939,6,6,6,0,9,15,113.84,0,449,4.00,/Users/sl/Documents/Teaching/PHY241/stack_V_300.fit
24,359.525019,56.629966,359.524900,56.630044,865,30,864.763,30.293,1,+16989.3,1.0000,+572.369,adu,-10.5754,+0.0366,1,E,6970.480957,6961.559746,6972.747133,6968.763184,6972.907677,0.000000,47.368719,46.737568,6,6,6,0,9,15,113.84,0,457,3.90,/Users/sl/Documents/Teaching/PHY241/stack_V_300.fit
25,359.141790,56.625429,359.141944,56.625653,86,32,86.335,32.820,1,+32933.6,1.0000,+655.364,adu,-11.2941,+0.0216,1,E,6998.193359,6981.749033,7013.441134,6996.005371,7014.068271,0.000000,93.897820,52.716016,6,6,6,0,9,15,113.84,0,449,4.12,/Users/sl/Documents/Teaching/PHY241/stack_V_300.fit
26,359.154605,56.625075,359.149070,56.626170,112,30,100.863,34.338,1,+56459.4,1.0000,+889.749,adu,-11.8793,+0.0171,1,E,7022.153809,6984.138005,7040.134979,6995.156250,7040.727296,0.000000,91.427309,71.776826,6,6,6,0,9,15,113.84,0,449,11.84,/Users/sl/Documents/Teaching/PHY241/stack_V_300.fit
27,359.149141,56.626080,359.149066,56.626173,101,34,100.856,34.349,1,+56461.3,1.0000,+889.750,adu,-11.8794,+0.0171,1,E,7022.153809,6984.138005,7040.134979,6995.924316,7040.727296,0.000000,91.427309,71.776826,6,6,6,0,9,15,113.84,0,449,3.88,/Users/sl/Documents/Teaching/PHY241/stack_V_300.fit
28,359.306535,56.628570,359.306432,56.628652,421,35,420.798,35.306,1,+377196,1.0000,+956.099,adu,-13.9414,+0.0028,1,E,7030.198730,6991.901870,7038.591529,7001.678711,7038.940631,0.000000,70.181958,61.311924,6,6,6,0,9,15,113.84,0,447,3.88,/Users/sl/Documents/Teaching/PHY241/stack_V_300.fit
29,359.245550,56.627463,359.246055,56.627748,297,34,298.052,35.028,1,+18680.5,1.0000,+974.385,adu,-10.6785,+0.0566,1,E,7025.480469,7008.131190,7080.516770,7003.358398,7083.979306,0.000000,221.707152,80.796729,6,6,6,0,9,15,113.84,0,451,0.85,/Users/sl/Documents/Teaching/PHY241/stack_V_300.fit
30,359.286871,56.628033,359.286687,56.628258,381,34,380.647,34.839,1,+16055.5,1.0000,+558.160,adu,-10.5141,+0.0377,1,E,6990.568848,7004.484528,6989.213876,7001.259766,6989.351424,0.000000,43.896811,45.604873,6,6,6,0,9,15,113.84,0,459,3.74,/Users/sl/Documents/Teaching/PHY241/stack_V_300.fit
31,359.252325,56.629997,359.252321,56.630003,311,43,310.992,43.021,1,+133692,1.0000,+706.752,adu,-12.8153,+0.0057,1,E,7005.777100,7005.406655,7011.963545,7005.007324,7012.218680,0.000000,59.884075,50.595723,6,6,6,0,9,15,113.84,0,446,3.89,/Users/sl/Documents/Teaching/PHY241/stack_V_300.fit
32,359.334973,56.631119,359.334919,56.631230,479,43,478.901,43.413,1,+123714,1.0000,+637.677,adu,-12.7310,+0.0056,1,E,6999.208984,7019.733966,6998.829542,6998.617188,6998.974781,0.000000,45.138264,44.624424,6,6,6,0,9,15,113.84,0,459,3.85,/Users/sl/Documents/Teaching/PHY241/stack_V_300.fit
33,359.359594,56.630900,359.354829,56.633452,529,41,519.543,50.643,1,+2.53135e+06,1.0000,+2287.60,adu,-16.0084,+0.0010,1,E,7174.388184,7147.201887,7216.305580,6990.705566,7217.982356,0.000000,155.745741,137.689297,6,6,6,0,9,15,113.84,0,452,12.15,/Users/sl/Documents/Teaching/PHY241/stack_V_300.fit
34,359.386149,56.631515,359.386005,56.631424,583,42,582.700,41.673,1,+19363.4,1.0000,+532.625,adu,-10.7175,+0.0299,1,E,6987.250977,6954.576251,6987.587028,6986.184570,6987.732766,0.000000,45.180017,43.086133,6,6,6,0,9,15,113.84,0,454,3.79,/Users/sl/Documents/Teaching/PHY241/stack_V_300.fit
35,359.297572,56.630889,359.297987,56.630859,403,44,403.841,43.868,1,+32787.1,1.0000,+799.632,adu,-11.2893,+0.0265,1,E,7015.808594,7002.284240,7036.302720,7003.441406,7036.939097,0.000000,94.740606,65.228623,6,6,6,0,9,15,113.84,0,451,4.12,/Users/sl/Documents/Teaching/PHY241/stack_V_300.fit
36,359.354054,56.633810,359.354835,56.633455,518,52,519.556,50.653,1,+2.53121e+06,1.0000,+2287.57,adu,-16.0083,+0.0010,1,E,7174.388184,7147.201887,7216.305580,6993.316406,7217.982356,0.000000,155.745741,137.689297,6,6,6,0,9,15,113.84,0,452,6.31,/Users/sl/Documents/Teaching/PHY241/stack_V_300.fit
37,359.183922,56.629569,359.184156,56.629501,172,45,172.470,44.736,1,+21713.2,1.0000,+601.571,adu,-10.8418,+0.0301,1,E,6996.737549,7014.716874,7001.085722,6995.351563,7001.351789,0.000000,61.105825,48.813105,6,6,6,0,9,15,113.84,0,448,3.63,/Users/sl/Documents/Teaching/PHY241/stack_V_300.fit
38,359.345233,56.632881,359.345711,56.632596,500,49,500.945,47.927,1,+26073.5,1.0000,+2666.56,adu,-11.0405,+0.1110,1,E,7045.604980,7007.901025,7254.329317,6995.891602,7277.028772,0.000000,574.971162,222.760479,6,6,6,0,9,15,113.84,0,448,4.22,/Users/sl/Documents/Teaching/PHY241/stack_V_300.fit
39,359.488409,56.634682,359.486991,56.634277,791,49,788.087,47.566,1,+36923.8,1.0000,+625.503,adu,-11.4183,+0.0184,1,E,6994.600586,6965.168679,6996.870304,6985.020508,6997.048886,0.000000,50.045771,49.885225,6,6,6,0,9,15,113.84,0,454,4.19,/Users/sl/Documents/Teaching/PHY241/stack_V_300.fit
40,359.153410,56.629396,359.153442,56.629468,110,46,110.072,46.264,1,+12921.1,1.0000,+923.094,adu,-10.2782,+0.0776,1,E,7032.740234,7000.555764,7059.519230,6996.695801,7060.530186,0.000000,119.610256,76.685166,6,6,6,0,9,15,113.84,0,449,1.04,/Users/sl/Documents/Teaching/PHY241/stack_V_300.fit
41,359.456449,56.633752,359.456282,56.633918,726,47,725.674,47.618,1,+50628.1,1.0000,+738.229,adu,-11.7610,+0.0158,1,E,6995.441895,6985.489507,7005.137189,6990.183105,7005.459892,0.000000,67.315598,58.844307,6,6,6,0,9,15,113.84,0,448,3.81,/Users/sl/Documents/Teaching/PHY241/stack_V_300.fit
42,359.545015,56.634807,359.545257,56.634979,906,47,906.505,47.624,1,+36829.9,1.0000,+577.415,adu,-11.4155,+0.0170,1,E,6978.154297,6941.874814,6981.026850,6966.420410,6981.197844,0.000000,48.915051,45.679111,6,6,6,0,9,15,113.84,0,458,4.15,/Users/sl/Documents/Teaching/PHY241/stack_V_300.fit
43,359.506614,56.634900,359.506627,56.634933,828,49,828.028,49.124,1,+9770.73,1.0000,+515.125,adu,-9.9748,+0.0572,1,E,6978.417969,6976.465436,6980.616871,6980.110352,6980.752045,0.000000,43.489672,42.395469,6,6,6,0,9,15,113.84,0,457,3.50,/Users/sl/Documents/Teaching/PHY241/stack_V_300.fit
44,359.429321,56.635043,359.429186,56.635342,671,53,670.751,54.107,1,+121856,1.0000,+1260.92,adu,-12.7146,+0.0112,1,E,7005.823730,6975.734720,7097.074236,6990.083496,7103.346613,0.000000,298.783293,101.312227,6,6,6,0,9,15,113.84,0,444,4.14,/Users/sl/Documents/Teaching/PHY241/stack_V_300.fit
45,359.450009,56.634757,359.449921,56.635009,713,51,712.842,51.931,1,+13251.9,1.0000,+1199.91,adu,-10.3057,+0.0983,1,E,7015.573730,7018.575623,7074.708005,6991.484375,7077.487593,0.000000,198.559504,99.892090,6,6,6,0,9,15,113.84,0,445,3.78,/Users/sl/Documents/Teaching/PHY241/stack_V_300.fit
46,359.120838,56.631082,359.117123,56.631607,44,54,36.507,56.143,1,+144987,1.0000,+1269.39,adu,-12.9033,+0.0095,1,E,7024.734863,7006.418504,7168.662459,7005.490723,7184.715410,0.000000,480.554902,101.276318,6,6,6,0,9,15,113.84,0,445,4.12,/Users/sl/Documents/Teaching/PHY241/stack_V_300.fit
47,359.230074,56.632126,359.230142,56.632255,266,52,266.148,52.475,1,+23489.4,1.0000,+1027.21,adu,-10.9272,+0.0475,1,E,7019.773438,7003.109581,7121.427679,7006.445801,7130.535719,0.000000,360.688109,85.064727,6,6,6,0,9,15,113.84,0,451,77.22,/Users/sl/Documents/Teaching/PHY241/stack_V_300.fit
48,359.364374,56.634216,359.363502,56.634814,539,53,537.280,55.250,1,+39036.9,1.0000,+4636.62,adu,-11.4787,+0.1290,1,E,7144.740234,7043.644562,7557.748568,6990.805176,7654.206303,0.000000,1212.668209,388.044756,6,6,6,0,9,15,113.84,0,452,4.39,/Users/sl/Documents/Teaching/PHY241/stack_V_300.fit
49,359.116875,56.631565,359.117108,56.631604,36,56,36.477,56.130,1,+144760,1.0000,+1557.27,adu,-12.9016,+0.0117,1,E,7024.985840,7008.815517,7176.661001,7006.309082,7192.481677,0.000000,477.323921,126.381631,6,6,6,0,9,15,113.84,0,448,1.15,/Users/sl/Documents/Teaching/PHY241/stack_V_300.fit
50,359.124786,56.630870,359.117151,56.631608,52,53,36.563,56.144,1,+144987,1.0000,+1269.39,adu,-12.9033,+0.0095,1,E,7024.734863,7006.418504,7168.662459,7005.115723,7184.715410,0.000000,480.554902,101.276318,6,6,6,0,9,15,113.84,0,445,3.62,/Users/sl/Documents/Teaching/PHY241/stack_V_300.fit
51,359.196117,56.631914,359.195749,56.631979,197,53,196.259,53.259,1,+28422.9,1.0000,+555.350,adu,-11.1342,+0.0212,1,E,6996.241699,6977.184924,6997.059184,6996.592773,6997.207471,0.000000,45.604004,44.373691,6,6,6,0,9,15,113.84,0,457,3.77,/Users/sl/Documents/Teaching/PHY241/stack_V_300.fit
52,359.277771,56.633330,359.277723,56.633504,363,54,362.918,54.642,1,+33094.4,1.0000,+1139.71,adu,-11.2994,+0.0374,1,E,7024.947754,6984.440524,7129.576925,7005.084961,7140.069745,0.000000,387.381662,94.140635,6,6,6,0,9,15,113.84,0,447,3.74,/Users/sl/Documents/Teaching/PHY241/stack_V_300.fit
53,359.363344,56.635287,359.363451,56.634814,537,57,537.176,55.251,1,+39036.9,1.0000,+4636.62,adu,-11.4787,+0.1290,1,E,7144.740234,7043.644562,7557.748568,6991.436523,7654.206303,0.000000,1212.668209,388.044756,6,6,6,0,9,15,113.84,0,452,4.26,/Users/sl/Documents/Teaching/PHY241/stack_V_300.fit
54,359.112873,56.631836,359.135315,56.631969,73,56,73.497,56.476,1,+17038.4,1.0000,+573.730,adu,-10.5786,+0.0366,1,E,6992.136719,6971.711108,6990.775564,7004.869629,6990.923882,0.000000,45.588056,46.871484,6,6,6,0,9,15,113.84,0,459,4.08,/Users/sl/Documents/Teaching/PHY241/stack_V_300.fit
55,359.407157,56.635307,359.405447,56.637131,626,55,622.682,61.808,1,+51820.8,1.0000,+603.975,adu,-11.7863,+0.0127,1,E,6990.807129,6973.139998,6996.340870,6987.655762,6996.548561,0.000000,53.969072,46.851768,6,6,6,0,9,15,113.84,0,451,86.72,/Users/sl/Documents/Teaching/PHY241/stack_V_300.fit
56,359.618223,56.638613,359.618412,56.638728,1055,58,1055.393,58.418,1,+128865,1.0000,+771.626,adu,-12.7753,+0.0065,1,E,6995.833496,6970.766189,7012.897530,6975.656250,7013.608358,0.000000,99.963975,57.152090,6,6,6,0,9,15,113.84,0,447,4.10,/Users/sl/Documents/Teaching/PHY241/stack_V_300.fit
57,359.112873,56.631836,359.135315,56.631969,28,61,27.219,61.093,1,+187480,1.0000,+935.117,adu,-13.1824,+0.0054,1,E,7019.380371,7003.140315,7114.353244,7008.462402,7122.906334,0.000000,349.352021,69.319580,6,6,6,0,9,15,113.84,0,445,0.87,/Users/sl/Documents/Teaching/PHY241/stack_V_300.fit
58,359.164528,56.633626,359.164214,56.633675,133,61,132.368,61.199,1,+141667,1.0000,+904.385,adu,-12.8782,+0.0069,1,E,7027.660156,7004.858148,7043.715618,6993.874023,7044.179607,0.000000,80.939819,68.823594,6,6,6,0,9,15,113.84,0,448,3.96,/Users/sl/Documents/Teaching/PHY241/stack_V_300.fit
59,359.389902,56.635900,359.389782,56.635864,591,58,590.754,57.870,1,+22489.4,1.0000,+1053.77,adu,-10.8799,+0.0509,1,E,7023.062012,7013.527521,7088.661962,6986.492676,7093.702365,0.000000,267.665381,87.295088,6,6,6,0,9,15,113.84,0,448,3.84,/Users/sl/Documents/Teaching/PHY241/stack_V_300.fit
60,359.426782,56.636909,359.429188,56.635340,666,60,670.754,54.103,1,+121856,1.0000,+1260.92,adu,-12.7146,+0.0112,1,E,7005.823730,6975.734720,7097.074236,6990.258789,7103.346613,0.000000,298.783293,101.312227,6,6,6,0,9,15,113.84,0,444,4.50,/Users/sl/Documents/Teaching/PHY241/stack_V_300.fit
61,359.430171,56.638307,359.430381,56.638309,673,65,673.427,64.996,1,+98704.6,1.0000,+1723.46,adu,-12.4858,+0.0190,1,E,7028.026855,7017.447440,7137.733441,6991.264648,7145.601147,0.000000,335.605907,141.661455,6,6,6,0,9,15,113.84,0,443,1.04,/Users/sl/Documents/Teaching/PHY241/stack_V_300.fit
62,359.314130,56.634908,359.313880,56.634930,437,58,436.493,58.097,1,+12429.8,1.0000,+576.342,adu,-10.2362,+0.0503,1,E,6995.607422,6992.362492,6997.813145,7007.216797,6997.989943,0.000000,49.798476,47.387773,6,6,6,0,9,15,113.84,0,454,3.57,/Users/sl/Documents/Teaching/PHY241/stack_V_300.fit
63,359.582792,56.638220,359.580632,56.641124,983,58,978.832,68.803,1,+91423.3,1.0000,+683.125,adu,-12.4026,+0.0081,1,E,6979.557129,7004.536176,6984.445005,6974.797852,6984.644495,0.000000,52.847511,51.324434,6,6,6,0,9,15,113.84,0,453,11.61,/Users/sl/Documents/Teaching/PHY241/stack_V_300.fit
64,359.235802,56.636002,359.235560,56.635972,278,66,277.505,65.902,1,+1.17564e+06,1.0000,+1468.79,adu,-15.1757,+0.0014,1,E,7082.890137,7065.520270,7096.085099,7009.508301,7096.645455,0.000000,89.278744,82.960205,6,6,6,0,9,15,113.84,0,450,4.18,/Users/sl/Documents/Teaching/PHY241/stack_V_300.fit
65,359.405109,56.637178,359.405476,56.637131,622,62,622.740,61.806,1,+51815.1,1.0000,+603.970,adu,-11.7861,+0.0127,1,E,6990.807129,6973.139998,6996.340870,6987.593750,6996.548561,0.000000,53.969072,46.851768,6,6,6,0,9,15,113.84,0,451,4.21,/Users/sl/Documents/Teaching/PHY241/stack_V_300.fit
66,359.446935,56.637702,359.443474,56.639347,707,62,700.106,68.227,1,+222108,1.0000,+3223.46,adu,-13.3664,+0.0158,1,E,7058.807129,7007.276828,7238.210584,6993.584961,7251.541501,0.000000,439.996283,266.697705,6,6,6,0,9,15,113.84,0,445,4.31,/Users/sl/Documents/Teaching/PHY241/stack_V_300.fit
67,359.262408,56.635559,359.262378,56.635723,332,63,331.954,63.606,1,+40722.0,1.0000,+641.758,adu,-11.5246,+0.0171,1,E,7007.822754,6985.003282,7009.429708,7004.416016,7009.630921,0.000000,53.169957,51.054150,6,6,6,0,9,15,113.84,0,454,3.99,/Users/sl/Documents/Teaching/PHY241/stack_V_300.fit
68,359.490227,56.638499,359.490384,56.638676,795,63,795.333,63.646,1,+35592.5,1.0000,+593.789,adu,-11.3784,+0.0181,1,E,6986.567871,6972.589425,6992.151155,6986.971680,6992.343880,0.000000,51.972418,47.173330,6,6,6,0,9,15,113.84,0,453,3.97,/Users/sl/Documents/Teaching/PHY241/stack_V_300.fit
69,359.383425,56.637715,359.383395,56.637811,578,65,577.949,65.355,1,+177615,1.0000,+779.949,adu,-13.1237,+0.0048,1,E,7012.728516,6980.481042,7021.572204,6986.055664,7021.931556,0.000000,71.118386,54.938057,6,6,6,0,9,15,113.84,0,449,3.87,/Users/sl/Documents/Teaching/PHY241/stack_V_300.fit
70,359.277599,56.637124,359.277501,56.637258,363,68,362.813,68.502,1,+157216,1.0000,+810.230,adu,-12.9912,+0.0056,1,E,7008.061279,7003.464274,7027.037639,7006.172363,7027.664529,0.000000,93.970525,59.135332,6,6,6,0,9,15,113.84,0,448,3.88,/Users/sl/Documents/Teaching/PHY241/stack_V_300.fit
71,359.443424,56.639285,359.443475,56.639346,700,68,700.108,68.223,1,+222095,1.0000,+3223.46,adu,-13.3663,+0.0158,1,E,7058.807129,7007.276828,7238.210584,6994.391602,7251.541501,0.000000,439.996283,266.697705,6,6,6,0,9,15,113.84,0,445,3.93,/Users/sl/Documents/Teaching/PHY241/stack_V_300.fit
72,359.358306,56.637932,359.358359,56.638176,527,67,527.127,67.896,1,+52299.6,1.0000,+4977.68,adu,-11.7962,+0.1033,1,E,7166.099121,7039.567512,7471.325729,6994.032227,7511.710014,0.000000,778.739920,416.058701,6,6,6,0,9,15,113.84,0,447,1.27,/Users/sl/Documents/Teaching/PHY241/stack_V_300.fit
73,359.361693,56.639332,359.365418,56.638459,534,72,541.491,68.604,1,+155722,1.0000,+2023.60,adu,-12.9809,+0.0141,1,E,7053.812500,7005.458659,7137.805891,6993.930664,7141.470420,0.000000,229.006869,166.070215,6,6,6,0,9,15,113.84,0,447,4.43,/Users/sl/Documents/Teaching/PHY241/stack_V_300.fit
74,359.365676,56.638299,359.365415,56.638463,542,68,541.485,68.618,1,+155749,1.0000,+2023.60,adu,-12.9811,+0.0141,1,E,7053.812500,7005.458659,7137.805891,6992.086914,7141.470420,0.000000,229.006869,166.070215,6,6,6,0,9,15,113.84,0,447,3.95,/Users/sl/Documents/Teaching/PHY241/stack_V_300.fit
75,359.580723,56.640907,359.580639,56.641123,979,68,978.846,68.800,1,+91423.3,1.0000,+683.125,adu,-12.4026,+0.0081,1,E,6979.557129,7004.536176,6984.445005,6976.245605,6984.644495,0.000000,52.847511,51.324434,6,6,6,0,9,15,113.84,0,453,4.13,/Users/sl/Documents/Teaching/PHY241/stack_V_300.fit
76,359.345045,56.637216,359.345098,56.637438,500,65,500.128,65.817,1,+3455.57,1.0000,+662.795,adu,-8.8463,+0.2082,1,E,7007.208984,7042.328419,7013.724018,6998.573242,7013.980442,0.000000,60.041916,55.289512,6,6,6,0,9,15,113.84,0,451,3.01,/Users/sl/Documents/Teaching/PHY241/stack_V_300.fit
77,359.159024,56.635443,359.159051,56.635569,122,68,122.066,68.465,1,+12918.3,1.0000,+1083.52,adu,-10.2780,+0.0911,1,E,7020.169434,7011.046367,7132.388496,6995.356934,7144.395505,0.000000,414.496749,90.120654,6,6,6,0,9,15,113.84,0,445,4.01,/Users/sl/Documents/Teaching/PHY241/stack_V_300.fit
78,359.621550,56.641903,359.621946,56.642042,1062,70,1062.813,70.497,1,+51566.2,1.0000,+1595.56,adu,-11.7809,+0.0336,1,E,7027.288574,6975.360543,7125.025155,6977.991211,7131.978783,0.000000,315.214502,132.146318,6,6,6,0,9,15,113.84,0,447,4.28,/Users/sl/Documents/Teaching/PHY241/stack_V_300.fit
79,359.437497,56.639754,359.437574,56.641624,688,70,688.314,76.897,1,+111375,1.0000,+1986.21,adu,-12.6170,+0.0194,1,E,7074.087402,7006.000276,7223.029337,6993.873535,7238.112960,0.000000,467.561023,163.903887,6,6,6,0,9,15,113.84,0,449,3.69,/Users/sl/Documents/Teaching/PHY241/stack_V_300.fit
80,359.437419,56.641650,359.437545,56.641621,688,77,688.255,76.885,1,+111463,1.0000,+1986.23,adu,-12.6178,+0.0193,1,E,7074.087402,7006.000276,7223.029337,6995.583008,7238.112960,0.000000,467.561023,163.903887,6,6,6,0,9,15,113.84,0,449,4.03,/Users/sl/Documents/Teaching/PHY241/stack_V_300.fit
