Number,ApertureRA,ApertureDec,CentroidRA,CentroidDec,ApertureX,ApertureY,CentroidX,CentroidY,CentroidFlag,SourceIntensity,ApertureCorr,SourceUncertainty,DataUnits,Magnitude,MagUncertainty,SourceModel,SkyModel,SkyMedian,SkyMode,SkyAverage,SkyLocalNonAnnulusBkg,SkyRMS,SkyCustom,SkySigma,SkyScale,RadiusCentroid,ApertureMajorRadius,ApertureMinorRadius,ApertureRotationAngle,SkyRadiusInner,SkyRadiusOuter,ApertureNumPixels,ApertureNumRejected,SkyNumPixels,RadialProfileFWHM,Image
1,359.215462,56.621388,359.217994,56.623388,235,13,240.341,20.244,1,+278733,1.0000,+962.691,adu,-13.6130,+0.0037,1,E,2581.605713,2558.413152,2639.779681,2552.051758,2645.735162,0.000000,177.619477,67.327100,6,6,6,0,9,15,113.84,0,445,4.72,/Users/sl/Documents/Teaching/PHY241/stack_B_300.fit
2,359.297087,56.622831,359.296888,56.622673,401,14,400.582,13.426,1,+11466.6,1.0000,+329.117,adu,-10.1486,+0.0312,1,E,2558.577515,2563.001437,2558.669839,2554.591064,2558.803535,0.000000,26.187580,25.923408,6,6,6,0,9,15,113.84,0,428,0.94,/Users/sl/Documents/Teaching/PHY241/stack_B_300.fit
3,359.410160,56.625449,359.410625,56.625464,631,18,631.947,18.029,1,+27891.7,1.0000,+338.859,adu,-11.1137,+0.0132,1,E,2558.850342,2558.187368,2558.009631,2556.859131,2558.125053,0.000000,24.327055,24.736353,6,6,6,0,9,15,113.84,0,459,4.52,/Users/sl/Documents/Teaching/PHY241/stack_B_300.fit
4,359.492292,56.626771,359.492356,56.626918,798,19,798.143,19.540,1,+16855.6,1.0000,+328.566,adu,-10.5669,+0.0212,1,E,2557.727539,2554.580147,2556.828204,2566.133545,2556.954311,0.000000,25.422279,25.322192,6,6,6,0,9,15,113.84,0,459,5.03,/Users/sl/Documents/Teaching/PHY241/stack_B_300.fit
5,359.450505,56.625701,359.448089,56.625697,713,17,708.092,17.099,1,+6391.86,1.0000,+316.227,adu,-9.5141,+0.0537,1,E,2560.635010,2548.437176,2560.068038,2563.064941,2560.194089,0.000000,25.432829,25.657207,6,6,6,0,9,15,113.84,0,457,88.06,/Users/sl/Documents/Teaching/PHY241/stack_B_300.fit
6,359.160782,56.622470,359.160916,56.622769,124,20,124.302,21.099,1,+9956.07,1.0000,+341.972,adu,-9.9952,+0.0373,1,E,2560.553955,2549.110345,2559.597413,2554.264404,2559.740321,0.000000,27.077591,27.441694,6,6,6,0,9,15,113.84,0,459,4.13,/Users/sl/Documents/Teaching/PHY241/stack_B_300.fit
7,359.217829,56.623319,359.217983,56.623391,240,20,240.319,20.256,1,+278732,1.0000,+962.690,adu,-13.6130,+0.0037,1,E,2581.605713,2558.413152,2639.779681,2552.926758,2645.735162,0.000000,177.619477,67.327100,6,6,6,0,9,15,113.84,0,445,4.33,/Users/sl/Documents/Teaching/PHY241/stack_B_300.fit
8,359.397336,56.626093,359.397305,56.626098,605,21,604.937,21.021,1,+21943.6,1.0000,+354.601,adu,-10.8533,+0.0175,1,E,2557.927734,2559.819379,2555.595236,2556.374023,2555.743337,0.000000,27.543545,27.029468,6,6,6,0,9,15,113.84,0,459,4.32,/Users/sl/Documents/Teaching/PHY241/stack_B_300.fit
9,359.376678,56.625818,359.376619,56.626034,563,21,562.901,21.799,1,+19102.1,1.0000,+345.605,adu,-10.7027,+0.0196,1,E,2555.064697,2554.792789,2555.469101,2555.485596,2555.593176,0.000000,25.210102,26.558081,6,6,6,0,9,15,113.84,0,456,4.32,/Users/sl/Documents/Teaching/PHY241/stack_B_300.fit
10,359.438654,56.626633,359.438623,56.626511,689,21,688.927,20.554,1,+3142.01,1.0000,+348.669,adu,-8.7430,+0.1205,1,E,2557.343506,2561.726073,2557.574823,2561.131348,2557.731077,0.000000,28.302463,28.877759,6,6,6,0,9,15,113.84,0,460,12.25,/Users/sl/Documents/Teaching/PHY241/stack_B_300.fit
11,359.535076,56.627567,359.534828,56.627503,885,20,884.490,19.775,1,+3067.57,1.0000,+304.562,adu,-8.7170,+0.1078,1,E,2562.383545,2557.147449,2564.610928,2558.978760,2564.737352,0.000000,25.492917,25.125522,6,6,6,0,9,15,113.84,0,459,3.68,/Users/sl/Documents/Teaching/PHY241/stack_B_300.fit
12,359.198105,56.624112,359.198328,56.624084,200,24,200.452,23.883,1,+6757.43,1.0000,+424.520,adu,-9.5745,+0.0682,1,E,2563.334961,2562.697964,2576.147464,2553.680420,2577.012620,0.000000,66.845064,34.856611,6,6,6,0,9,15,113.84,0,448,3.94,/Users/sl/Documents/Teaching/PHY241/stack_B_300.fit
13,359.338756,56.626388,359.340435,56.625372,486,25,489.318,21.164,1,+8184.82,1.0000,+548.849,adu,-9.7825,+0.0728,1,E,2566.068848,2546.942922,2618.760967,2554.397217,2625.815382,0.000000,192.564597,45.254360,6,6,6,0,9,15,113.84,0,443,4.82,/Users/sl/Documents/Teaching/PHY241/stack_B_300.fit
14,359.624053,56.630239,359.623995,56.630545,1066,26,1065.905,27.134,1,+6853.88,1.0000,+354.920,adu,-9.5898,+0.0562,1,E,2540.120850,2530.399432,2541.032612,2565.541016,2541.200204,0.000000,29.216421,28.955078,6,6,6,0,9,15,113.84,0,459,4.04,/Users/sl/Documents/Teaching/PHY241/stack_B_300.fit
15,359.182779,56.625509,359.182717,56.625412,169,30,168.864,29.645,1,+7883.04,1.0000,+378.217,adu,-9.7417,+0.0521,1,E,2562.011719,2549.990747,2564.513661,2554.752930,2564.714219,0.000000,32.109081,30.790020,6,6,6,0,9,15,113.84,0,451,4.97,/Users/sl/Documents/Teaching/PHY241/stack_B_300.fit
16,359.349000,56.628424,359.349258,56.628589,507,32,507.540,32.596,1,+58947.0,1.0000,+723.828,adu,-11.9262,+0.0133,1,E,2578.001709,2553.050130,2609.790046,2554.522705,2612.149274,0.000000,111.118706,57.056323,6,6,6,0,9,15,113.84,0,447,4.44,/Users/sl/Documents/Teaching/PHY241/stack_B_300.fit
17,359.306169,56.628646,359.306532,56.628679,420,35,420.741,35.103,1,+127197,1.0000,+499.307,adu,-12.7612,+0.0043,1,E,2568.161377,2553.746161,2568.688444,2554.979004,2568.867576,0.000000,30.369950,29.278438,6,6,6,0,9,15,113.84,0,453,4.53,/Users/sl/Documents/Teaching/PHY241/stack_B_300.fit
18,359.354684,56.633376,359.354948,56.633484,519,50,519.546,50.383,1,+1.75340e+06,1.0000,+1611.04,adu,-15.6097,+0.0010,1,E,2642.207520,2629.697662,2665.503843,2554.892334,2666.845012,0.000000,84.660930,76.850288,6,6,6,0,9,15,113.84,0,451,4.87,/Users/sl/Documents/Teaching/PHY241/stack_B_300.fit
19,359.141917,56.625704,359.142066,56.625618,86,33,86.293,32.672,1,+8532.74,1.0000,+356.903,adu,-9.8277,+0.0454,1,E,2563.845337,2567.358183,2567.289845,2563.522705,2567.607730,0.000000,40.446769,28.865234,6,6,6,0,9,15,113.84,0,450,3.60,/Users/sl/Documents/Teaching/PHY241/stack_B_300.fit
20,359.148789,56.626080,359.149161,56.626157,100,34,100.763,34.265,1,+16247.0,1.0000,+419.982,adu,-10.5269,+0.0281,1,E,2567.350586,2565.623291,2570.347341,2561.058105,2570.617374,0.000000,37.300271,33.521436,6,6,6,0,9,15,113.84,0,452,4.41,/Users/sl/Documents/Teaching/PHY241/stack_B_300.fit
21,359.286998,56.628106,359.286624,56.628235,381,34,380.252,34.494,1,+5042.91,1.0000,+321.682,adu,-9.2567,+0.0693,1,E,2553.501221,2555.418154,2554.029272,2554.899170,2554.167938,0.000000,26.643589,26.322114,6,6,6,0,9,15,113.84,0,459,4.24,/Users/sl/Documents/Teaching/PHY241/stack_B_300.fit
22,359.252465,56.629781,359.252430,56.630019,311,42,310.952,42.880,1,+27299.6,1.0000,+379.907,adu,-11.0904,+0.0151,1,E,2557.467529,2548.082603,2558.812169,2552.687744,2558.977918,0.000000,29.157244,28.656455,6,6,6,0,9,15,113.84,0,452,4.46,/Users/sl/Documents/Teaching/PHY241/stack_B_300.fit
23,359.334600,56.631206,359.335001,56.631282,478,43,478.821,43.259,1,+41777.1,1.0000,+346.888,adu,-11.5523,+0.0090,1,E,2554.815552,2571.734645,2554.946651,2554.992676,2555.058659,0.000000,23.950223,23.508940,6,6,6,0,9,15,113.84,0,458,4.57,/Users/sl/Documents/Teaching/PHY241/stack_B_300.fit
24,359.297694,56.630965,359.298176,56.630874,403,44,403.970,43.638,1,+8695.33,1.0000,+401.037,adu,-9.8482,+0.0501,1,E,2561.543213,2548.239820,2564.581138,2555.241699,2564.838586,0.000000,36.380016,32.651177,6,6,6,0,9,15,113.84,0,449,1.84,/Users/sl/Documents/Teaching/PHY241/stack_B_300.fit
25,359.184067,56.629320,359.184208,56.629443,172,44,172.299,44.447,1,+8037.14,1.0000,+338.147,adu,-9.7628,+0.0457,1,E,2556.096191,2546.943331,2558.564020,2556.931396,2558.724620,0.000000,28.699908,27.275190,6,6,6,0,9,15,113.84,0,446,3.86,/Users/sl/Documents/Teaching/PHY241/stack_B_300.fit
26,359.345349,56.632978,359.346093,56.632692,500,49,501.485,47.905,1,+6592.47,1.0000,+1549.31,adu,-9.5476,+0.2552,1,E,2581.390625,2574.598785,2693.874537,2554.929199,2713.526728,0.000000,326.350251,129.516133,6,6,6,0,9,15,113.84,0,449,4.26,/Users/sl/Documents/Teaching/PHY241/stack_B_300.fit
27,359.545116,56.635001,359.545252,56.635064,906,47,906.281,47.227,1,+8925.43,1.0000,+341.506,adu,-9.8766,+0.0415,1,E,2562.179932,2562.214421,2560.601164,2558.738770,2560.739672,0.000000,26.662661,27.526963,6,6,6,0,9,15,113.84,0,458,1.08,/Users/sl/Documents/Teaching/PHY241/stack_B_300.fit
28,359.601749,56.634316,359.601503,56.634098,1021,42,1020.482,41.205,1,+2204.31,1.0000,+325.785,adu,-8.3582,+0.1605,1,E,2568.673828,2567.315401,2568.927063,2565.983154,2569.068260,0.000000,26.963914,27.052686,6,6,6,0,9,15,113.84,0,460,1.81,/Users/sl/Documents/Teaching/PHY241/stack_B_300.fit
29,359.456557,56.633904,359.456410,56.633968,726,47,725.707,47.242,1,+15045.3,1.0000,+340.987,adu,-10.4435,+0.0246,1,E,2563.621948,2568.031047,2564.437224,2563.532715,2564.586911,0.000000,27.739240,26.627686,6,6,6,0,9,15,113.84,0,448,4.28,/Users/sl/Documents/Teaching/PHY241/stack_B_300.fit
30,359.488514,56.634849,359.487502,56.634534,791,49,788.919,47.884,1,+8017.67,1.0000,+321.644,adu,-9.7601,+0.0436,1,E,2560.149658,2558.826839,2562.275765,2565.777588,2562.413688,0.000000,26.615313,25.889614,6,6,6,0,9,15,113.84,0,454,3.89,/Users/sl/Documents/Teaching/PHY241/stack_B_300.fit
31,359.230186,56.632438,359.230346,56.632172,266,53,266.298,52.008,1,+9445.92,1.0000,+467.131,adu,-9.9381,+0.0537,1,E,2562.687622,2538.718598,2588.938857,2556.225342,2591.443637,0.000000,114.037210,38.274028,6,6,6,0,9,15,113.84,0,452,79.94,/Users/sl/Documents/Teaching/PHY241/stack_B_300.fit
32,359.364499,56.634051,359.363393,56.634943,539,52,536.833,55.349,1,+10945.1,1.0000,+2512.38,adu,-10.0981,+0.2492,1,E,2613.888306,2554.897221,2831.219186,2555.250244,2897.727954,0.000000,617.959405,210.179077,6,6,6,0,9,15,113.84,0,450,3.71,/Users/sl/Documents/Teaching/PHY241/stack_B_300.fit
33,359.429429,56.635180,359.429339,56.635410,671,53,670.837,53.852,1,+40928.3,1.0000,+470.376,adu,-11.5301,+0.0125,1,E,2566.132324,2555.637052,2578.122922,2559.837891,2578.806623,0.000000,59.445253,35.515430,6,6,6,0,9,15,113.84,0,445,4.65,/Users/sl/Documents/Teaching/PHY241/stack_B_300.fit
34,359.195753,56.631932,359.195702,56.632010,196,53,195.905,53.293,1,+3848.56,1.0000,+305.446,adu,-8.9632,+0.0862,1,E,2558.536743,2569.757638,2556.741517,2557.761230,2556.863830,0.000000,25.036457,25.097070,6,6,6,0,9,15,113.84,0,460,3.50,/Users/sl/Documents/Teaching/PHY241/stack_B_300.fit
35,359.277891,56.633394,359.277960,56.633516,363,54,363.152,54.445,1,+7753.78,1.0000,+457.096,adu,-9.7238,+0.0640,1,E,2559.297119,2551.158086,2578.378720,2554.293945,2579.553936,0.000000,77.943857,37.538862,6,6,6,0,9,15,113.84,0,448,4.48,/Users/sl/Documents/Teaching/PHY241/stack_B_300.fit
36,359.430766,56.638447,359.430447,56.638325,674,65,673.341,64.562,1,+16738.6,1.0000,+620.879,adu,-10.5593,+0.0403,1,E,2573.183838,2557.302749,2609.132092,2560.138916,2612.179469,0.000000,126.282317,50.775806,6,6,6,0,9,15,113.84,0,444,1.41,/Users/sl/Documents/Teaching/PHY241/stack_B_300.fit
37,359.363455,56.635391,359.363410,56.634942,537,57,536.867,55.346,1,+10945.1,1.0000,+2512.38,adu,-10.0981,+0.2492,1,E,2613.888306,2554.897221,2831.219186,2555.271729,2897.727954,0.000000,617.959405,210.179077,6,6,6,0,9,15,113.84,0,450,5.16,/Users/sl/Documents/Teaching/PHY241/stack_B_300.fit
38,359.364907,56.635952,359.363416,56.634942,540,59,536.881,55.346,1,+10945.1,1.0000,+2512.38,adu,-10.0981,+0.2492,1,E,2613.888306,2554.897221,2831.219186,2555.337891,2897.727954,0.000000,617.959405,210.179077,6,6,6,0,9,15,113.84,0,450,2.87,/Users/sl/Documents/Teaching/PHY241/stack_B_300.fit
39,359.117009,56.631551,359.117181,56.631545,36,56,36.349,55.966,1,+49550.9,1.0000,+623.340,adu,-11.7376,+0.0137,1,E,2576.534668,2565.483568,2617.686887,2566.992920,2621.471222,0.000000,140.965885,48.695630,6,6,6,0,9,15,113.84,0,445,1.25,/Users/sl/Documents/Teaching/PHY241/stack_B_300.fit
40,359.618806,56.638845,359.618626,56.638893,1056,58,1055.638,58.184,1,+39489.2,1.0000,+423.619,adu,-11.4912,+0.0116,1,E,2569.928223,2552.080090,2576.812995,2566.790771,2577.159153,0.000000,42.285970,31.289380,6,6,6,0,9,15,113.84,0,445,4.72,/Users/sl/Documents/Teaching/PHY241/stack_B_300.fit
41,359.135195,56.632102,359.135335,56.631805,73,57,73.255,55.897,1,+4820.20,1.0000,+306.149,adu,-9.2077,+0.0690,1,E,2557.590210,2557.520643,2557.576135,2566.435547,2557.705367,0.000000,25.739192,24.999233,6,6,6,0,9,15,113.84,0,456,1.84,/Users/sl/Documents/Teaching/PHY241/stack_B_300.fit
42,359.164655,56.633633,359.164276,56.633620,133,61,132.230,60.973,1,+50095.1,1.0000,+448.325,adu,-11.7495,+0.0097,1,E,2569.536255,2552.285798,2572.674005,2560.856201,2572.888154,0.000000,33.231762,32.554580,6,6,6,0,9,15,113.84,0,454,4.53,/Users/sl/Documents/Teaching/PHY241/stack_B_300.fit
43,359.112512,56.632836,359.112565,56.632804,27,61,27.104,60.880,1,+57786.3,1.0000,+489.444,adu,-11.9046,+0.0092,1,E,2572.782471,2563.431056,2605.190086,2566.706543,2608.001999,0.000000,121.211406,35.640933,6,6,6,0,9,15,113.84,0,443,1.25,/Users/sl/Documents/Teaching/PHY241/stack_B_300.fit
44,359.582896,56.638158,359.582572,56.638610,983,57,982.378,58.683,1,+1634.26,1.0000,+406.148,adu,-8.0333,+0.2698,1,E,2568.329346,2581.939265,2586.239288,2565.887207,2587.416945,0.000000,78.144406,33.791797,6,6,6,0,9,15,113.84,0,444,14.15,/Users/sl/Documents/Teaching/PHY241/stack_B_300.fit
45,359.544987,56.638249,359.545262,56.635065,906,59,906.302,47.231,1,+8937.98,1.0000,+341.525,adu,-9.8781,+0.0415,1,E,2562.179932,2562.214421,2560.601164,2558.277344,2560.739672,0.000000,26.662661,27.526963,6,6,6,0,9,15,113.84,0,458,13.11,/Users/sl/Documents/Teaching/PHY241/stack_B_300.fit
46,359.405719,56.637037,359.405548,56.637167,623,61,622.664,61.486,1,+9253.94,1.0000,+329.414,adu,-9.9158,+0.0386,1,E,2556.616211,2556.483272,2557.458456,2557.173584,2557.603887,0.000000,27.304278,26.408838,6,6,6,0,9,15,113.84,0,455,4.33,/Users/sl/Documents/Teaching/PHY241/stack_B_300.fit
47,359.426395,56.637037,359.429369,56.635408,665,60,670.899,53.843,1,+40922.2,1.0000,+470.369,adu,-11.5299,+0.0125,1,E,2566.132324,2555.637052,2578.122922,2559.440918,2578.806623,0.000000,59.445253,35.515430,6,6,6,0,9,15,113.84,0,445,4.58,/Users/sl/Documents/Teaching/PHY241/stack_B_300.fit
48,359.447037,56.637845,359.443669,56.639431,707,62,700.296,68.016,1,+75555.6,1.0000,+1093.75,adu,-12.1957,+0.0157,1,E,2587.042480,2557.620609,2637.859843,2562.489014,2641.288204,0.000000,134.681936,88.620796,6,6,6,0,9,15,113.84,0,449,4.80,/Users/sl/Documents/Teaching/PHY241/stack_B_300.fit
49,359.262526,56.635613,359.262387,56.635713,332,63,331.729,63.376,1,+13407.3,1.0000,+353.904,adu,-10.3184,+0.0287,1,E,2557.109375,2542.268623,2556.857954,2552.896973,2557.009658,0.000000,27.883565,28.050981,6,6,6,0,9,15,113.84,0,458,3.93,/Users/sl/Documents/Teaching/PHY241/stack_B_300.fit
50,359.270927,56.634921,359.271060,56.635211,349,60,349.299,61.066,1,+3786.15,1.0000,+411.706,adu,-8.9455,+0.1181,1,E,2561.648438,2566.103877,2573.336114,2553.688477,2574.065462,0.000000,61.340289,34.077314,6,6,6,0,9,15,113.84,0,449,1.32,/Users/sl/Documents/Teaching/PHY241/stack_B_300.fit
51,359.305352,56.635677,359.305526,56.635110,419,61,419.299,58.900,1,+2332.89,1.0000,+353.864,adu,-8.4197,+0.1647,1,E,2555.513550,2553.804368,2558.449392,2555.789795,2558.633832,0.000000,30.755233,29.364878,6,6,6,0,9,15,113.84,0,452,21.92,/Users/sl/Documents/Teaching/PHY241/stack_B_300.fit
52,359.357922,56.638024,359.358641,56.638251,526,67,527.481,67.799,1,+18338.1,1.0000,+1859.74,adu,-10.6584,+0.1101,1,E,2626.205566,2574.498847,2760.291887,2555.316406,2787.300041,0.000000,387.509885,155.302979,6,6,6,0,9,15,113.84,0,450,4.27,/Users/sl/Documents/Teaching/PHY241/stack_B_300.fit
53,359.235429,56.636035,359.235616,56.635958,277,66,277.373,65.705,1,+231799,1.0000,+602.575,adu,-13.4128,+0.0028,1,E,2578.316895,2573.796088,2579.227448,2556.493652,2579.456154,0.000000,34.386718,30.346406,6,6,6,0,9,15,113.84,0,451,4.37,/Users/sl/Documents/Teaching/PHY241/stack_B_300.fit
54,359.383531,56.637827,359.383502,56.637854,578,65,577.943,65.102,1,+61284.4,1.0000,+412.116,adu,-11.9684,+0.0073,1,E,2563.737793,2568.949745,2566.989060,2555.928467,2567.186275,0.000000,31.855728,27.593325,6,6,6,0,9,15,113.84,0,451,4.23,/Users/sl/Documents/Teaching/PHY241/stack_B_300.fit
55,359.490325,56.638663,359.490457,56.638774,795,63,795.277,63.403,1,+8981.75,1.0000,+327.815,adu,-9.8834,+0.0396,1,E,2562.453979,2567.774171,2562.668421,2565.588135,2562.822248,0.000000,28.110257,26.287627,6,6,6,0,9,15,113.84,0,452,4.51,/Users/sl/Documents/Teaching/PHY241/stack_B_300.fit
56,359.443524,56.639425,359.443670,56.639432,700,68,700.297,68.021,1,+75555.3,1.0000,+1093.75,adu,-12.1957,+0.0157,1,E,2587.042480,2557.620609,2637.859843,2562.169678,2641.288204,0.000000,134.681936,88.620796,6,6,6,0,9,15,113.84,0,449,4.40,/Users/sl/Documents/Teaching/PHY241/stack_B_300.fit
57,359.277221,56.637177,359.277620,56.637257,362,68,362.819,68.276,1,+36129.2,1.0000,+404.533,adu,-11.3946,+0.0122,1,E,2556.305664,2553.381751,2562.305853,2554.351807,2562.574418,0.000000,37.140720,29.892969,6,6,6,0,9,15,113.84,0,449,4.54,/Users/sl/Documents/Teaching/PHY241/stack_B_300.fit
58,359.365290,56.638395,359.365525,56.638491,541,68,541.486,68.342,1,+55059.8,1.0000,+756.734,adu,-11.8521,+0.0149,1,E,2583.467529,2571.408286,2606.225596,2555.689209,2607.308125,0.000000,75.209016,60.224712,6,6,6,0,9,15,113.84,0,449,4.51,/Users/sl/Documents/Teaching/PHY241/stack_B_300.fit
59,359.580812,56.641113,359.580831,56.641281,979,68,979.051,68.619,1,+30481.7,1.0000,+347.968,adu,-11.2101,+0.0124,1,E,2565.773438,2577.754821,2566.521140,2564.981689,2566.654237,0.000000,26.167116,25.230591,6,6,6,0,9,15,113.84,0,455,4.50,/Users/sl/Documents/Teaching/PHY241/stack_B_300.fit
60,359.604873,56.642747,359.604991,56.642831,1028,73,1028.246,73.306,1,+730358,1.0000,+1015.76,adu,-14.6588,+0.0015,1,E,2605.499512,2593.617281,2613.332571,2568.815674,2613.699893,0.000000,43.865954,46.030371,6,6,6,0,9,15,113.84,0,456,4.47,/Users/sl/Documents/Teaching/PHY241/stack_B_300.fit
61,359.438088,56.639896,359.437718,56.641613,689,70,688.395,76.357,1,+21427.1,1.0000,+782.284,adu,-10.8274,+0.0396,1,E,2584.883057,2551.146760,2633.122688,2561.566650,2638.632557,0.000000,170.621819,64.300132,6,6,6,0,9,15,113.84,0,447,3.79,/Users/sl/Documents/Teaching/PHY241/stack_B_300.fit
62,359.437516,56.641785,359.437739,56.641614,688,77,688.439,76.360,1,+21415.7,1.0000,+782.277,adu,-10.8268,+0.0397,1,E,2584.883057,2551.146760,2633.122688,2561.985107,2638.632557,0.000000,170.621819,64.300132,6,6,6,0,9,15,113.84,0,447,4.51,/Users/sl/Documents/Teaching/PHY241/stack_B_300.fit
63,359.622128,56.642133,359.622202,56.642180,1063,70,1063.154,70.171,1,+15762.6,1.0000,+612.406,adu,-10.4941,+0.0422,1,E,2581.437256,2566.799777,2606.866884,2568.336426,2608.732508,0.000000,98.753038,50.153657,6,6,6,0,9,15,113.84,0,447,0.33,/Users/sl/Documents/Teaching/PHY241/stack_B_300.fit
64,359.478918,56.640687,359.479252,56.640733,772,71,772.682,71.157,1,+12950.4,1.0000,+326.638,adu,-10.2807,+0.0274,1,E,2559.090698,2564.574329,2558.459503,2565.286865,2558.582434,0.000000,25.108255,25.681172,6,6,6,0,9,15,113.84,0,458,4.59,/Users/sl/Documents/Teaching/PHY241/stack_B_300.fit
65,359.204303,56.638288,359.204300,56.638525,214,76,214.018,76.873,1,+723058,1.0000,+1073.12,adu,-14.6479,+0.0016,1,E,2601.855713,2580.239085,2623.248663,2559.214600,2625.160150,0.000000,100.272686,54.812012,6,6,6,0,9,15,113.84,0,450,4.57,/Users/sl/Documents/Teaching/PHY241/stack_B_300.fit
66,359.361798,56.639431,359.365565,56.638491,534,72,541.566,68.342,1,+55027.6,1.0000,+705.045,adu,-11.8515,+0.0139,1,E,2581.145508,2570.832099,2601.854055,2555.836182,2602.838784,0.000000,71.670805,55.632451,6,6,6,0,9,15,113.84,0,447,4.54,/Users/sl/Documents/Teaching/PHY241/stack_B_300.fit
67,359.551233,56.642116,359.551192,56.642192,919,73,918.922,73.283,1,+36824.5,1.0000,+358.378,adu,-11.4153,+0.0106,1,E,2563.409668,2557.958276,2563.310659,2559.448486,2563.451971,0.000000,26.945403,25.387476,6,6,6,0,9,15,113.84,0,458,4.53,/Users/sl/Documents/Teaching/PHY241/stack_B_300.fit
68,359.230274,56.640836,359.230330,56.640759,267,84,267.105,83.711,1,+259157,1.0000,+1435.40,adu,-13.5339,+0.0060,1,E,2590.044434,2563.851756,2851.314511,2558.087158,2979.497373,0.000000,865.501884,112.246069,6,6,6,0,9,15,113.84,0,445,4.32,/Users/sl/Documents/Teaching/PHY241/stack_B_300.fit
69,359.224914,56.639674,359.224830,56.639806,256,80,255.842,80.490,1,+285422,1.0000,+1080.88,adu,-13.6387,+0.0041,1,E,2592.754395,2577.223358,2796.415865,2559.168457,2880.115767,0.000000,690.074287,78.531094,6,6,6,0,9,15,113.84,0,442,4.34,/Users/sl/Documents/Teaching/PHY241/stack_B_300.fit
70,359.326322,56.640030,359.326761,56.639812,462,76,462.871,75.171,1,+6279.83,1.0000,+309.415,adu,-9.4949,+0.0535,1,E,2552.696533,2532.795808,2552.662378,2555.798096,2552.777078,0.000000,24.225458,25.092944,6,6,6,0,9,15,113.84,0,459,4.16,/Users/sl/Documents/Teaching/PHY241/stack_B_300.fit
71,359.299740,56.639932,359.299615,56.639848,408,77,407.739,76.695,1,+6861.45,1.0000,+510.547,adu,-9.5910,+0.0808,1,E,2560.117432,2547.748194,2615.057180,2555.841064,2622.376113,0.000000,196.008036,42.114536,6,6,6,0,9,15,113.84,0,443,3.43,/Users/sl/Documents/Teaching/PHY241/stack_B_300.fit
72,359.403563,56.641342,359.403621,56.641370,619,77,619.121,77.098,1,+6943.97,1.0000,+344.109,adu,-9.6040,+0.0538,1,E,2560.560303,2583.285123,2562.598559,2559.141113,2562.797622,0.000000,31.977517,27.942051,6,6,6,0,9,15,113.84,0,448,3.80,/Users/sl/Documents/Teaching/PHY241/stack_B_300.fit
73,359.196338,56.640066,359.196724,56.640053,198,83,198.783,82.930,1,+111219,1.0000,+1077.65,adu,-12.6154,+0.0105,1,E,2586.760742,2572.027089,2757.249719,2559.258057,2825.484737,0.000000,617.890195,85.782788,6,6,6,0,9,15,113.84,0,449,4.59,/Users/sl/Documents/Teaching/PHY241/stack_B_300.fit
74,359.390265,56.641437,359.390356,56.641683,592,78,592.207,78.904,1,+28311.4,1.0000,+384.630,adu,-11.1299,+0.0147,1,E,2568.784912,2568.977728,2569.264588,2558.667725,2569.441626,0.000000,30.195350,28.979399,6,6,6,0,9,15,113.84,0,453,4.50,/Users/sl/Documents/Teaching/PHY241/stack_B_300.fit
75,359.105881,56.637338,359.108353,56.639592,14,78,19.256,86.181,1,+30879.3,1.0000,+365.850,adu,-11.2242,+0.0129,1,E,2566.789795,2559.824657,2567.464016,2565.562744,2567.630329,0.000000,29.256151,26.885630,6,6,6,0,9,15,113.84,0,453,10.48,/Users/sl/Documents/Teaching/PHY241/stack_B_300.fit
76,359.108722,56.639549,359.108337,56.639592,20,86,19.223,86.182,1,+30879.3,1.0000,+365.850,adu,-11.2242,+0.0129,1,E,2566.789795,2559.824657,2567.464016,2565.192383,2567.630329,0.000000,29.256151,26.885630,6,6,6,0,9,15,113.84,0,453,4.59,/Users/sl/Documents/Teaching/PHY241/stack_B_300.fit
77,359.444839,56.643233,359.445180,56.643206,703,82,703.688,81.883,1,+45206.2,1.0000,+589.893,adu,-11.6380,+0.0142,1,E,2572.427979,2558.100433,2612.007070,2562.918701,2616.104566,0.000000,146.527129,46.040693,6,6,6,0,9,15,113.84,0,447,4.48,/Users/sl/Documents/Teaching/PHY241/stack_B_300.fit
78,359.309039,56.641145,359.309300,56.641336,427,81,427.549,81.692,1,+20627.7,1.0000,+709.523,adu,-10.7861,+0.0373,1,E,2568.364014,2555.086475,2623.623966,2555.824463,2629.869420,0.000000,181.341345,58.085869,6,6,6,0,9,15,113.84,0,443,4.39,/Users/sl/Documents/Teaching/PHY241/stack_B_300.fit
79,359.148600,56.639620,359.148469,56.639522,101,84,100.724,83.645,1,+20726.4,1.0000,+361.021,adu,-10.7913,+0.0189,1,E,2558.004395,2557.623972,2559.849346,2564.065674,2560.012406,0.000000,28.925570,27.745425,6,6,6,0,9,15,113.84,0,454,4.53,/Users/sl/Documents/Teaching/PHY241/stack_B_300.fit
80,359.354247,56.643121,359.354189,56.643386,519,86,518.906,86.982,1,+153772,1.0000,+508.026,adu,-12.9672,+0.0036,1,E,2565.421143,2558.894638,2565.672738,2555.854248,2565.825366,0.000000,28.016729,27.073535,6,6,6,0,9,15,113.84,0,455,4.55,/Users/sl/Documents/Teaching/PHY241/stack_B_300.fit
