Number,ApertureRA,ApertureDec,CentroidRA,CentroidDec,ApertureX,ApertureY,CentroidX,CentroidY,CentroidFlag,SourceIntensity,ApertureCorr,SourceUncertainty,DataUnits,Magnitude,MagUncertainty,SourceModel,SkyModel,SkyMedian,SkyMode,SkyAverage,SkyLocalNonAnnulusBkg,SkyRMS,SkyCustom,SkySigma,SkyScale,RadiusCentroid,ApertureMajorRadius,ApertureMinorRadius,ApertureRotationAngle,SkyRadiusInner,SkyRadiusOuter,ApertureNumPixels,ApertureNumRejected,SkyNumPixels,RadialProfileFWHM,Image
335,359.572156,56.686238,359.572229,56.686368,965,235,965.157,235.474,1,+22774.5,1.0000,+387.154,adu,-10.8936,+0.0185,1,E,2568.478027,2562.072354,2572.297788,2569.500732,2572.499051,0.000000,32.214280,29.858931,6,6,6,0,9,15,113.84,0,451,4.29,/Users/sl/Documents/Teaching/PHY241/stack_B_300.fit
336,359.621918,56.686816,359.621895,56.686754,1066,235,1065.949,234.774,1,+52460.5,1.0000,+399.865,adu,-11.7996,+0.0083,1,E,2576.482666,2566.320848,2578.104450,2576.554932,2578.247011,0.000000,27.142533,27.468433,6,6,6,0,9,15,113.84,0,454,4.42,/Users/sl/Documents/Teaching/PHY241/stack_B_300.fit
337,359.524871,56.685401,359.524622,56.687549,869,234,868.672,241.944,1,+13597.9,1.0000,+468.187,adu,-10.3337,+0.0374,1,E,2573.509521,2566.919776,2580.513541,2567.655029,2580.881062,0.000000,43.602258,37.957402,6,6,6,0,9,15,113.84,0,449,4.36,/Users/sl/Documents/Teaching/PHY241/stack_B_300.fit
338,359.444053,56.684932,359.444361,56.684958,705,236,705.628,236.081,1,+47185.3,1.0000,+468.812,adu,-11.6845,+0.0108,1,E,2564.006958,2552.151051,2586.556815,2569.559814,2588.303056,0.000000,95.167527,34.754263,6,6,6,0,9,15,113.84,0,446,4.57,/Users/sl/Documents/Teaching/PHY241/stack_B_300.fit
339,359.264249,56.682496,359.264581,56.682636,340,236,340.686,236.500,1,+7831.96,1.0000,+427.961,adu,-9.7347,+0.0593,1,E,2560.210205,2556.372761,2571.447971,2559.902100,2572.008554,0.000000,53.757112,35.018945,6,6,6,0,9,15,113.84,0,445,4.22,/Users/sl/Documents/Teaching/PHY241/stack_B_300.fit
340,359.226308,56.682219,359.226082,56.679670,263,237,262.292,227.601,1,+135661,1.0000,+630.528,adu,-12.8311,+0.0050,1,E,2573.749512,2552.622845,2585.482425,2554.972900,2586.087237,0.000000,55.989382,42.840498,6,6,6,0,9,15,113.84,0,449,4.79,/Users/sl/Documents/Teaching/PHY241/stack_B_300.fit
341,359.231726,56.682298,359.226091,56.679671,274,237,262.309,227.603,1,+135706,1.0000,+630.563,adu,-12.8315,+0.0050,1,E,2573.749512,2552.622845,2585.482425,2555.799316,2586.087237,0.000000,55.989382,42.840498,6,6,6,0,9,15,113.84,0,449,10.79,/Users/sl/Documents/Teaching/PHY241/stack_B_300.fit
342,359.347966,56.684204,359.347984,56.684286,510,238,510.044,238.301,1,+39771.0,1.0000,+396.421,adu,-11.4989,+0.0108,1,E,2555.970215,2530.293539,2561.565971,2554.858398,2561.867273,0.000000,39.334198,28.653857,6,6,6,0,9,15,113.84,0,445,4.28,/Users/sl/Documents/Teaching/PHY241/stack_B_300.fit
343,359.553884,56.687105,359.553858,56.687134,928,239,927.949,239.109,1,+18795.1,1.0000,+364.824,adu,-10.6851,+0.0211,1,E,2563.835083,2551.865110,2565.325314,2568.296143,2565.466446,0.000000,26.938760,28.370166,6,6,6,0,9,15,113.84,0,460,4.18,/Users/sl/Documents/Teaching/PHY241/stack_B_300.fit
344,359.206552,56.683013,359.206888,56.682991,223,241,223.679,240.901,1,+59119.8,1.0000,+1029.34,adu,-11.9293,+0.0189,1,E,2574.920044,2561.768007,2808.042213,2554.335693,2929.759179,0.000000,836.634441,83.671489,6,6,6,0,9,15,113.84,0,446,4.36,/Users/sl/Documents/Teaching/PHY241/stack_B_300.fit
345,359.245000,56.683032,359.244658,56.683107,301,239,300.314,239.296,1,+10503.7,1.0000,+1859.62,adu,-10.0534,+0.1922,1,E,2602.307617,2550.436803,2709.375472,2557.774414,2721.951496,0.000000,261.645440,155.292993,6,6,6,0,9,15,113.84,0,445,4.05,/Users/sl/Documents/Teaching/PHY241/stack_B_300.fit
346,359.613018,56.687526,359.612866,56.687444,1048,238,1047.685,237.704,1,+5547.24,1.0000,+352.558,adu,-9.3602,+0.0690,1,E,2577.103760,2574.084960,2577.939965,2572.946289,2578.119722,0.000000,30.477644,28.872705,6,6,6,0,9,15,113.84,0,453,3.94,/Users/sl/Documents/Teaching/PHY241/stack_B_300.fit
347,359.372093,56.684800,359.373536,56.686695,559,239,562.098,245.922,1,+56186.3,1.0000,+3676.53,adu,-11.8741,+0.0710,1,E,2599.435181,2572.039306,2807.643640,2560.570557,2840.298884,0.000000,429.943336,306.776611,6,6,6,0,9,15,113.84,0,444,4.50,/Users/sl/Documents/Teaching/PHY241/stack_B_300.fit
348,359.373486,56.686715,359.373542,56.686695,562,246,562.111,245.923,1,+56154.1,1.0000,+3676.52,adu,-11.8735,+0.0711,1,E,2599.435181,2572.039306,2807.643640,2561.094971,2840.298884,0.000000,429.943336,306.776611,6,6,6,0,9,15,113.84,0,444,4.36,/Users/sl/Documents/Teaching/PHY241/stack_B_300.fit
349,359.416899,56.685935,359.419136,56.688500,650,241,654.763,250.365,1,+98048.0,1.0000,+476.248,adu,-12.4786,+0.0053,1,E,2566.843750,2564.645644,2569.207537,2561.769775,2569.405453,0.000000,31.926194,30.038672,6,6,6,0,9,15,113.84,0,449,3.80,/Users/sl/Documents/Teaching/PHY241/stack_B_300.fit
350,359.419257,56.688403,359.419143,56.688500,655,250,654.778,250.363,1,+98048.0,1.0000,+476.248,adu,-12.4786,+0.0053,1,E,2566.843750,2564.645644,2569.207537,2562.628174,2569.405453,0.000000,31.926194,30.038672,6,6,6,0,9,15,113.84,0,449,4.38,/Users/sl/Documents/Teaching/PHY241/stack_B_300.fit
351,359.524279,56.687831,359.524615,56.687549,868,243,868.658,241.944,1,+13597.9,1.0000,+468.187,adu,-10.3337,+0.0374,1,E,2573.509521,2566.919776,2580.513541,2568.217041,2580.881062,0.000000,43.602258,37.957402,6,6,6,0,9,15,113.84,0,449,1.27,/Users/sl/Documents/Teaching/PHY241/stack_B_300.fit
352,359.459761,56.686486,359.459542,56.686492,737,241,736.556,241.030,1,+19880.5,1.0000,+1181.44,adu,-10.7461,+0.0645,1,E,2572.928345,2542.493455,2652.789492,2569.541504,2662.383727,0.000000,226.075494,98.081611,6,6,6,0,9,15,113.84,0,444,1.25,/Users/sl/Documents/Teaching/PHY241/stack_B_300.fit
353,359.327707,56.685281,359.327564,56.685333,469,243,468.715,243.199,1,+3251.49,1.0000,+703.525,adu,-8.7802,+0.2349,1,E,2574.397461,2571.691904,2609.497002,2564.916748,2612.209702,0.000000,119.148662,58.725439,6,6,6,0,9,15,113.84,0,451,3.59,/Users/sl/Documents/Teaching/PHY241/stack_B_300.fit
354,359.544940,56.688893,359.544675,56.688939,910,246,909.465,246.180,1,+11015.1,1.0000,+352.603,adu,-10.1050,+0.0348,1,E,2564.591309,2564.985211,2566.281259,2567.541748,2566.437574,0.000000,28.356394,28.222813,6,6,6,0,9,15,113.84,0,456,0.97,/Users/sl/Documents/Teaching/PHY241/stack_B_300.fit
355,359.236457,56.686430,359.236503,56.686452,284,252,284.096,252.080,1,+529839,1.0000,+880.184,adu,-14.3104,+0.0018,1,E,2598.858521,2571.639073,2606.934245,2556.280029,2607.500713,0.000000,54.409171,41.452935,6,6,6,0,9,15,113.84,0,452,4.31,/Users/sl/Documents/Teaching/PHY241/stack_B_300.fit
356,359.475928,56.688857,359.475942,56.689103,770,249,770.048,249.905,1,+55911.7,1.0000,+510.339,adu,-11.8688,+0.0099,1,E,2575.832275,2560.489078,2591.287976,2569.584717,2592.074874,0.000000,63.937190,37.824365,6,6,6,0,9,15,113.84,0,445,4.56,/Users/sl/Documents/Teaching/PHY241/stack_B_300.fit
357,359.497137,56.688581,359.496922,56.688754,813,247,812.579,247.649,1,+6828.08,1.0000,+346.015,adu,-9.5857,+0.0550,1,E,2564.680176,2557.917879,2567.050637,2570.052979,2567.212612,0.000000,28.869847,28.146089,6,6,6,0,9,15,113.84,0,452,4.04,/Users/sl/Documents/Teaching/PHY241/stack_B_300.fit
358,359.360617,56.687896,359.362861,56.689116,536,251,540.663,255.391,1,+48395.1,1.0000,+3013.08,adu,-11.7120,+0.0676,1,E,2625.378418,2569.672970,2827.972909,2556.554932,2869.167659,0.000000,484.995740,251.326465,6,6,6,0,9,15,113.84,0,445,4.68,/Users/sl/Documents/Teaching/PHY241/stack_B_300.fit
359,359.363020,56.689283,359.362869,56.689115,541,256,540.680,255.389,1,+48395.1,1.0000,+3013.08,adu,-11.7120,+0.0676,1,E,2625.378418,2569.672970,2827.972909,2557.202637,2869.167659,0.000000,484.995740,251.326465,6,6,6,0,9,15,113.84,0,445,1.06,/Users/sl/Documents/Teaching/PHY241/stack_B_300.fit
360,359.469512,56.689047,359.469403,56.689075,757,250,756.781,250.105,1,+21299.8,1.0000,+453.891,adu,-10.8209,+0.0231,1,E,2566.396240,2569.911824,2598.746869,2569.653320,2602.235676,0.000000,134.856842,35.920493,6,6,6,0,9,15,113.84,0,442,4.25,/Users/sl/Documents/Teaching/PHY241/stack_B_300.fit
361,359.482345,56.688667,359.481403,56.688721,783,248,781.095,248.241,1,+7786.02,1.0000,+481.438,adu,-9.7283,+0.0671,1,E,2571.943115,2552.793286,2610.104270,2569.740234,2614.138445,0.000000,145.338947,39.546523,6,6,6,0,9,15,113.84,0,441,4.36,/Users/sl/Documents/Teaching/PHY241/stack_B_300.fit
362,359.244845,56.686280,359.321738,56.686442,301,251,301.189,251.593,1,+73402.4,1.0000,+1056.45,adu,-12.1643,+0.0156,1,E,2580.773193,2559.850800,2671.654080,2557.452637,2689.251432,0.000000,307.485572,85.517065,6,6,6,0,9,15,113.84,0,451,4.26,/Users/sl/Documents/Teaching/PHY241/stack_B_300.fit
363,359.388135,56.689890,359.382708,56.689444,592,257,580.951,255.622,1,+373791,1.0000,+2544.58,adu,-13.9316,+0.0074,1,E,2627.798584,2584.182676,2756.735648,2563.353516,2771.691561,0.000000,287.869585,206.581787,6,6,6,0,9,15,113.84,0,445,3.73,/Users/sl/Documents/Teaching/PHY241/stack_B_300.fit
364,359.244845,56.686280,359.321738,56.686442,456,251,457.076,250.635,1,+12366.2,1.0000,+366.767,adu,-10.2306,+0.0322,1,E,2565.929688,2574.116684,2568.114060,2569.953857,2568.331273,0.000000,33.439471,29.250654,6,6,6,0,9,15,113.84,0,448,4.36,/Users/sl/Documents/Teaching/PHY241/stack_B_300.fit
365,359.347315,56.687716,359.347693,56.687930,509,251,509.787,251.773,1,+13236.8,1.0000,+466.713,adu,-10.3045,+0.0383,1,E,2563.227295,2566.667413,2581.914218,2553.703369,2583.257127,0.000000,83.378529,37.828979,6,6,6,0,9,15,113.84,0,445,4.47,/Users/sl/Documents/Teaching/PHY241/stack_B_300.fit
366,359.367971,56.688808,359.368314,56.688889,551,254,551.704,254.282,1,+88806.2,1.0000,+4682.89,adu,-12.3711,+0.0573,1,E,2730.508789,2577.060621,2959.121594,2559.159668,3009.892055,0.000000,551.117578,390.949912,6,6,6,0,9,15,113.84,0,446,1.25,/Users/sl/Documents/Teaching/PHY241/stack_B_300.fit
367,359.382739,56.689276,359.382742,56.689445,581,255,581.021,255.624,1,+373799,1.0000,+2544.58,adu,-13.9316,+0.0074,1,E,2627.798584,2584.182676,2756.735648,2563.844727,2771.691561,0.000000,287.869585,206.581787,6,6,6,0,9,15,113.84,0,445,4.36,/Users/sl/Documents/Teaching/PHY241/stack_B_300.fit
368,359.382739,56.689276,359.382742,56.689445,581,255,581.021,255.624,1,+373799,1.0000,+2544.58,adu,-13.9316,+0.0074,1,E,2627.798584,2584.182676,2756.735648,2563.844727,2771.691561,0.000000,287.869585,206.581787,6,6,6,0,9,15,113.84,0,445,4.36,/Users/sl/Documents/Teaching/PHY241/stack_B_300.fit
369,359.389446,56.693699,359.389143,56.693722,595,271,594.386,271.102,1,+226029,1.0000,+933.151,adu,-13.3854,+0.0045,1,E,2595.592529,2567.638296,2625.610844,2561.906738,2627.377280,0.000000,96.436073,67.170859,6,6,6,0,9,15,113.84,0,446,5.27,/Users/sl/Documents/Teaching/PHY241/stack_B_300.fit
370,359.490698,56.689313,359.490732,56.689392,800,250,800.075,250.290,1,+1124.19,1.0000,+421.530,adu,-7.6271,+0.4071,1,E,2572.719849,2568.721477,2578.717836,2570.130127,2579.015060,0.000000,39.197120,35.182861,6,6,6,0,9,15,113.84,0,450,2.35,/Users/sl/Documents/Teaching/PHY241/stack_B_300.fit
371,359.560622,56.691247,359.560469,56.691450,942,254,941.706,254.755,1,+17722.6,1.0000,+354.328,adu,-10.6213,+0.0217,1,E,2562.724365,2551.930485,2564.332162,2569.176270,2564.474589,0.000000,27.056945,27.548887,6,6,6,0,9,15,113.84,0,459,4.38,/Users/sl/Documents/Teaching/PHY241/stack_B_300.fit
372,359.226086,56.686821,359.227793,56.688896,263,254,266.667,261.572,1,+166183,1.0000,+726.180,adu,-13.0515,+0.0047,1,E,2587.561768,2575.773901,2606.319369,2554.850098,2607.524196,0.000000,79.346485,50.284341,6,6,6,0,9,15,113.84,0,447,4.61,/Users/sl/Documents/Teaching/PHY241/stack_B_300.fit
373,359.585291,56.690726,359.584542,56.690919,992,251,990.495,251.744,1,+317.848,1.0000,+292.899,adu,-6.2555,+1.0005,1,E,2563.831787,2574.229911,2564.190175,2569.630615,2564.312653,0.000000,25.089976,24.516851,6,6,6,0,9,15,113.84,0,457,2.34,/Users/sl/Documents/Teaching/PHY241/stack_B_300.fit
374,359.227965,56.688744,359.227755,56.688898,267,261,266.590,261.579,1,+166154,1.0000,+726.160,adu,-13.0513,+0.0047,1,E,2587.561768,2575.773901,2606.319369,2555.286865,2607.524196,0.000000,79.346485,50.284341,6,6,6,0,9,15,113.84,0,447,4.45,/Users/sl/Documents/Teaching/PHY241/stack_B_300.fit
375,359.299477,56.688139,359.299763,56.688133,412,255,412.580,254.962,1,+59867.0,1.0000,+644.661,adu,-11.9430,+0.0117,1,E,2575.417236,2566.848853,2615.480541,2565.778320,2619.254525,0.000000,140.713545,49.881934,6,6,6,0,9,15,113.84,0,445,1.13,/Users/sl/Documents/Teaching/PHY241/stack_B_300.fit
376,359.484763,56.689781,359.481394,56.688724,788,252,781.077,248.253,1,+7790.33,1.0000,+481.442,adu,-9.7289,+0.0671,1,E,2571.943115,2552.793286,2610.104270,2570.033691,2614.138445,0.000000,145.338947,39.546523,6,6,6,0,9,15,113.84,0,441,3.16,/Users/sl/Documents/Teaching/PHY241/stack_B_300.fit
377,359.143299,56.686128,359.143280,56.686133,95,256,94.961,256.019,1,+17484.6,1.0000,+447.540,adu,-10.6066,+0.0278,1,E,2562.587402,2552.201346,2568.198623,2564.205566,2568.493736,0.000000,38.977998,35.799561,6,6,6,0,9,15,113.84,0,450,4.21,/Users/sl/Documents/Teaching/PHY241/stack_B_300.fit
378,359.317718,56.688122,359.321705,56.687264,449,254,457.008,250.629,1,+12366.2,1.0000,+366.767,adu,-10.2306,+0.0322,1,E,2565.929688,2574.116684,2568.114060,2572.851074,2568.331273,0.000000,33.439471,29.250654,6,6,6,0,9,15,113.84,0,448,3.71,/Users/sl/Documents/Teaching/PHY241/stack_B_300.fit
379,359.445324,56.689823,359.445468,56.689722,708,254,708.284,253.619,1,+3872.01,1.0000,+338.611,adu,-8.9698,+0.0949,1,E,2563.931274,2548.953745,2566.422672,2570.010498,2566.645746,0.000000,33.876133,27.881533,6,6,6,0,9,15,113.84,0,452,1.73,/Users/sl/Documents/Teaching/PHY241/stack_B_300.fit
380,359.455178,56.689949,359.454532,56.689948,728,254,726.690,254.025,1,+4622.48,1.0000,+581.794,adu,-9.1622,+0.1366,1,E,2573.595947,2548.430351,2602.293701,2569.901855,2604.394610,0.000000,104.705296,48.368911,6,6,6,0,9,15,113.84,0,449,84.43,/Users/sl/Documents/Teaching/PHY241/stack_B_300.fit
381,359.398951,56.690574,359.399220,56.690693,614,259,614.557,259.427,1,+69819.9,1.0000,+536.203,adu,-12.1099,+0.0083,1,E,2578.246826,2571.211470,2603.040566,2562.003418,2604.827423,0.000000,96.575181,39.004258,6,6,6,0,9,15,113.84,0,443,4.39,/Users/sl/Documents/Teaching/PHY241/stack_B_300.fit
382,359.409826,56.689905,359.409672,56.689814,636,256,635.680,255.671,1,+5458.15,1.0000,+470.553,adu,-9.3426,+0.0936,1,E,2572.638916,2564.979863,2590.119042,2560.930176,2591.310762,0.000000,78.667248,38.919463,6,6,6,0,9,15,113.84,0,451,1.13,/Users/sl/Documents/Teaching/PHY241/stack_B_300.fit
383,359.157065,56.686879,359.157391,56.687340,123,258,123.707,259.683,1,+20416.3,1.0000,+373.357,adu,-10.7749,+0.0199,1,E,2557.376465,2552.006636,2558.930081,2562.695068,2559.095057,0.000000,29.089674,28.913354,6,6,6,0,9,15,113.84,0,455,4.56,/Users/sl/Documents/Teaching/PHY241/stack_B_300.fit
384,359.158941,56.688803,359.157409,56.687333,127,265,123.743,259.656,1,+20385.6,1.0000,+373.316,adu,-10.7733,+0.0199,1,E,2557.376465,2552.006636,2558.930081,2562.995605,2559.095057,0.000000,29.089674,28.913354,6,6,6,0,9,15,113.84,0,455,4.60,/Users/sl/Documents/Teaching/PHY241/stack_B_300.fit
385,359.198419,56.688039,359.198473,56.687830,207,260,207.089,259.223,1,+10889.9,1.0000,+338.271,adu,-10.0926,+0.0337,1,E,2552.124146,2537.869312,2554.190285,2554.858643,2554.332125,0.000000,26.947795,26.977798,6,6,6,0,9,15,113.84,0,456,4.11,/Users/sl/Documents/Teaching/PHY241/stack_B_300.fit
386,359.291039,56.689375,359.290995,56.689585,395,260,394.932,260.775,1,+65781.8,1.0000,+575.986,adu,-12.0453,+0.0095,1,E,2566.054443,2560.719289,2601.046327,2562.220703,2604.282847,0.000000,129.942665,43.133203,6,6,6,0,9,15,113.84,0,445,4.42,/Users/sl/Documents/Teaching/PHY241/stack_B_300.fit
387,359.105286,56.687168,359.105204,56.687047,18,262,17.822,261.556,1,+9299.71,1.0000,+342.931,adu,-9.9212,+0.0400,1,E,2562.071045,2561.986797,2560.077368,2561.268311,2560.230254,0.000000,28.009581,27.609575,6,6,6,0,9,15,113.84,0,459,3.84,/Users/sl/Documents/Teaching/PHY241/stack_B_300.fit
388,359.329480,56.689639,359.329555,56.689664,473,259,473.153,259.089,1,+6308.64,1.0000,+450.082,adu,-9.4998,+0.0775,1,E,2570.125488,2558.173282,2578.056963,2565.556641,2578.464070,0.000000,45.868967,37.068813,6,6,6,0,9,15,113.84,0,447,3.39,/Users/sl/Documents/Teaching/PHY241/stack_B_300.fit
389,359.368331,56.691792,359.368378,56.691961,552,265,552.112,265.622,1,+146776,1.0000,+3389.77,adu,-12.9166,+0.0251,1,E,2623.485596,2551.654906,2805.116856,2559.544678,2832.355106,0.000000,392.300829,281.751328,6,6,6,0,9,15,113.84,0,446,4.38,/Users/sl/Documents/Teaching/PHY241/stack_B_300.fit
390,359.184598,56.688376,359.184721,56.688397,179,262,179.251,262.072,1,+15008.0,1.0000,+471.581,adu,-10.4408,+0.0341,1,E,2565.469604,2552.884412,2579.020729,2556.712891,2579.739763,0.000000,60.972015,38.129883,6,6,6,0,9,15,113.84,0,450,1.13,/Users/sl/Documents/Teaching/PHY241/stack_B_300.fit
391,359.375289,56.690531,359.377562,56.689337,566,260,570.503,255.481,1,+79180.0,1.0000,+4191.02,adu,-12.2465,+0.0575,1,E,2633.595459,2579.476719,2986.286849,2561.886719,3126.646186,0.000000,927.331675,349.645127,6,6,6,0,9,15,113.84,0,444,4.57,/Users/sl/Documents/Teaching/PHY241/stack_B_300.fit
392,359.296888,56.690812,359.296948,56.690914,407,265,407.132,265.375,1,+44914.0,1.0000,+1969.40,adu,-11.6310,+0.0476,1,E,2581.436279,2558.734079,2717.142054,2564.458984,2737.927822,0.000000,337.112638,163.641323,6,6,6,0,9,15,113.84,0,442,0.28,/Users/sl/Documents/Teaching/PHY241/stack_B_300.fit
393,359.506310,56.693298,359.506365,56.693325,832,264,832.113,264.099,1,+7811.55,1.0000,+467.027,adu,-9.7318,+0.0649,1,E,2568.988037,2573.438230,2603.884000,2571.244141,2607.362813,0.000000,134.795338,38.354053,6,6,6,0,9,15,113.84,0,445,4.31,/Users/sl/Documents/Teaching/PHY241/stack_B_300.fit
394,359.130888,56.687835,359.130442,56.688026,70,263,69.114,263.731,1,+3821.53,1.0000,+305.683,adu,-8.9556,+0.0868,1,E,2553.702637,2541.367869,2555.668138,2565.291992,2555.798819,0.000000,25.873316,25.121143,6,6,6,0,9,15,113.84,0,460,3.97,/Users/sl/Documents/Teaching/PHY241/stack_B_300.fit
395,359.629495,56.695027,359.629640,56.695096,1082,265,1082.298,265.250,1,+18637.7,1.0000,+349.852,adu,-10.6760,+0.0204,1,E,2572.022461,2571.007716,2573.847274,2579.277588,2573.974914,0.000000,25.666020,26.576719,6,6,6,0,9,15,113.84,0,392,4.41,/Users/sl/Documents/Teaching/PHY241/stack_B_300.fit
396,359.334333,56.691331,359.334467,56.691413,483,265,483.279,265.298,1,+8156.69,1.0000,+389.938,adu,-9.7788,+0.0519,1,E,2569.278320,2569.827572,2572.648964,2562.970459,2572.919541,0.000000,37.354715,31.761719,6,6,6,0,9,15,113.84,0,450,4.31,/Users/sl/Documents/Teaching/PHY241/stack_B_300.fit
397,359.456989,56.693764,359.456738,56.693710,732,268,731.486,267.814,1,+42266.2,1.0000,+651.905,adu,-11.5650,+0.0167,1,E,2581.849854,2556.531902,2603.417050,2568.390381,2604.867951,0.000000,87.026066,51.798584,6,6,6,0,9,15,113.84,0,450,4.40,/Users/sl/Documents/Teaching/PHY241/stack_B_300.fit
398,359.146584,56.689429,359.146456,56.689609,102,268,101.759,268.673,1,+8809.08,1.0000,+381.520,adu,-9.8623,+0.0470,1,E,2562.056152,2550.305516,2568.158736,2564.004150,2568.527912,0.000000,43.595605,30.955977,6,6,6,0,9,15,113.84,0,449,1.32,/Users/sl/Documents/Teaching/PHY241/stack_B_300.fit
399,359.190350,56.691712,359.190748,56.691773,191,274,191.814,274.205,1,+106007,1.0000,+486.347,adu,-12.5633,+0.0050,1,E,2566.190674,2565.363690,2566.913299,2555.927002,2567.099782,0.000000,30.976361,30.257090,6,6,6,0,9,15,113.84,0,451,4.43,/Users/sl/Documents/Teaching/PHY241/stack_B_300.fit
400,359.309205,56.690984,359.309455,56.690903,432,265,432.499,264.691,1,+5252.39,1.0000,+512.834,adu,-9.3009,+0.1060,1,E,2575.763672,2561.477307,2585.593024,2569.837891,2586.074887,0.000000,49.976317,42.470161,6,6,6,0,9,15,113.84,0,446,1.41,/Users/sl/Documents/Teaching/PHY241/stack_B_300.fit
401,359.482613,56.694087,359.482773,56.694062,784,268,784.323,267.898,1,+30719.6,1.0000,+816.061,adu,-11.2185,+0.0288,1,E,2585.737305,2576.691154,2621.986400,2569.311035,2624.318596,0.000000,110.738575,66.643320,6,6,6,0,9,15,113.84,0,444,1.13,/Users/sl/Documents/Teaching/PHY241/stack_B_300.fit
402,359.275184,56.691048,359.275404,56.691256,363,267,363.465,267.759,1,+14928.4,1.0000,+781.177,adu,-10.4350,+0.0568,1,E,2574.568359,2557.699529,2639.184394,2559.416992,2648.116511,0.000000,217.559656,64.588379,6,6,6,0,9,15,113.84,0,449,1.34,/Users/sl/Documents/Teaching/PHY241/stack_B_300.fit
403,359.314600,56.691600,359.314452,56.691701,443,267,442.708,267.381,1,+10672.3,1.0000,+553.559,adu,-10.0706,+0.0563,1,E,2579.989258,2554.580472,2593.117516,2572.165771,2593.729988,0.000000,56.425274,45.575713,6,6,6,0,9,15,113.84,0,454,1.44,/Users/sl/Documents/Teaching/PHY241/stack_B_300.fit
404,359.513154,56.694736,359.512698,56.695356,846,269,845.126,271.309,1,+70555.1,1.0000,+430.328,adu,-12.1213,+0.0066,1,E,2573.824951,2583.773218,2574.191477,2570.129150,2574.411314,0.000000,33.680457,28.348145,6,6,6,0,9,15,113.84,0,450,4.57,/Users/sl/Documents/Teaching/PHY241/stack_B_300.fit
405,359.361384,56.692782,359.361402,56.692912,538,269,538.047,269.480,1,+48025.2,1.0000,+1863.95,adu,-11.7037,+0.0421,1,E,2586.669189,2544.925660,2723.041890,2557.876221,2744.874603,0.000000,345.899580,154.916499,6,6,6,0,9,15,113.84,0,448,4.47,/Users/sl/Documents/Teaching/PHY241/stack_B_300.fit
406,359.402293,56.693056,359.402493,56.693225,621,268,621.420,268.613,1,+34162.8,1.0000,+700.306,adu,-11.3339,+0.0223,1,E,2583.304443,2571.011879,2644.824760,2561.036133,2653.284680,0.000000,211.949355,56.493384,6,6,6,0,9,15,113.84,0,445,1.32,/Users/sl/Documents/Teaching/PHY241/stack_B_300.fit
407,359.412594,56.694274,359.412573,56.695370,642,272,642.054,276.047,1,+285104,1.0000,+1047.85,adu,-13.6375,+0.0040,1,E,2590.723389,2581.892609,2633.240403,2560.082520,2636.130774,0.000000,123.550548,75.406055,6,6,6,0,9,15,113.84,0,445,4.67,/Users/sl/Documents/Teaching/PHY241/stack_B_300.fit
408,359.477170,56.694560,359.477176,56.694629,773,270,773.018,270.251,1,+25343.9,1.0000,+639.145,adu,-11.0097,+0.0274,1,E,2581.954834,2576.444313,2611.591607,2568.747070,2613.600852,0.000000,102.579213,51.734502,6,6,6,0,9,15,113.84,0,442,1.01,/Users/sl/Documents/Teaching/PHY241/stack_B_300.fit
409,359.511620,56.696072,359.512687,56.695358,843,274,845.105,271.317,1,+70560.9,1.0000,+430.335,adu,-12.1214,+0.0066,1,E,2573.824951,2583.773218,2574.191477,2570.086426,2574.411314,0.000000,33.680457,28.348145,6,6,6,0,9,15,113.84,0,450,4.41,/Users/sl/Documents/Teaching/PHY241/stack_B_300.fit
410,359.568347,56.695401,359.568793,56.695428,958,269,958.908,269.080,1,+4457.75,1.0000,+442.393,adu,-9.1228,+0.1077,1,E,2572.982910,2573.084797,2607.507611,2568.453125,2611.740686,0.000000,148.805646,36.584121,6,6,6,0,9,15,113.84,0,446,3.53,/Users/sl/Documents/Teaching/PHY241/stack_B_300.fit
411,359.266757,56.692011,359.266829,56.692093,346,271,346.154,271.297,1,+38829.7,1.0000,+518.293,adu,-11.4729,+0.0145,1,E,2563.711670,2553.245687,2611.083907,2559.309082,2616.879704,0.000000,174.265930,40.083208,6,6,6,0,9,15,113.84,0,444,0.99,/Users/sl/Documents/Teaching/PHY241/stack_B_300.fit
412,359.348044,56.693414,359.348620,56.693798,511,272,512.203,273.390,1,+109552,1.0000,+846.766,adu,-12.5991,+0.0084,1,E,2580.438721,2560.383637,2704.340713,2555.985352,2738.879048,0.000000,434.080694,65.140039,6,6,6,0,9,15,113.84,0,442,4.43,/Users/sl/Documents/Teaching/PHY241/stack_B_300.fit
413,359.349966,56.694523,359.348565,56.693806,515,276,512.094,273.423,1,+108956,1.0000,+846.415,adu,-12.5931,+0.0084,1,E,2580.438721,2560.383637,2704.340713,2556.595459,2738.879048,0.000000,434.080694,65.140039,6,6,6,0,9,15,113.84,0,442,5.46,/Users/sl/Documents/Teaching/PHY241/stack_B_300.fit
414,359.448555,56.695010,359.448505,56.695077,715,273,714.905,273.247,1,+118636,1.0000,+699.060,adu,-12.6855,+0.0064,1,E,2584.079102,2561.155659,2619.627843,2567.378906,2622.942606,0.000000,131.971591,50.945752,6,6,6,0,9,15,113.84,0,451,4.41,/Users/sl/Documents/Teaching/PHY241/stack_B_300.fit
