RAJ2000,DEJ2000,umag,gmag,Teff,Mass
138.469120, 8.0461140, 19.36, 19.39, 15584, 0.769
138.473370, 37.8194030, 15.82, 16.29, 90975, 0.587
138.477050, 26.1004040, 20.28, 19.69, 11481, 0.358
138.477970, 0.5595170, 18.78, 18.61, 17616, 0.597
138.486800, 40.7929640, 17.97, 17.43, 6672, 0.406
138.488420, 12.8407530, 18.66, 18.90, 30713, 0.445
138.499260, 4.0303100, 17.56, 17.91, 46494, 0.646
138.514790, 19.3396560, 19.64, 19.72, 14771, 0.964
138.523150, 42.0980550, 18.77, 18.28, 7062, 0.308
138.541260, 60.3552910, 19.74, 19.38, 11048, 0.862
138.546310, 43.7258300, 19.76, 19.64, 22621, 0.556
138.547120, 0.7351650, 20.40, 19.94, 11183, 0.499
138.547300, 22.3012160, 20.22, 20.06, 17879, 0.484
138.551470, 9.3580890, 20.10, 19.79, 16778, 0.757
138.561730, 23.0002720, 20.63, 20.24, 10855, 0.830
138.574690, 8.1448800, 20.43, 20.07, 7322, 1.012
138.592760, 55.1901320, 19.63, 19.22, 8486, 0.504
138.606700, 9.1346010, 20.19, 20.15, 22154, 0.569
138.631350, 0.2950770, 17.85, 17.87, 20446, 0.793
138.635010, 20.7884380, 19.87, 19.70, 18143, 0.564
138.638260, -0.0857720, 19.64, 19.56, 17518, 0.612
138.651920, 1.7540260, 20.28, 20.38, 15599, 1.237
138.656320, 35.9081590, 20.61, 20.45, 17968, 0.564
138.661180, 23.5243400, 17.23, 17.30, 23989, 0.578
138.671620, 8.1063100, 20.79, 20.41, 15328, 0.572
138.673870, 15.8584280, 19.12, 18.67, 9026, 0.715
138.677920, 4.2488720, 17.60, 18.11, 85714, 0.538
138.691400, 11.9454300, 19.07, 19.38, 36129, 0.792
138.694550, 0.3921420, 18.76, 18.57, 18287, 0.545
138.714410, 3.3758840, 19.89, 19.64, 15009, 0.633
138.715390, 15.2790240, 20.49, 20.11, 10655, 0.900
138.734640, 32.4926380, 19.52, 18.96, 6616, 0.498
138.774520, 30.3352830, 19.38, 18.99, 8756, 0.614
138.784910, 52.5318130, 17.34, 17.35, 22805, 0.639
138.803940, 9.9586540, 19.66, 19.18, 7917, 0.417
138.805590, 4.4448470, 19.95, 19.95, 20809, 0.468
138.821990, 8.3352380, 20.26, 19.84, 10487, 0.893
138.835850, 19.6517690, 20.69, 20.28, 11232, 0.787
138.837500, 60.3432700, 19.07, 18.63, 9635, 0.816
138.840230, 19.8276990, 18.18, 18.07, 19535, 0.890
138.844210, 21.5195100, 19.89, 19.44, 12115, 0.673
138.845510, 16.9650430, 18.25, 18.56, 46580, 0.495
138.866610, 9.7928400, 17.57, 17.23, 14987, 0.421
138.885930, -0.3970260, 20.25, 19.85, 8670, 0.702
138.890000, 10.9985640, 18.48, 18.18, 15613, 0.624
138.893840, 27.3272780, 19.50, 18.87, 6607, 0.443
138.904050, 9.7264440, 17.53, 17.17, 12037, 0.696
138.926610, 25.3934770, 19.05, 18.62, 10118, 0.905
138.927690, 32.0221710, 21.33, 20.91, 9616, 0.778
138.932440, 57.0527580, 19.74, 19.76, 27861, 0.474
138.932680, 66.5216170, 18.28, 17.88, 7754, 0.664
138.934880, 44.6613010, 18.51, 18.30, 19400, 0.485
138.945360, 11.4142220, 19.44, 19.10, 15618, 0.543
138.945460, 21.7412200, 19.10, 18.68, 11756, 0.573
138.952260, 9.1289310, 20.53, 20.07, 13159, 0.487
138.954730, 44.3004580, 20.58, 20.45, 17143, 0.670
138.966240, 18.4592510, 19.51, 19.18, 12747, 0.628
138.992460, 20.2683810, 16.53, 16.58, 24383, 0.757
139.007810, 20.1327980, 16.67, 16.93, 31500, 0.441
139.011900, 15.6972810, 18.12, 18.12, 22400, 0.579
139.016750, 9.8057840, 20.25, 19.97, 15158, 0.780
139.017030, 11.3583740, 20.56, 20.35, 18026, 0.380
139.018290, 30.7820470, 18.63, 18.42, 17500, 0.602
139.022180, 42.4662600, 20.80, 20.39, 12828, 0.522
139.027800, 11.9725470, 19.11, 19.45, 49558, 0.585
139.038310, 54.6263880, 16.77, 17.00, 30380, 0.601
139.039990, 9.2814150, 19.58, 19.47, 21230, 0.501
139.046930, 8.6869060, 20.74, 20.44, 13037, 0.740
139.050080, 34.9872900, 19.90, 20.18, 32749, 1.359
139.054520, 29.7020100, 20.03, 20.07, 14841, 0.378
139.059270, 5.7303400, 20.17, 19.75, 13333, 0.592
139.059550, 47.0942960, 19.64, 19.07, 6904, 0.544
139.069640, 0.2322730, 18.98, 18.56, 14969, 0.497
139.083780, 5.8007350, 18.66, 17.94, 6309, 0.449
139.107220, 5.9678860, 20.45, 20.11, 18123, 0.449
139.110220, 39.8915540, 19.65, 19.65, 20112, 0.574
139.136230, 8.4117520, 19.43, 19.04, 10640, 0.962
139.143290, 7.4531230, 20.50, 20.04, 11554, 0.578
139.146140, 38.9295060, 16.94, 16.55, 11380, 0.713
139.167210, 58.3589730, 19.32, 18.90, 9412, 0.650
139.168860, 1.1684740, 18.86, 19.01, 25416, 0.644
139.169840, 43.9947380, 15.78, 15.41, 8475, 0.630
139.178640, 45.4114160, 19.29, 19.16, 17834, 0.554
139.189590, 49.2041470, 18.74, 18.71, 20479, 0.891
139.199410, 18.4228750, 19.17, 18.68, 9908, 0.668
139.201810, 10.6895050, 19.19, 18.88, 16380, 0.564
139.202050, 34.9343950, 19.14, 18.72, 12695, 0.715
139.221240, 29.2684120, 19.91, 19.42, 9549, 0.930
139.227080, 4.8028680, 20.33, 19.94, 15287, 0.804
139.227610, 12.7746990, 19.24, 19.02, 16118, 0.593
139.245200, 33.9873510, 20.18, 20.32, 20249, 0.349
139.257950, 20.1199940, 19.54, 18.89, 6946, 0.704
139.262170, 39.8204360, 20.31, 20.41, 18841, 0.471
139.270590, 6.3095210, 19.47, 19.60, 19976, 0.628
139.275330, 35.3058110, 20.55, 20.16, 13552, 0.479
139.281310, 63.9573460, 19.21, 19.20, 18778, 0.673
139.282150, 11.3339150, 18.79, 18.71, 19535, 0.616
139.288490, 9.6992820, 19.69, 20.07, 40909, 0.405
139.289450, -0.8449230, 19.70, 19.78, 27677, 0.690
139.330710, 11.0532130, 20.18, 20.27, 14745, 1.244
139.333260, -0.5954160, 20.16, 20.35, 29947, 0.345
139.361290, 40.5468840, 20.59, 20.24, 10070, 0.974
139.362580, 60.8203620, 19.31, 18.91, 12472, 0.697
139.365480, 30.5055130, 19.55, 19.66, 27068, 0.529
139.377050, 58.0728680, 20.85, 20.48, 10110, 0.829
139.379200, 9.4439140, 18.54, 18.10, 11316, 0.719
139.384110, 29.1621830, 19.24, 19.01, 18026, 0.666
139.390210, 45.3686720, 20.76, 20.36, 9677, 0.816
139.391370, 22.9831550, 19.57, 19.06, 11589, 0.588
139.393250, 56.2227490, 19.44, 19.09, 17326, 0.552
139.393720, 2.1567740, 19.28, 18.88, 15479, 0.419
139.400830, 21.6613840, 20.67, 20.26, 9175, 1.147
139.478840, 20.2682660, 18.31, 17.86, 9646, 0.639
139.481820, 0.5643790, 18.63, 18.74, 18254, 0.691
139.482960, 26.9063980, 20.33, 20.04, 7953, 0.706
139.488570, 9.5820410, 18.21, 18.43, 32727, 0.668
139.495600, 63.4137470, 19.65, 19.17, 8202, 0.641
139.502510, 33.7962050, 18.98, 19.01, 22038, 0.587
139.503090, -0.8471240, 16.98, 17.30, 32664, 0.580
139.504360, 32.3806350, 18.49, 18.04, 7710, 0.506
139.508270, 38.1638590, 20.61, 20.22, 13108, 0.497
139.512120, 1.5078470, 20.29, 20.03, 14421, 0.584
139.516190, -0.5130740, 19.79, 19.79, 20306, 0.511
139.517790, 22.4949810, 20.33, 20.33, 20630, 0.573
139.522730, 3.2637960, 20.10, 19.91, 17809, 0.597
139.524730, 12.3326330, 20.03, 20.15, 25926, 0.660
139.543020, 33.2173270, 20.00, 19.58, 13692, 0.558
139.549070, 19.9512070, 19.72, 19.24, 7688, 0.459
139.550930, 19.0429720, 19.13, 18.68, 6791, 0.336
139.569810, 21.3914170, 19.70, 19.43, 16077, 0.625
139.579940, 1.8960670, 20.48, 20.04, 13992, 0.759
139.597670, 2.3014640, 19.55, 19.63, 19185, 0.537
139.619000, 22.6729500, 19.22, 19.17, 12263, 0.863
139.623720, 43.6362780, 19.36, 19.39, 15072, 0.847
139.624950, 21.4080820, 20.04, 19.60, 13037, 0.686
139.640380, -0.4018090, 20.23, 19.95, 14715, 0.791
139.640380, 3.5743710, 19.76, 19.30, 7952, 0.569
139.651980, 22.4386700, 19.75, 19.45, 16519, 0.532
139.665550, 1.9479650, 20.57, 20.41, 17039, 0.788
139.674350, 6.2839130, 15.17, 15.55, 45080, 0.494
139.677550, 59.3011730, 17.81, 18.10, 51481, 0.541
139.685490, 12.1633810, 18.25, 18.03, 17898, 0.373
139.688290, 30.1600650, 21.39, 20.46, 7040, 0.220
139.689030, 24.1144560, 19.53, 19.48, 21762, 0.431
139.730550, 57.4906300, 20.67, 20.48, 8727, 1.146
139.737080, 1.0621890, 20.60, 20.13, 11457, 0.604
139.748030, 34.2811400, 21.26, 20.95, 7868, 1.113
139.751740, 2.2840840, 20.26, 20.42, 28331, 1.014
139.757050, 51.7483870, 19.37, 19.34, 23762, 0.439
139.774260, 20.3879750, 17.15, 17.26, 18026, 0.648
139.798860, 8.3345560, 19.36, 19.40, 24348, 0.360
139.826550, 58.2464220, 18.48, 18.79, 41550, 0.564
139.840020, 16.2918810, 20.34, 20.00, 15273, 0.602
139.850830, 8.6196970, 16.94, 16.81, 19288, 0.611
139.855190, 57.1518200, 19.61, 19.32, 16498, 0.518
139.862510, 18.1640090, 18.40, 18.61, 31207, 0.539
139.871430, 0.4850270, 19.66, 19.31, 10366, 0.931
139.872110, 31.0063880, 19.45, 19.62, 26624, 0.477
139.873040, 14.2146060, 20.57, 20.22, 12180, 0.616
139.885160, 7.7601920, 18.64, 18.82, 27662, 0.600
139.905450, 49.1343140, 18.91, 18.58, 9211, 1.038
139.910010, 58.1253660, 18.60, 18.98, 44405, 0.609
139.915020, 23.3832250, 20.48, 20.32, 19819, 0.514
139.926490, 2.2561170, 19.01, 18.89, 19105, 0.616
139.926590, -0.0928110, 20.39, 19.92, 8064, 0.363
139.926860, 5.3376050, 20.48, 20.04, 12734, 0.540
139.934410, 42.1924840, 18.07, 18.53, 67470, 0.526
139.961310, 37.9131310, 19.56, 19.12, 12377, 0.685
139.991900, 57.8949470, 19.64, 19.61, 13204, 0.858
139.994230, 20.6725600, 17.34, 17.13, 17598, 0.577
139.994900, 29.9337280, 19.10, 19.09, 23943, 0.529
140.000920, 0.4616600, 20.32, 19.89, 13132, 0.504
140.003460, 2.9936710, 19.37, 19.28, 21392, 0.493
140.008750, 16.4223620, 19.66, 19.32, 14711, 0.570
140.030920, 40.0312730, 19.06, 19.25, 27647, 0.510
140.043970, 4.9558690, 16.28, 16.67, 62843, 0.548
140.048690, 58.9293170, 18.19, 17.80, 8745, 0.714
140.072690, 7.7690710, 19.42, 18.98, 10469, 0.754
140.073120, 3.4929140, 19.77, 19.56, 14201, 1.116
140.074670, 24.5415960, 19.50, 19.49, 12772, 1.323
140.099180, 25.7886870, 19.81, 19.87, 15975, 0.847
140.134660, 2.2036750, 20.26, 19.86, 9277, 0.572
140.143700, 57.3917830, 20.48, 20.22, 17021, 0.621
140.148860, 1.8231690, 20.28, 20.30, 16118, 0.809
140.152630, 51.7953310, 18.51, 18.52, 22271, 0.551
140.160380, 13.6049580, 19.92, 19.81, 19688, 0.573
140.169010, 40.0871710, 19.76, 19.82, 22713, 0.513
140.184130, 19.5928810, 19.20, 18.46, 6325, 0.613
140.187770, 3.6721160, 20.60, 20.22, 13552, 0.378
140.202240, -0.8501300, 20.96, 20.46, 12395, 0.554
140.229500, 8.9166500, 19.30, 18.90, 8413, 1.052
140.255480, 19.6392880, 19.88, 19.96, 24231, 0.472
140.272760, 14.4769570, 20.55, 20.28, 16041, 0.593
140.279150, 25.9220000, 20.35, 19.89, 7488, 0.511
140.296310, 41.7854160, 19.47, 19.18, 14400, 0.637
140.299130, 0.1357670, 20.96, 20.44, 12670, 0.468
140.304210, 40.4192930, 19.99, 19.46, 7145, 0.364
140.311490, 22.5630630, 19.95, 20.30, 45528, 0.339
140.338320, 43.3130650, 18.48, 18.95, 74118, 0.683
140.340640, 43.2491990, 19.20, 18.93, 16492, 0.642
140.343710, 8.4682320, 19.52, 19.61, 19641, 0.503
140.350570, 42.9051250, 20.23, 19.96, 13892, 0.676
140.352170, 8.7439270, 20.72, 20.37, 16656, 0.465
140.361360, 5.9594670, 19.25, 19.46, 31343, 0.568
140.378540, 24.9819230, 20.37, 19.95, 11077, 0.850
140.389260, 50.0043580, 18.15, 18.40, 28784, 0.575
140.395980, 35.1835650, 18.77, 19.09, 38182, 0.608
140.402180, 51.4500220, 19.33, 19.19, 18354, 0.635
140.447780, 11.0179080, 18.45, 18.52, 25200, 0.455
140.457390, 35.2679550, 19.70, 19.48, 16401, 0.948
140.478080, 22.7433590, 18.04, 17.64, 9268, 0.697
140.503650, 25.8901740, 19.13, 18.77, 14720, 0.550
140.504070, 0.1428920, 18.44, 18.55, 22972, 0.595
140.524040, 6.7911150, 19.00, 18.53, 13033, 0.692
140.529620, 1.7769900, 18.73, 18.35, 10428, 0.699
140.530480, 8.7867940, 19.65, 19.62, 22510, 0.481
140.535880, 5.5223340, 18.03, 17.64, 12841, 0.618
140.537370, 25.8346530, 19.85, 19.80, 21018, 0.521
140.538190, 6.8827240, 20.60, 20.19, 7816, 0.676
140.541160, 22.5650370, 18.94, 18.73, 19105, 0.581
140.548440, 23.2577040, 20.21, 19.75, 10869, 0.755
140.550960, 29.3560420, 19.12, 18.64, 7233, 0.489
140.563800, 60.5426210, 20.21, 20.03, 16164, 0.574
140.586810, 0.8222230, 19.07, 18.55, 9717, 0.710
140.587260, 20.7612910, 19.80, 20.10, 34615, 0.472
140.588930, 2.2779520, 20.06, 20.12, 23301, 0.600
140.606780, 28.7056750, 20.31, 19.89, 14504, 0.278
140.608320, 0.2166100, 19.54, 19.63, 22868, 0.496
140.608400, 59.1307550, 20.27, 20.15, 10443, 1.169
140.620520, 9.9012500, 20.56, 20.22, 12956, 0.877
140.626910, 30.0947190, 19.10, 19.16, 22105, 0.663
140.642540, 60.1820260, 19.98, 19.92, 21762, 0.494
140.650200, 3.7023560, 19.62, 19.44, 17879, 0.592
140.660020, 32.7550550, 19.73, 19.49, 14824, 0.910
140.663120, 1.4572100, 18.75, 18.77, 12635, 0.910
140.668330, 26.4759790, 19.33, 18.71, 6635, 0.626
140.672720, 36.6383810, 20.42, 20.47, 23066, 0.568
140.678910, 3.5031750, 20.35, 20.08, 14828, 0.706
140.701660, 7.6108240, 20.13, 20.29, 18612, 0.691
140.707140, 26.9031370, 20.32, 19.91, 8897, 0.631
140.710630, 60.7999110, 18.51, 18.36, 19259, 0.626
140.717220, 52.7462320, 16.53, 16.14, 12990, 0.629
140.723420, 61.1732470, 18.14, 17.68, 10238, 0.754
140.729870, 34.9065270, 20.57, 20.11, 8841, 0.745
140.745470, 18.9970290, 19.20, 18.91, 14819, 0.546
140.746360, 6.0489460, 20.60, 20.49, 20176, 0.751
140.753820, 48.3193100, 19.09, 18.51, 7236, 0.877
140.758440, 29.7323660, 20.67, 20.16, 12654, 0.521
140.762340, 2.1754690, 19.32, 19.63, 32287, 0.678
140.785160, 5.7279210, 19.84, 19.28, 6741, 0.626
140.791420, 35.5412270, 20.55, 20.02, 13614, 0.411
140.794090, 20.4320070, 19.96, 20.01, 17500, 0.635
140.803090, 7.7521990, 20.36, 20.25, 22193, 0.432
140.815070, 31.9826360, 18.26, 17.89, 10465, 0.748
140.816140, 33.8085510, 19.77, 19.43, 12714, 0.586
140.820860, 53.0693150, 19.57, 19.25, 14462, 0.897
140.861590, 48.3775800, 18.63, 18.57, 20983, 0.667
140.873140, 32.4849130, 19.61, 19.37, 16794, 0.648
140.874220, 1.3388930, 18.65, 18.34, 11280, 0.969
140.883950, 12.4144530, 20.26, 20.05, 17981, 0.634
140.895350, 25.1152230, 18.82, 18.62, 16879, 0.605
140.899070, 29.0512500, 20.57, 20.45, 18722, 0.390
140.913440, 21.4833310, 16.39, 16.28, 18750, 0.524
140.916440, 41.4230100, 19.41, 19.08, 12112, 0.901
140.916680, 8.1046130, 20.94, 20.40, 6814, 0.742
140.929910, 7.2346630, 19.23, 18.96, 16498, 0.658
140.934120, 10.2496830, 19.75, 19.25, 12000, 0.497
140.939980, 30.4680570, 15.91, 15.71, 19237, 0.240
140.947620, 24.2176770, 19.07, 18.56, 7233, 0.819
140.949300, 10.3692190, 19.73, 19.20, 7784, 0.634
140.986070, 21.6579010, 20.23, 19.92, 16221, 0.535
140.993000, 35.0794960, 19.93, 20.03, 24889, 0.511
140.996990, 45.4237630, 18.63, 18.11, 12438, 0.702
141.003090, 20.0207130, 20.03, 19.69, 12594, 0.770
141.015060, 15.4188610, 19.61, 19.29, 12417, 0.685
141.015680, 34.2405140, 19.80, 19.31, 10570, 1.014
141.020150, 59.5246530, 17.57, 17.57, 23130, 0.619
141.022320, 25.2810930, 20.11, 19.61, 12168, 0.488
141.023920, 30.8167420, 17.83, 18.13, 35923, 0.613
141.030200, 14.3737100, 19.76, 19.14, 6580, 0.443
141.036960, 5.0322230, 19.64, 19.71, 23830, 0.498
141.044160, 40.2848850, 20.15, 20.18, 19273, 0.627
141.056270, 27.5758140, 16.80, 16.58, 17784, 0.573
141.060910, 9.1611790, 18.63, 18.63, 15575, 0.619
141.063810, 56.6307240, 17.99, 17.94, 21061, 0.610
141.068510, 67.1703340, 17.16, 17.23, 22301, 0.569
141.069930, 26.1849260, 20.55, 20.15, 9050, 0.506
141.091100, 6.7068150, 20.64, 20.29, 12923, 0.657
141.104460, 35.4937050, 19.28, 19.17, 18976, 0.610
141.105680, 50.4101460, 19.12, 18.69, 9468, 0.771
141.113760, 60.7782780, 19.59, 19.68, 18701, 0.921
141.123960, 60.3769350, 18.18, 18.31, 25150, 0.950
141.141330, 21.5617920, 19.55, 19.71, 32163, 0.614
141.148180, 58.7089910, 18.50, 18.46, 21961, 0.602
141.158540, 2.4976520, 21.22, 20.20, 7471, 0.161
141.160850, 53.6029120, 19.48, 19.04, 9167, 0.679
141.172050, 51.2662030, 18.86, 18.88, 23864, 0.475
141.206540, 60.3620570, 19.93, 19.75, 17314, 0.586
141.214810, 38.8908800, 18.78, 18.42, 8146, 0.689
141.216320, 46.5615160, 18.13, 17.99, 18334, 0.901
141.217650, 6.4468960, 19.42, 19.07, 15794, 0.578
141.219760, 2.1200730, 18.55, 18.55, 14322, 0.787
141.227420, 54.5728610, 17.05, 17.20, 30198, 0.429
141.229670, 22.5461950, 18.21, 17.99, 17445, 0.557
141.239650, 8.5546600, 18.88, 19.10, 31246, 0.640
141.240500, 12.7553960, 19.74, 19.43, 16975, 0.506
141.250390, 66.9982650, 19.54, 19.46, 21284, 0.524
141.250470, 50.5146720, 19.26, 19.17, 19905, 0.532
141.265380, 0.0765710, 20.53, 20.33, 18215, 0.360
141.283460, 29.0761670, 19.78, 19.69, 19347, 0.581
141.298380, 5.1590110, 15.62, 15.20, 10813, 0.836
141.314210, 25.9600840, 19.33, 19.16, 16744, 0.626
141.320630, 55.5455050, 20.48, 20.12, 13659, 0.506
141.326490, 18.0928170, 16.03, 16.15, 24950, 0.799
141.339290, 38.7424360, 20.25, 20.18, 18841, 0.507
141.344500, 1.1021270, 20.07, 20.08, 22490, 0.538
141.360650, 53.8867420, 18.28, 18.19, 19726, 0.592
141.367600, 4.8312230, 18.49, 18.04, 10261, 0.785
141.380120, 4.4821390, 20.18, 19.87, 16185, 0.588
141.393940, 33.0879090, 19.28, 19.57, 33223, 0.443
141.395790, 57.4613820, 20.87, 20.42, 10788, 0.591
141.413520, 12.5278100, 19.50, 19.26, 15745, 0.539
141.414950, 55.8551850, 20.26, 19.84, 10298, 0.669
141.418360, 21.2993530, 19.13, 18.67, 11021, 0.597
141.425580, 17.8456260, 20.04, 19.63, 9526, 0.542
141.429240, 5.8440340, 18.61, 18.21, 7927, 0.601
141.431000, 8.4603500, 20.69, 20.18, 8273, 0.454
141.435040, 41.8008810, 19.10, 19.28, 39592, 0.445
141.439130, 9.4816180, 19.74, 19.19, 11158, 0.503
141.448300, 4.3800500, 18.58, 18.16, 10176, 0.669
141.460950, 3.4691960, 18.55, 18.30, 15319, 0.684
141.464130, 57.6814540, 18.18, 18.22, 21734, 0.559
141.464740, 6.0404380, 20.55, 20.21, 16728, 0.728
141.465350, 35.6667450, 18.40, 17.87, 6914, 0.448
141.474020, 54.1301060, 18.60, 18.49, 19937, 0.798
141.476990, 26.1146840, 18.70, 18.29, 12180, 0.655
141.493070, 5.9858820, 18.66, 18.22, 10966, 0.767
141.495440, 59.4855880, 19.71, 19.76, 16444, 0.828
141.497450, 60.7006230, 20.07, 19.65, 12500, 0.691
141.506270, 66.1298500, 21.10, 20.09, 6305, 1.377
141.508180, 45.4318800, 18.86, 18.57, 15819, 0.558
141.516970, 44.3154950, 20.73, 20.30, 9758, 0.698
141.520460, 26.7069520, 19.94, 20.02, 19490, 0.715
141.526140, 47.1333360, 20.42, 20.13, 16290, 0.397
141.540340, -0.5262010, 20.39, 19.90, 11923, 0.632
141.552410, 17.9974560, 18.38, 18.24, 17343, 0.586
141.605240, 25.8072360, 18.06, 17.63, 10848, 0.718
141.619070, 36.9947280, 20.63, 20.29, 8067, 0.807
141.634710, 12.6009790, 20.15, 19.99, 18947, 0.516
141.641970, 4.6996620, 19.75, 19.66, 20965, 0.495
141.642030, 51.3399090, 20.34, 20.40, 20775, 0.401
141.644290, 9.8614410, 20.05, 20.12, 15975, 0.431
141.653170, 8.1275090, 19.58, 19.43, 19127, 0.516
141.665270, 57.3038330, 19.76, 19.36, 11629, 0.738
141.680700, 54.0685800, 20.32, 20.31, 14330, 0.605
141.685520, 12.7998780, 18.07, 18.42, 47592, 0.812
141.697320, 45.9658370, 19.36, 18.88, 7579, 0.490
141.714290, 25.8163820, 19.74, 19.84, 15589, 0.855
141.737150, 19.6083930, 19.10, 18.65, 8415, 0.636
141.759460, 8.1290940, 20.96, 20.47, 8163, 0.701
141.764800, 31.4777790, 18.91, 18.46, 9179, 0.643
141.765180, 37.3285230, 20.20, 19.78, 8001, 0.652
141.771260, 0.1097420, 20.92, 20.43, 11431, 0.598
141.773540, 48.4542490, 19.70, 19.25, 13703, 0.553
141.812570, 22.1785900, 20.23, 20.27, 13957, 0.302
141.817310, 16.5665900, 18.68, 18.51, 17585, 0.832
141.818870, 20.7575720, 19.90, 19.50, 12438, 0.745
141.822620, 17.3072440, 18.29, 18.11, 17482, 0.607
141.822660, -0.9045910, 19.47, 19.03, 11227, 0.562
141.849870, 0.4799060, 19.26, 18.84, 7882, 0.833
141.857820, 35.5520620, 19.75, 19.50, 16269, 0.545
141.862310, 17.2764340, 19.73, 19.45, 15740, 0.534
141.884260, 26.3652610, 19.99, 19.62, 9214, 0.948
141.888590, 25.6774410, 19.18, 18.74, 10646, 0.670
141.908380, 35.1906870, 18.30, 18.14, 17910, 0.573
141.987210, 23.6210960, 20.41, 20.19, 16958, 0.511
141.991410, 16.6537380, 19.85, 19.86, 26236, 0.364
142.004550, 13.5387040, 17.63, 17.73, 24621, 0.668
142.005740, 2.9078520, 19.20, 18.76, 8371, 0.454
142.007780, 32.8563540, 20.72, 20.33, 12660, 0.727
142.015130, 45.8781470, 19.56, 19.18, 14326, 0.526
142.019110, 16.0707510, 20.33, 19.99, 11416, 1.034
142.047750, -0.6990420, 17.91, 18.10, 27273, 0.892
142.050480, 51.0915680, 19.18, 19.09, 20008, 0.481
142.055050, 2.1515640, 19.35, 18.90, 11031, 0.749
142.056440, 26.8850820, 19.05, 18.67, 8612, 0.659
142.083190, 22.4137800, 19.97, 19.48, 6726, 0.767
142.111150, 4.7293400, 19.55, 19.48, 19626, 0.804
142.144130, -0.8560080, 19.20, 18.75, 7270, 0.505
142.160310, 54.6929460, 19.48, 19.29, 17397, 0.617
142.167850, 18.6871410, 17.10, 16.75, 7531, 0.737
142.194080, 49.7025700, 18.88, 18.97, 15399, 0.788
142.227650, 6.9784220, 19.73, 19.26, 10500, 0.580
142.239800, 19.5679820, 19.59, 19.22, 14039, 0.659
142.262570, 33.8860250, 20.69, 20.34, 15560, 0.935
142.265820, 59.9016800, 19.53, 19.58, 15263, 0.918
142.272740, 6.1885280, 17.40, 17.69, 40385, 0.588
142.283680, 42.4911800, 20.58, 20.17, 12753, 0.952
142.303730, 6.4086120, 19.87, 19.53, 16082, 0.652
142.317910, 33.8467970, 20.30, 19.69, 12006, 0.463
142.323070, 51.0389740, 19.96, 19.67, 16390, 0.610
142.325840, 49.6253340, 20.79, 20.36, 14177, 0.394
142.332060, 58.0543650, 20.89, 20.46, 10420, 0.657
142.363560, 12.7502090, 17.49, 17.50, 21026, 0.706
142.367240, 34.8840450, 18.36, 18.27, 20380, 0.588
142.378310, 56.8626750, 18.96, 18.85, 18736, 0.599
142.380590, 56.6953170, 19.52, 19.04, 10305, 0.519
142.381240, 39.1368440, 19.53, 19.30, 19400, 0.397
142.382680, 25.1107410, 19.53, 19.05, 10682, 0.597
142.402220, 8.2629090, 17.00, 16.62, 12296, 0.617
142.403710, 40.7447540, 19.22, 19.09, 18195, 0.545
142.409120, 56.7813210, 20.73, 20.26, 10671, 0.565
142.413280, 32.0863230, 18.99, 18.89, 20664, 0.561
142.464080, 7.3341560, 20.22, 20.32, 24149, 0.576
142.474390, 35.7469910, 19.94, 19.66, 11699, 0.762
142.474430, 5.4637240, 18.66, 18.75, 25714, 0.573
142.483760, 17.1435820, 19.29, 19.41, 26667, 0.557
142.499180, 7.9042360, 19.89, 19.42, 8920, 0.582
142.501680, 11.6347330, 18.98, 19.31, 35171, 0.494
142.503350, 65.2368190, 17.57, 17.63, 24754, 0.557
142.504160, 40.1907870, 19.63, 19.29, 10604, 0.906
142.506480, 55.0580610, 19.59, 19.24, 13911, 0.682
142.512950, 25.8130950, 20.35, 20.19, 17391, 0.643
142.516770, 46.8316980, 20.51, 20.54, 21123, 0.656
142.530510, 17.5896630, 19.23, 18.83, 10127, 1.038
142.536380, 24.7857930, 18.10, 18.46, 48885, 0.570
142.538890, 34.3396760, 19.23, 18.66, 9886, 0.778
142.539080, 42.1317180, 17.72, 17.47, 16031, 0.530
142.544710, 40.9001170, 18.98, 18.87, 22909, 0.552
142.567120, 56.9656970, 20.64, 20.42, 15399, 0.623
142.570060, 5.6339800, 20.00, 20.01, 21168, 0.745
142.577700, -0.1703850, 18.62, 18.63, 21575, 0.482
142.581700, 49.0356010, 20.64, 20.19, 10832, 0.576
142.608690, 36.2890250, 20.11, 19.55, 10256, 0.612
142.656230, 43.7405210, 20.77, 20.34, 13326, 0.597
142.667090, 5.6900750, 19.73, 19.76, 15436, 0.528
142.671600, 30.6145420, 19.35, 19.31, 19055, 0.512
142.674150, 1.2523200, 19.17, 19.23, 31169, 0.482
142.702370, 9.9027090, 19.63, 19.80, 26128, 0.630
142.705960, 46.4860250, 20.74, 20.32, 13183, 0.587
142.718730, 16.1177310, 19.81, 19.60, 15036, 1.041
142.720890, 43.4127900, 19.87, 19.43, 10593, 0.754
142.745510, 7.7484520, 16.83, 17.07, 32370, 0.633
142.745660, 8.0929260, 20.69, 20.33, 8179, 0.607
142.757640, 24.5577720, 20.65, 20.18, 12353, 0.763
142.774430, 8.7641070, 18.41, 18.08, 15839, 0.603
142.780060, 27.1947790, 20.51, 20.38, 15652, 0.358
142.781940, 10.2057510, 20.44, 20.11, 14579, 0.504
142.798750, 43.8514670, 20.92, 20.48, 12676, 0.379
142.798950, 22.8752720, 20.15, 20.06, 22920, 0.371
