RAJ2000,DEJ2000,umag,gmag,Teff,Mass
184.083700, 42.2671090, 19.23, 19.30, 16348, 0.713
184.085520, 53.0189170, 20.65, 20.14, 11825, 0.453
184.118980, 9.3795600, 18.92, 18.55, 11344, 0.780
184.141030, -1.6891720, 19.85, 20.02, 26653, 0.562
184.154750, -1.7207420, 20.32, 19.96, 15804, 0.421
184.157730, 38.1540820, 18.73, 19.04, 38949, 0.411
184.193220, 62.7765000, 20.47, 20.40, 16279, 0.569
184.205230, 55.6406130, 19.70, 19.40, 13823, 0.631
184.210660, 15.6411610, 19.21, 18.73, 10258, 0.590
184.255290, 16.7645540, 19.26, 18.92, 9122, 0.911
184.255830, 64.0674680, 17.91, 17.38, 7664, 0.374
184.262390, 0.1346300, 19.95, 19.56, 8448, 0.954
184.265070, 30.7469700, 19.00, 18.43, 7050, 0.471
184.270870, 52.7967620, 20.64, 20.13, 12635, 0.575
184.286390, 51.6752760, 18.54, 18.65, 25087, 0.489
184.314270, 41.4852000, 19.40, 19.18, 17044, 0.496
184.317650, 22.1193510, 19.83, 19.77, 20563, 0.529
184.324590, 6.0137160, 19.01, 18.57, 12177, 0.661
184.348160, 39.0165210, 18.13, 18.05, 20152, 0.588
184.362590, 36.8003770, 19.60, 19.11, 10617, 0.730
184.371860, 38.7206180, 18.51, 18.05, 9800, 0.753
184.375850, 32.4426570, 18.36, 17.90, 7221, 0.486
184.380960, 61.0891870, 17.78, 18.08, 40547, 0.511
184.424610, 22.6287440, 18.42, 18.03, 8879, 0.660
184.428530, 67.5724750, 19.21, 18.68, 7254, 0.535
184.454870, 15.9130310, 18.97, 19.06, 28346, 0.330
184.460620, 38.9299310, 19.25, 18.90, 9354, 0.715
184.477510, -2.7231600, 18.36, 18.48, 17898, 0.785
184.478910, 5.6415300, 17.59, 17.48, 18381, 0.713
184.484160, 2.1795710, 16.09, 16.49, 70787, 0.549
184.532680, 53.3805550, 19.60, 19.15, 8299, 0.647
184.556600, 46.3016840, 17.89, 18.24, 43674, 0.547
184.565680, 63.2402190, 20.50, 20.14, 10735, 0.613
184.604530, 33.8510420, 19.80, 19.70, 18687, 0.575
184.627850, 0.7045150, 18.95, 18.50, 11060, 0.724
184.635860, 35.0673320, 20.17, 19.87, 16284, 0.609
184.675890, 23.9137280, 19.28, 19.03, 16332, 0.494
184.680370, -0.7048550, 18.76, 18.81, 23540, 0.595
184.690380, 26.8088200, 16.31, 16.47, 26006, 0.578
184.708990, 41.4712670, 20.40, 19.92, 12344, 0.520
184.714910, 17.0553760, 18.60, 18.46, 18876, 0.507
184.734080, 25.7658670, 16.66, 16.51, 16175, 0.893
184.737030, 42.5221450, 19.51, 19.02, 9096, 0.621
184.785600, 51.7541310, 20.16, 20.01, 18013, 0.394
184.792480, 41.4640110, 19.74, 19.31, 12481, 0.550
184.797520, 65.9704770, 17.80, 17.63, 17860, 0.578
184.808140, 33.6888340, 18.05, 17.71, 12702, 0.601
184.852960, 68.1869770, 18.89, 19.17, 29911, 0.493
184.881060, 40.6849920, 20.15, 19.70, 9664, 0.797
184.882210, 56.5245390, 20.59, 20.22, 14257, 0.648
184.891900, 12.7390990, 18.70, 18.25, 11055, 0.653
184.912000, 13.9919570, 18.20, 17.78, 9567, 0.594
184.914730, 29.7719540, 19.05, 19.16, 25820, 0.555
184.930100, 68.6087370, 18.49, 18.32, 19012, 0.641
184.933970, 40.9561640, 19.88, 19.60, 13873, 0.658
185.025840, 5.6280890, 18.86, 18.45, 13816, 0.670
185.029410, 2.3212370, 19.30, 18.86, 7289, 0.545
185.056170, 25.3717860, 19.62, 19.72, 23830, 0.564
185.059230, 27.2595560, 19.89, 19.65, 16082, 0.588
185.062890, 13.8199290, 17.85, 17.67, 16364, 0.555
185.075140, 44.2400810, 18.20, 17.72, 7029, 0.755
185.084970, 48.5761860, 19.43, 19.31, 18792, 0.446
185.086340, 0.7329470, 19.23, 18.82, 9359, 0.679
185.087230, 46.1651560, 18.47, 18.10, 8373, 0.689
185.110170, 12.2118550, 19.57, 19.11, 8067, 0.543
185.156750, 1.9980680, 19.53, 19.17, 8756, 0.727
185.166550, -0.3829950, 19.49, 19.25, 17131, 0.557
185.171770, 21.6249000, 19.43, 19.49, 15126, 0.769
185.174000, 33.8050980, 20.57, 20.21, 8446, 0.465
185.236010, 63.5308280, 20.74, 20.35, 10282, 0.346
185.237030, 15.5652390, 17.04, 16.93, 19520, 0.622
185.297390, 11.4022420, 17.80, 18.21, 53846, 0.512
185.301390, 40.4153830, 19.26, 19.32, 15839, 0.886
185.307480, 34.7824060, 20.85, 20.46, 13530, 0.577
185.323340, 61.6630550, 19.51, 19.01, 7925, 0.388
185.324610, 3.9111380, 18.98, 19.07, 17974, 0.734
185.337500, 33.1097110, 18.43, 18.01, 7678, 0.589
185.341600, 52.5640640, 19.67, 19.66, 22203, 0.497
185.346410, 62.4212420, 18.13, 17.70, 9246, 0.796
185.365300, 53.3496180, 19.03, 18.66, 7596, 0.794
185.409490, 42.9925370, 19.32, 18.96, 8210, 0.744
185.415790, 2.1106490, 19.00, 18.56, 8415, 0.695
185.428080, 67.1993610, 19.22, 19.00, 15934, 0.477
185.433240, 59.1299430, 18.71, 18.35, 9002, 1.114
185.447050, 33.0740310, 19.40, 18.94, 7501, 0.657
185.457480, 34.8697830, 20.59, 20.33, 8816, 1.274
185.459570, 26.2724820, 19.73, 19.20, 6723, 0.495
185.478430, -3.4101760, 18.72, 18.27, 10284, 0.564
185.482610, 66.9274980, 18.82, 18.36, 7917, 0.498
185.521910, 30.3886350, 19.45, 19.10, 8369, 0.859
185.530610, 16.6822650, 20.20, 19.85, 14367, 0.564
185.533910, 30.4657150, 19.45, 19.07, 14638, 0.585
185.582530, 63.5961280, 20.07, 19.67, 9162, 0.615
185.587030, 39.9316460, 19.23, 18.72, 11602, 0.408
185.591460, 17.2609390, 17.66, 17.76, 23943, 0.606
185.601400, 58.7986370, 17.81, 17.35, 10500, 0.754
185.623240, -2.7257060, 17.15, 16.74, 11421, 0.762
185.624350, 7.7145040, 19.56, 19.09, 7502, 0.640
185.630010, -2.8233500, 19.27, 19.12, 18612, 0.556
185.633130, 63.1631760, 19.57, 19.23, 9783, 0.848
185.685310, 18.3832720, 19.20, 19.29, 22836, 0.779
185.706030, 16.0796710, 18.85, 18.90, 24092, 0.542
185.714780, 32.2150900, 20.47, 20.19, 15076, 0.566
185.721810, 18.8366250, 17.64, 17.22, 10611, 0.761
185.729220, 0.6797050, 19.59, 19.93, 31778, 0.540
185.740210, 43.1467700, 20.55, 20.06, 14294, 0.445
185.744760, 9.7865550, 17.69, 17.69, 22193, 0.592
185.747510, 50.6125720, 18.44, 18.53, 18361, 0.691
185.749320, 36.1477330, 20.06, 19.75, 13737, 0.529
185.809410, 43.8358880, 18.84, 18.98, 23932, 0.509
185.811900, 31.0087440, 19.52, 19.71, 28331, 0.587
185.824730, 40.9230850, 19.95, 19.55, 8328, 0.935
185.831580, 5.0225880, 19.18, 18.83, 8736, 0.840
185.832270, 31.1559620, 20.37, 20.06, 15296, 0.639
185.832640, 7.0633060, 19.65, 19.21, 7592, 0.462
185.891330, 22.1391240, 16.99, 16.76, 16316, 0.550
185.900840, 41.3785150, 16.86, 16.89, 23290, 0.634
185.903860, 53.4749630, 18.31, 18.53, 27126, 0.623
185.906480, 33.6351280, 18.16, 17.80, 10261, 0.855
185.963760, 37.6776280, 18.63, 18.67, 23151, 0.839
185.968010, 18.0614940, 18.23, 17.80, 11798, 0.732
186.024640, 39.1133380, 19.15, 19.08, 18898, 0.685
186.036010, 56.6642770, 18.30, 17.91, 14039, 0.599
186.095610, -0.3054260, 18.18, 17.53, 6334, 0.511
186.133670, 34.8812010, 20.05, 19.97, 18032, 0.476
186.134770, -0.1349550, 19.09, 18.85, 17891, 0.420
186.154230, 19.0408240, 18.92, 18.50, 9531, 0.638
186.173830, 22.6601230, 20.55, 20.19, 13440, 0.740
186.178920, 1.0833820, 20.08, 19.53, 7686, 0.432
186.204920, 33.8205720, 19.56, 19.52, 19193, 0.469
186.209450, 0.6048720, 18.40, 18.59, 29612, 0.452
186.254020, 28.2686920, 19.03, 18.53, 7793, 0.547
186.254470, 29.0659760, 18.84, 18.41, 8986, 0.620
186.263750, 35.4170570, 20.03, 19.60, 9326, 0.734
186.270600, 23.7985720, 18.65, 18.21, 13362, 0.557
186.272480, 38.0200000, 19.46, 19.06, 9817, 0.785
186.359260, 62.2645910, 18.99, 19.01, 13977, 0.563
186.372000, 19.9496430, 18.86, 18.91, 22857, 0.561
186.374770, 36.5147120, 19.61, 19.16, 7882, 0.522
186.410650, -1.0406520, 20.71, 20.26, 12522, 0.399
186.416090, 57.2945290, 20.81, 20.48, 9102, 0.672
186.477350, 65.6474160, 19.20, 18.80, 10611, 0.646
186.481860, 15.3779950, 20.01, 19.34, 6705, 0.863
186.502250, 17.0450800, 17.44, 17.13, 15394, 0.572
186.508750, 35.4702740, 18.56, 18.22, 8897, 0.796
186.537900, 14.7230480, 19.86, 19.66, 17746, 0.587
186.543140, -0.6197260, 20.06, 20.13, 24514, 0.607
186.546680, 14.6023130, 19.23, 19.23, 22360, 0.500
186.568910, 14.5601780, 18.99, 18.61, 15418, 0.613
186.572580, 40.0297040, 19.13, 18.71, 8223, 0.607
186.582010, 58.4029530, 19.77, 19.37, 13444, 0.658
186.608060, 0.4500310, 20.07, 20.34, 9197, 1.362
186.616750, 34.5511790, 19.69, 19.25, 10843, 0.700
186.635770, -0.7335300, 19.97, 20.01, 15259, 0.692
186.648070, 36.2296840, 18.19, 17.79, 11193, 0.718
186.669950, 19.8312700, 19.67, 19.08, 6651, 0.533
186.692850, 33.5626600, 18.30, 18.26, 20571, 0.551
186.697680, 20.3237460, 19.84, 19.41, 11170, 0.682
186.709090, 36.0740320, 18.02, 18.19, 30216, 0.484
186.709960, 42.2163390, 17.14, 16.80, 14520, 0.590
186.726190, 61.3927350, 20.54, 20.48, 19048, 0.494
186.732980, -1.0818830, 18.10, 18.06, 13030, 0.976
186.738710, 37.4429580, 17.55, 17.26, 16822, 0.473
186.786960, 34.1538760, 18.22, 18.28, 23077, 0.544
186.791200, -0.2774990, 19.64, 19.22, 13911, 0.563
186.798810, 25.6731150, 20.74, 20.35, 11178, 0.572
186.825700, 53.6969480, 18.77, 18.24, 9676, 0.472
186.834550, 19.7108670, 19.52, 19.03, 7701, 0.424
186.845200, 2.2520730, 16.97, 17.26, 31520, 0.671
186.850080, 58.6380780, 18.75, 18.37, 11525, 0.725
186.851280, 31.8397930, 17.47, 16.86, 6462, 0.507
186.872440, 47.0648210, 18.64, 18.14, 7779, 0.470
186.895640, 4.1179100, 18.45, 18.02, 7506, 0.583
186.935980, 58.6775260, 19.92, 19.71, 16169, 0.646
186.951960, 37.4685880, 20.32, 20.15, 16263, 0.715
186.973990, -0.1807710, 18.02, 17.93, 19244, 0.552
186.995900, 12.6808680, 19.52, 18.91, 6897, 0.444
187.013340, 55.0609420, 19.83, 19.98, 21053, 0.714
187.051260, 24.0562470, 17.65, 17.24, 9998, 0.729
187.058940, 40.2398580, 19.89, 19.45, 8054, 0.441
187.060180, 37.5179650, 20.20, 20.24, 23497, 0.586
187.067780, 33.5846640, 19.80, 19.79, 20290, 0.613
187.091790, 30.0868210, 19.43, 19.37, 19992, 0.483
187.095160, 54.4646990, 20.05, 19.60, 9917, 0.326
187.125180, 13.2899060, 18.89, 18.41, 8820, 0.535
187.126120, 12.9431640, 17.56, 16.99, 7189, 0.461
187.126360, 39.0492970, 20.53, 20.10, 8273, 0.757
187.139770, 37.7740810, 19.90, 19.94, 23162, 0.671
187.140270, 38.9004950, 20.16, 20.19, 14479, 0.349
187.160400, 38.7029150, 20.24, 20.08, 15934, 0.488
187.167310, 46.4562330, 19.36, 18.91, 8958, 0.540
187.184640, 31.6262620, 18.36, 18.15, 19318, 0.526
187.207770, 16.1157450, 19.38, 19.24, 14334, 1.111
187.212980, -2.3635370, 18.76, 18.40, 9398, 0.650
187.247520, 10.3888420, 19.03, 19.11, 17678, 0.708
187.268320, 27.9254140, 20.34, 19.87, 15040, 0.441
187.295160, 57.4048600, 20.61, 20.24, 13490, 0.582
187.316740, 18.4988430, 19.94, 19.79, 19347, 0.680
187.326520, 26.4909810, 19.28, 18.95, 14806, 0.551
187.368280, 63.6224920, 20.40, 19.98, 12654, 0.420
187.372780, 24.5955490, 18.11, 18.13, 14416, 0.950
187.375380, 27.5982670, 19.73, 19.51, 16476, 0.489
187.379380, 20.2686880, 17.34, 16.99, 12698, 0.679
187.399650, 58.0898210, 19.35, 19.00, 8865, 0.809
187.427670, 13.8921630, 18.44, 18.11, 8879, 0.620
187.428540, -0.2771370, 18.93, 18.82, 20128, 0.569
187.440210, 0.7304090, 20.37, 20.35, 19695, 0.527
187.496790, -0.2873670, 17.80, 17.36, 12943, 0.571
187.530030, 3.6488940, 19.45, 19.02, 8521, 0.745
187.539650, 1.9070070, 18.85, 18.41, 10240, 0.729
187.541900, 20.4546380, 19.71, 19.51, 18401, 0.498
187.547360, 23.0166610, 17.77, 17.40, 9644, 0.734
187.580950, 60.0693540, 20.84, 20.33, 11220, 0.551
187.588810, -1.1827940, 20.86, 20.44, 9737, 0.893
187.600290, 30.4598320, 17.81, 17.46, 14433, 0.585
187.620180, 37.8623790, 20.29, 20.09, 16750, 0.757
187.621710, 27.2921930, 20.17, 19.93, 17079, 0.556
187.636470, 44.6249640, 18.69, 18.65, 13938, 0.787
187.639480, -1.2616500, 18.97, 18.70, 16487, 0.579
187.652160, 6.0112830, 19.38, 18.99, 8989, 0.961
187.658010, 34.8178090, 20.02, 19.96, 20152, 0.768
187.689620, 5.8737510, 19.61, 19.42, 17452, 0.582
187.744640, 39.4796380, 20.39, 19.99, 9842, 0.716
187.759180, 32.4040420, 19.51, 19.21, 13436, 0.808
187.791940, 33.1249910, 19.16, 19.26, 25390, 0.516
187.792880, 35.0202760, 18.79, 18.38, 12578, 0.727
187.793100, 62.1721310, 20.43, 20.04, 12983, 0.839
187.812810, 17.0079110, 20.01, 19.55, 10390, 0.773
187.824480, 11.4600390, 18.37, 18.56, 30144, 0.516
187.828740, 38.3107760, 19.10, 18.83, 9955, 0.962
187.831330, 22.5003700, 20.27, 19.95, 16422, 0.550
187.831610, 27.2011580, 20.10, 19.35, 6372, 0.313
187.833470, 47.7230680, 18.75, 18.33, 9804, 0.747
187.841830, 50.5018330, 19.32, 19.09, 17784, 0.549
187.865280, 40.4880110, 19.43, 19.42, 20184, 0.598
187.873950, 29.9099090, 19.21, 19.29, 26236, 0.527
187.885290, 19.7308360, 20.26, 20.28, 21640, 0.489
187.887860, 0.8949760, 20.86, 20.50, 9370, 1.119
187.918710, 40.7115490, 19.06, 19.15, 16817, 0.598
187.925540, 6.1722480, 19.35, 18.96, 8095, 0.580
187.932230, 17.4197940, 19.86, 19.92, 14458, 1.139
187.932490, 5.5320540, 17.89, 17.48, 8446, 0.671
187.937360, 56.0107420, 20.29, 20.28, 18876, 0.241
187.937490, -2.3370520, 18.65, 18.35, 14996, 0.581
187.941860, 6.8500490, 18.77, 18.36, 10469, 0.711
187.965890, 61.5038320, 17.89, 18.15, 31838, 0.513
188.010260, 38.0360770, 18.83, 18.76, 19318, 0.606
188.012610, 40.0850250, 19.59, 19.36, 16056, 0.609
188.025300, 17.4470760, 19.73, 19.79, 22105, 0.674
188.028930, 35.9556110, 20.20, 19.83, 13548, 0.698
188.047970, 57.7864630, 16.78, 16.51, 16279, 0.604
188.066870, 26.9747170, 18.26, 17.90, 14245, 0.559
188.074680, 58.0981570, 19.81, 19.84, 14249, 0.794
188.092330, 35.4764200, 19.72, 19.30, 9260, 0.599
188.092480, 26.8406980, 19.33, 18.86, 8884, 0.525
188.101570, 41.2104180, 20.51, 20.13, 11932, 0.548
188.126710, 3.8435400, 18.09, 18.22, 18750, 0.620
188.127150, 43.9548750, 20.10, 19.64, 11462, 0.901
188.131890, 55.9157770, 19.36, 18.91, 9511, 0.765
188.158720, 51.4787300, 20.08, 19.70, 11084, 0.670
188.191330, 55.1815590, 19.02, 18.52, 9429, 0.632
188.238560, 15.6538170, 19.10, 19.08, 21257, 0.553
188.242290, 29.4860640, 18.72, 18.75, 22038, 0.528
188.245400, 0.1076870, 19.14, 19.34, 27938, 0.670
188.309890, 41.6533870, 19.84, 19.87, 20939, 0.609
188.320740, 33.8566350, 20.17, 19.87, 15618, 0.567
188.344390, 63.4420570, 18.99, 18.63, 10942, 0.824
188.350100, 67.7582180, 17.46, 17.02, 9840, 0.633
188.373730, 60.1485760, 17.44, 16.95, 8410, 0.701
188.410990, 41.6243410, 20.63, 20.29, 14793, 0.497
188.423260, 20.2618140, 18.70, 18.79, 26291, 0.514
188.432550, 18.2286430, 19.01, 18.65, 11520, 0.637
188.436790, 38.0069340, 20.19, 19.76, 10351, 0.735
188.439680, 57.0622150, 20.41, 20.43, 14355, 0.911
188.442080, 35.9896110, 19.47, 19.30, 18032, 0.527
188.453000, 33.2655490, 20.48, 20.32, 20471, 0.446
188.459090, -2.2356170, 19.52, 19.03, 11418, 0.542
188.502100, 38.2898410, 20.23, 19.82, 9323, 0.892
188.514370, 31.2869060, 19.38, 19.33, 19992, 0.617
188.539880, -0.4685740, 18.26, 17.85, 13023, 0.646
188.545760, 58.1376530, 16.87, 16.47, 12837, 0.662
188.573820, 15.4555330, 19.44, 19.31, 20347, 0.507
188.598410, 29.3037450, 18.99, 19.08, 25137, 0.549
188.605810, 60.7509650, 18.58, 17.98, 6926, 0.456
188.608260, 35.4478370, 18.98, 18.56, 8526, 0.677
188.613450, 3.6500760, 18.43, 18.52, 15451, 0.680
188.628510, 28.2223260, 19.31, 19.21, 18441, 0.599
188.654940, 66.7268290, 18.42, 18.90, 81553, 0.523
188.661490, 40.1491440, 20.49, 20.15, 8269, 1.168
188.673320, 31.3502260, 19.75, 19.71, 19273, 0.572
188.678900, 15.4580070, 18.62, 18.33, 13666, 0.630
188.703770, 5.7883970, 17.89, 17.44, 7492, 0.762
188.720310, -0.6386860, 18.64, 18.21, 9618, 0.627
188.722290, 49.1910890, 18.41, 17.95, 7540, 0.472
188.757700, -1.8017020, 19.03, 19.23, 25754, 0.534
188.779890, 20.1993610, 20.54, 20.12, 9470, 0.778
188.791450, 61.5800840, 20.53, 20.44, 20724, 0.490
188.794400, 4.8999960, 18.59, 18.55, 20664, 0.575
188.801470, 23.3082520, 17.78, 17.34, 7558, 0.541
188.802090, 9.2447740, 19.41, 18.88, 9732, 0.784
188.815420, 55.0550130, 17.50, 17.03, 8767, 0.739
188.818070, 23.5732930, 16.56, 16.95, 48322, 0.590
188.829460, 57.9971160, 17.95, 18.34, 51481, 0.547
188.833190, 33.4841510, 20.09, 19.72, 8864, 0.609
188.838420, 52.6370750, 19.92, 19.69, 16856, 0.495
188.852450, 61.8326930, 20.35, 20.04, 11557, 0.907
188.882070, 64.6263170, 17.95, 18.12, 26709, 0.566
188.923420, 52.1033100, 17.31, 16.91, 12347, 0.656
188.934850, 62.5706690, 19.28, 19.35, 15970, 1.042
188.937220, 62.7734680, 19.61, 19.22, 13487, 0.562
188.957870, 15.7220320, 17.52, 17.34, 21070, 0.348
188.973680, 61.4691130, 20.54, 20.13, 7982, 0.585
188.980360, 21.9758470, 18.88, 18.42, 9538, 0.679
189.000820, 40.6997090, 20.32, 19.91, 14066, 0.498
189.018570, 25.1994960, 19.76, 19.72, 20455, 0.570
189.019420, 17.1387230, 19.36, 18.90, 9351, 0.816
189.019750, 5.2577530, 20.00, 20.03, 24694, 0.315
189.033210, 27.0716030, 19.54, 19.29, 17308, 0.552
189.047350, 33.5136620, 15.57, 15.51, 20597, 0.579
189.049950, 25.3737300, 18.67, 18.33, 11183, 0.793
189.069780, 0.0645960, 18.04, 18.19, 27799, 0.560
189.163850, 33.3902570, 19.74, 19.47, 15181, 0.505
189.173040, -0.6138860, 20.74, 20.31, 9878, 0.622
189.181100, 33.8703520, 18.69, 18.33, 14474, 0.512
189.209920, 21.2231300, 20.46, 20.01, 8895, 0.571
189.220600, 47.8972360, 20.35, 20.43, 15498, 0.474
189.228990, 17.1551860, 17.81, 18.03, 25162, 0.472
189.229360, 38.8481140, 20.78, 20.46, 12299, 0.720
189.249670, 7.8481370, 19.25, 18.78, 9607, 0.791
189.266110, 30.8916560, 20.20, 19.81, 8380, 0.586
189.267570, 15.8295200, 19.95, 19.39, 10439, 0.534
189.279830, 9.2258630, 19.29, 18.83, 7885, 0.425
189.287730, 31.6834490, 19.06, 18.65, 8010, 0.553
189.312870, 4.6880840, 20.11, 20.00, 20801, 0.561
189.321110, -0.6500570, 19.74, 19.55, 16025, 0.583
189.324140, 14.3471630, 18.62, 18.55, 19749, 0.554
189.327900, 55.8757040, 20.23, 19.71, 8491, 0.720
189.346530, 26.4655800, 20.23, 19.82, 13263, 0.613
189.349270, 5.1691570, 17.73, 17.86, 25926, 0.596
189.355450, 22.4868800, 20.35, 20.09, 14495, 0.491
189.369140, 54.0330390, 19.85, 19.44, 12441, 0.467
189.369330, 49.2174100, 18.75, 18.57, 20249, 0.333
189.378520, 32.2696470, 19.32, 19.31, 21212, 0.526
189.381010, 34.8062530, 17.88, 17.50, 9029, 0.860
189.386250, 6.0584290, 19.10, 18.87, 16519, 0.605
189.398020, 60.4758410, 18.95, 18.89, 16061, 0.638
189.401170, 30.6493810, 20.50, 19.99, 10562, 0.471
189.401460, 10.0081260, 19.46, 18.91, 7081, 0.509
189.440340, 57.8556320, 20.64, 20.28, 9195, 0.917
189.442150, 46.0739900, 19.25, 19.33, 25754, 0.577
189.448060, 29.1394970, 17.13, 17.05, 19520, 0.577
189.460280, 8.9238960, 18.63, 18.87, 29682, 0.520
189.493590, 52.8460440, 19.48, 19.72, 18261, 0.920
189.499650, 26.0900130, 20.13, 19.74, 11776, 0.626
189.505060, 1.0190810, 20.45, 20.04, 14201, 0.589
189.523930, 33.4233400, 19.15, 19.26, 28031, 0.574
189.537940, 2.4268330, 19.34, 18.84, 10781, 0.658
189.555970, -2.0321150, 19.56, 19.48, 21447, 0.523
189.582370, 0.8800680, 19.33, 18.89, 8742, 0.860
189.591720, 62.6576500, 19.90, 19.97, 25701, 0.439
189.595600, 5.6354650, 20.15, 19.67, 11496, 0.433
189.615890, 31.3608700, 17.35, 17.75, 62687, 0.574
189.626010, -0.0741680, 20.96, 20.52, 8090, 1.037
189.650680, 37.6390000, 19.62, 19.25, 14771, 0.541
189.653070, -1.6600650, 19.15, 18.83, 16232, 0.545
189.654650, 0.3119830, 18.84, 18.84, 22105, 0.564
189.661700, 38.5040590, 20.30, 19.81, 13256, 0.488
189.683020, 29.1676230, 18.90, 18.68, 15190, 0.988
189.691560, 47.9648840, 19.47, 18.91, 10804, 0.761
189.694690, 17.1057730, 17.07, 17.35, 31599, 0.552
189.699380, 51.3687410, 17.88, 17.38, 7325, 0.567
189.718750, 40.4966130, 19.02, 18.61, 13603, 0.625
189.723640, -0.3284060, 20.54, 19.98, 7542, 0.447
189.725560, 23.1448120, 20.11, 19.71, 11395, 0.856
189.741340, 12.9400590, 17.87, 17.99, 26264, 0.561
189.748920, 39.5532350, 19.14, 18.49, 6545, 0.735
189.792400, -1.0014840, 18.95, 19.08, 27481, 0.463
189.809560, 32.1829450, 18.60, 18.63, 14638, 0.642
189.810420, 45.4201250, 17.36, 16.67, 6344, 0.660
189.812170, 19.1645330, 18.00, 18.12, 28016, 0.569
189.819250, 50.4492210, 18.94, 18.56, 15245, 0.581
189.836370, 36.2557170, 19.80, 19.86, 24537, 0.496
189.844560, 54.8648520, 20.10, 19.71, 14512, 0.442
189.854820, 37.1659150, 17.90, 18.22, 38829, 0.557
189.890380, 55.9941510, 19.09, 18.73, 16227, 0.589
189.900790, 26.4557340, 20.62, 20.29, 14647, 0.470
189.914660, -2.5230360, 20.28, 20.10, 18143, 0.453
189.917070, 39.0105130, 20.05, 19.63, 12118, 0.564
189.935740, 32.3200460, 19.43, 19.04, 10133, 0.791
189.958470, 37.1953290, 19.10, 18.73, 13984, 0.610
189.971530, 16.4916260, 17.72, 17.74, 21320, 0.576
189.997900, 33.1080110, 19.59, 19.17, 10957, 1.019
190.039790, -3.1706110, 16.31, 15.98, 9933, 1.019
190.070310, 37.5924680, 18.80, 18.72, 19649, 0.632
190.085680, 38.5585630, 18.94, 18.42, 11405, 0.707
190.110550, 37.3962610, 17.27, 17.12, 17746, 0.613
190.119360, 15.4984670, 19.02, 19.13, 28523, 0.545
190.126450, 29.9732870, 18.52, 18.57, 24585, 0.579
190.126480, -3.1743620, 20.03, 19.57, 8270, 0.994
190.152860, 45.3471620, 19.69, 19.05, 9137, 0.442
190.181240, 38.0215240, 19.79, 19.38, 12900, 0.640
190.189070, -8.4160610, 20.31, 19.61, 6660, 0.315
190.193370, 57.5385640, 18.24, 18.14, 21392, 0.435
190.193480, 32.4949670, 19.42, 18.95, 11413, 0.537
190.199140, 63.0978910, 19.42, 19.04, 8354, 0.701
190.219490, 39.2610720, 19.00, 18.65, 13722, 0.614
190.228860, 30.1149800, 19.83, 19.38, 9694, 0.728
190.242480, 37.9725690, 18.73, 18.52, 16595, 0.560
190.244390, 53.4398910, 18.79, 18.96, 17815, 0.849
190.254110, 4.6823820, 19.10, 18.69, 11163, 0.768
190.255710, 62.6486900, 19.31, 18.87, 9435, 0.507
190.289590, 54.1316960, 17.71, 17.30, 9807, 0.772
190.303290, 34.7491610, 20.38, 20.11, 11746, 1.044
190.304120, 12.4371510, 17.02, 17.12, 15551, 0.782
190.327150, 47.7828880, 18.64, 18.48, 18523, 0.510
190.327730, -2.5135690, 20.64, 20.19, 7164, 0.276
190.333440, 29.2234090, 19.96, 19.56, 7777, 0.601
190.351950, 31.3269130, 19.87, 19.45, 7963, 0.641
190.355040, 26.4206830, 20.53, 20.18, 12890, 0.674
190.374410, 21.0560760, 18.88, 18.99, 16036, 0.626
190.392560, 42.3574680, 18.20, 18.58, 39716, 0.643
190.416760, -7.5515750, 17.26, 16.83, 9960, 0.741
190.423090, -3.0507380, 19.66, 19.33, 13379, 0.663
190.429860, 39.8471580, 19.57, 19.53, 19392, 0.596
190.430750, 63.2525470, 20.96, 20.43, 8522, 0.296
190.439630, 47.1059720, 17.58, 17.17, 9405, 0.691
190.465790, 11.5682460, 18.88, 18.43, 9615, 0.716
190.472810, 12.8913880, 19.55, 19.45, 18687, 0.575
190.477990, 34.7924730, 20.19, 19.68, 8291, 0.647
190.522430, 5.0640990, 19.74, 19.35, 13861, 0.511
190.554750, 18.6737310, 19.52, 19.03, 8605, 0.420
190.580060, -6.7874690, 20.63, 20.16, 7262, 0.605
190.604430, 32.7791390, 19.08, 19.03, 20956, 0.609
190.614890, 61.4502740, 20.90, 20.41, 9921, 0.463
190.615860, 38.4301040, 19.79, 19.36, 8047, 0.653
190.640620, 47.3004320, 20.73, 20.39, 14537, 0.560
190.644230, 42.8514920, 19.29, 19.49, 28866, 0.584
190.647930, 11.3991670, 19.67, 19.01, 6415, 0.654
190.655120, 19.9812450, 19.53, 19.14, 11293, 0.755
190.655740, 15.8836270, 20.32, 20.15, 17604, 0.473
190.661670, 61.3553070, 19.63, 19.11, 7286, 0.409
190.672640, 19.3755560, 19.86, 20.03, 18933, 0.883
190.674940, 5.5407470, 19.33, 19.12, 16046, 1.086
190.677000, 21.3791440, 18.55, 18.15, 7926, 0.553
190.720900, -2.1893410, 19.30, 18.50, 6300, 0.715
190.722440, 16.3667110, 17.42, 17.77, 36285, 0.547
190.734110, 21.8644080, 19.08, 18.79, 15240, 0.612
190.735360, 43.2197510, 19.51, 19.09, 11578, 0.894
190.742330, 15.2862280, 20.63, 20.20, 13981, 0.539
190.743550, 29.4015470, 17.65, 18.00, 49901, 0.572
