1.800115591397849357e+03,-6.099999999999999645e+00
1.800147849462365457e+03,-1.540000000000000036e+01
1.800180107526881557e+03,-1.500000000000000000e+01
1.800212365591397884e+03,-1.930000000000000071e+01
1.800244623655913983e+03,-1.680000000000000071e+01
1.800276881720430083e+03,-1.140000000000000036e+01
1.800309139784946183e+03,-7.599999999999999645e+00
1.800341397849462282e+03,-7.099999999999999645e+00
1.800373655913978382e+03,-1.009999999999999964e+01
1.800405913978494482e+03,-9.500000000000000000e+00
1.800438172043010582e+03,-6.400000000000000355e+00
1.800470430107526909e+03,-5.799999999999999822e+00
1.800502688172043008e+03,-4.400000000000000355e+00
1.800534946236559108e+03,-4.400000000000000355e+00
1.800567204301075208e+03,-4.400000000000000355e+00
1.800599462365591307e+03,-5.500000000000000000e+00
1.800631720430107407e+03,-2.299999999999999822e+00
1.800663978494623507e+03,-3.500000000000000000e+00
1.800696236559139606e+03,-1.019999999999999929e+01
1.800728494623655934e+03,-7.099999999999999645e+00
1.800760752688172033e+03,-5.000000000000000000e-01
1.800793010752688133e+03,-6.500000000000000000e+00
1.800825268817204233e+03,-1.109999999999999964e+01
1.800857526881720332e+03,-3.500000000000000000e+00
1.800889784946236432e+03,-3.799999999999999822e+00
1.800922043010752532e+03,-2.999999999999999889e-01
1.800954301075268631e+03,2.200000000000000178e+00
1.800986559139784958e+03,-5.000000000000000000e-01
1.801018817204301058e+03,1.500000000000000000e+00
1.801051075268817158e+03,5.000000000000000000e-01
1.801083333333333258e+03,1.500000000000000000e+00
1.800198924731182842e+03,1.500000000000000000e+00
1.800231182795698942e+03,5.000000000000000000e-01
1.800263440860215042e+03,-2.500000000000000000e+00
1.800295698924731369e+03,-1.100000000000000089e+00
1.800327956989247468e+03,-9.199999999999999289e+00
1.800360215053763568e+03,-7.799999999999999822e+00
1.800392473118279668e+03,-4.799999999999999822e+00
1.800424731182795767e+03,-5.500000000000000000e+00
1.800456989247311867e+03,-7.599999999999999645e+00
1.800489247311827967e+03,-1.150000000000000000e+01
1.800521505376344066e+03,-9.000000000000000000e+00
1.800553763440860394e+03,-7.200000000000000178e+00
1.800586021505376493e+03,-7.799999999999999822e+00
1.800618279569892593e+03,-8.500000000000000000e+00
1.800650537634408693e+03,-8.199999999999999289e+00
1.800682795698924792e+03,-6.200000000000000178e+00
1.800715053763440892e+03,-1.500000000000000000e+00
1.800747311827956992e+03,-3.500000000000000000e+00
1.800779569892473091e+03,-7.200000000000000178e+00
1.800811827956989418e+03,-3.500000000000000000e+00
1.800844086021505518e+03,-1.500000000000000000e+00
1.800876344086021618e+03,-4.799999999999999822e+00
1.800908602150537718e+03,-8.599999999999999645e+00
1.800940860215053817e+03,-1.300000000000000000e+01
1.800973118279569917e+03,-1.159999999999999964e+01
1.801005376344086017e+03,-1.530000000000000071e+01
1.801037634408602116e+03,-1.700000000000000000e+01
1.801069892473118443e+03,-1.350000000000000000e+01
1.800282258064516100e+03,-8.800000000000000711e+00
1.800314516129032199e+03,-7.500000000000000000e+00
1.800346774193548299e+03,-8.099999999999999645e+00
1.800379032258064626e+03,-1.269999999999999929e+01
1.800411290322580726e+03,-1.440000000000000036e+01
1.800443548387096826e+03,-1.430000000000000071e+01
1.800475806451612925e+03,-9.400000000000000355e+00
1.800508064516129025e+03,-5.400000000000000355e+00
1.800540322580645125e+03,-1.040000000000000036e+01
1.800572580645161224e+03,-6.000000000000000000e+00
1.800604838709677324e+03,-4.400000000000000355e+00
1.800637096774193651e+03,-4.200000000000000178e+00
1.800669354838709751e+03,-6.099999999999999645e+00
1.800701612903225850e+03,-7.400000000000000355e+00
1.800733870967741950e+03,-8.000000000000000000e+00
1.800766129032258050e+03,-6.900000000000000355e+00
1.800798387096774150e+03,-4.000000000000000000e+00
