RAJ2000,DEJ2000,umag,gmag,Teff,Mass
126.636530,23.440645,19.99,19.58,15672,0.714
126.641940,30.035827,20.25,19.90,15333,0.519
126.644140,13.410900,18.16,17.75,8890,0.592
126.653550,47.023432,19.12,19.62,66403,
126.654560,29.356665,19.02,18.59,14000,0.423
126.659200,21.768691,20.07,20.10,18221,0.820
126.660590,19.536317,19.76,20.01,29525,0.470
126.673570,14.703282,19.54,19.39,18529,0.589
126.693770,83.384415,20.52,20.12,18421,0.528
126.698710,-4.356664,17.47,17.83,45735,
126.711340,13.354224,18.64,18.71,22242,0.520
126.711850,46.049219,18.11,18.03,19422,0.692
126.717000,14.181170,20.17,19.46,6367,
126.717160,47.348508,18.54,18.60,25289,0.629
126.721500,4.224710,20.78,20.41,12494,0.795
126.741420,6.517794,19.26,19.14,18687,0.685
126.765950,18.556777,18.54,18.18,12338,0.757
126.768540,18.773422,18.86,18.99,29508,0.404
126.773060,31.502316,14.93,15.38,72938,
126.775080,8.528919,18.73,18.47,16149,0.614
126.775860,31.259987,17.45,17.63,28949,0.626
126.781530,45.896221,19.76,19.22,7102,0.799
126.782650,42.742973,19.69,19.09,6643,0.554
126.782650,42.742973,19.69,19.09,6742,
126.786130,17.522393,17.85,17.81,12003,
126.788550,44.533804,19.96,19.43,12095,0.463
126.791940,44.497514,19.33,19.36,14458,0.742
126.793560,21.014805,19.70,19.28,10082,
126.795790,31.706496,19.19,19.19,22047,0.592
126.819880,19.089647,19.51,19.62,25480,0.533
126.820360,42.405190,17.67,17.40,16258,0.569
126.820360,42.405190,17.67,17.40,16563,
126.834930,18.324477,20.67,20.26,13545,0.473
126.835820,33.077210,20.12,19.76,10106,
126.851830,58.981019,17.11,17.35,100000,
126.854180,14.103915,20.07,20.05,13548,
126.857230,-4.677768,19.22,18.90,16164,0.584
126.860130,44.758581,18.56,18.95,44444,0.365
126.862540,30.068179,19.08,18.67,11416,0.737
126.866280,42.551316,19.97,20.00,18241,
126.866280,42.551316,19.97,20.00,20160,0.731
126.876480,6.383797,18.64,19.02,52120,0.807
126.887920,26.117540,18.72,18.23,7116,0.566
126.902920,33.000097,19.42,18.95,8373,0.642
126.920880,18.974318,20.30,20.23,21715,0.591
126.926890,29.636888,18.66,18.78,25688,0.920
126.936350,7.099686,19.52,19.07,11372,0.824
126.958510,27.858917,20.75,20.39,15839,0.544
126.960430,37.642001,18.79,19.10,44366,0.560
126.964880,8.770042,20.33,20.06,16087,0.559
126.974250,14.105533,19.65,19.92,40612,0.569
126.990540,27.635357,20.33,20.18,18557,0.439
126.993810,24.483289,19.16,19.42,36575,
126.993810,24.483289,19.16,19.42,36181,0.517
126.995070,52.888110,19.09,18.72,15527,
126.996620,21.272205,20.22,20.05,17506,0.543
126.999230,6.877037,19.89,19.93,23290,0.549
127.003930,-4.367900,16.81,17.19,51116,0.498
127.005030,20.519124,18.64,18.35,15604,0.529
127.013780,24.877952,20.63,20.42,16590,0.509
127.019290,9.832406,18.03,17.62,11562,0.731
127.024160,8.560798,19.88,20.00,23183,0.585
127.048020,29.925692,20.66,20.22,9602,0.924
127.049560,6.897284,17.80,17.56,17543,0.587
127.073390,18.297956,19.92,19.53,13673,
127.074300,11.010775,20.74,20.33,10294,0.657
127.074730,23.216030,20.25,20.38,23119,
127.074730,23.216030,20.25,20.38,24975,
127.078800,28.688802,20.55,20.16,13816,0.583
127.081550,12.488760,19.04,19.29,33245,0.544
127.096330,23.635333,19.16,19.06,20088,
127.096330,23.635333,19.16,19.06,20274,0.660
127.107830,18.533305,19.39,19.04,10651,0.761
127.115910,17.722276,20.01,19.70,14031,0.604
127.117420,47.293869,20.62,20.47,6317,
127.125800,46.363547,19.60,19.76,25767,0.444
127.126060,26.725223,20.79,20.41,13194,0.527
127.135750,-4.835015,19.86,19.44,13490,0.491
127.138470,43.626032,18.36,18.08,16617,0.647
127.141140,34.873109,19.34,18.99,10092,
127.142330,33.122270,19.78,19.68,24289,0.723
127.145060,9.096611,18.17,18.24,14898,
127.145850,24.263224,20.50,20.05,6300,
127.149250,29.580193,19.68,19.74,13176,
127.152690,35.010177,20.23,20.13,21520,0.718
127.154300,45.565060,20.92,20.40,11009,0.724
127.169460,21.520857,18.18,18.10,21511,0.531
127.189340,33.766779,19.68,19.48,10165,
127.195160,45.646982,20.09,19.66,9217,0.942
127.208510,-1.038341,20.72,20.38,10317,0.773
127.218900,8.808703,19.95,20.14,22009,0.691
127.220480,-3.682261,17.76,17.76,21932,0.550
127.225430,19.708321,20.66,20.29,12516,0.763
127.228920,14.985335,19.88,19.46,13115,0.469
127.230370,29.350102,19.16,18.74,14942,0.500
127.249420,19.915484,20.36,20.13,16036,0.619
127.269420,47.806154,20.40,19.94,11602,0.648
127.272150,-3.812937,18.27,17.97,15403,0.567
127.277410,35.922120,18.05,18.04,6300,
127.288220,13.970323,18.72,18.40,10857,
127.318980,47.028612,20.38,19.91,7718,
127.329140,27.026297,20.04,20.01,8445,
127.329730,28.119296,19.57,21.82,21942,0.680
127.361920,-4.339420,18.53,18.33,16981,0.863
127.366050,7.986523,18.75,18.57,10739,
127.367100,29.394821,19.93,19.55,14063,0.463
127.391240,8.056067,20.86,20.40,9071,0.556
127.402610,7.473513,19.30,18.92,11436,0.725
127.413550,10.160480,20.09,19.72,15613,
127.420170,44.375000,20.28,20.23,19185,0.508
127.435300,53.016958,18.02,18.27,29982,0.591
127.440210,5.582980,18.79,18.56,16856,0.664
127.442240,54.300467,20.35,19.93,11820,0.787
127.444480,13.089886,19.80,19.83,6300,
127.444580,45.038359,18.98,18.88,18354,0.498
127.454690,21.224162,19.90,19.84,19780,0.357
127.454730,31.476738,20.69,20.40,11837,0.938
127.464330,29.439736,19.55,19.55,13888,1.139
127.477740,48.874094,17.97,17.91,22067,0.578
127.479040,6.574898,19.06,18.92,19512,0.563
127.481050,6.104885,18.85,18.66,18462,0.565
127.482360,18.592385,22.76,21.79,6304,
127.491710,20.353203,19.50,19.72,29217,0.555
127.491980,9.254228,18.85,18.71,19207,0.853
127.498730,25.009667,19.89,19.56,15884,0.512
127.507730,18.613028,20.08,19.74,15441,0.412
127.511310,8.608899,19.73,19.42,15642,
127.521090,4.396590,18.92,18.61,9187,1.009
127.525730,20.605448,19.85,19.63,17033,
127.540410,32.633513,19.61,19.15,9859,0.558
127.540750,8.865702,20.54,20.47,19874,0.638
127.547320,38.661238,19.06,18.80,10114,
127.553200,16.159407,18.99,18.86,18241,0.796
127.557760,49.804424,19.48,19.05,12795,0.591
127.562650,25.167459,20.29,20.03,16232,0.522
127.564650,46.024282,18.60,18.48,20878,0.575
127.570250,7.454047,19.54,19.06,11392,0.642
127.584670,44.767015,19.05,18.98,19843,0.496
127.584830,18.970709,18.98,19.02,22490,
127.591000,-3.968298,19.31,19.32,17254,0.617
127.595340,27.378983,17.65,18.02,60359,0.537
127.598270,55.525340,19.27,18.85,9474,0.841
127.606150,-5.610772,20.03,19.41,6300,
127.613570,7.131728,19.73,19.89,25289,1.031
127.624020,6.312244,19.29,19.68,54723,0.622
127.624050,8.837272,18.06,18.00,19251,0.601
127.640240,-3.319731,20.79,19.71,6302,
127.646400,56.749828,17.17,17.31,24645,0.540
127.648440,44.547140,19.56,19.01,7144,0.540
127.661640,47.046400,18.35,18.50,6300,
127.664340,32.696143,16.24,15.82,7157,0.711
127.670690,30.141678,20.00,20.32,33444,0.326
127.671700,-3.973038,18.61,18.25,14512,0.671
127.674070,20.709400,19.63,19.39,16175,
127.676190,-5.662466,19.95,19.64,15667,0.726
127.692920,23.214398,19.61,19.67,24277,
127.692920,23.214407,19.61,19.67,25416,0.624
127.698030,26.141761,20.10,20.01,22164,0.524
127.698590,25.838982,20.20,19.73,7670,0.573
127.703590,21.675942,20.07,20.14,15589,
127.712850,24.771035,20.09,19.78,16454,
127.716730,83.961677,17.67,17.45,16454,0.610
127.733820,31.994980,19.05,19.14,6314,
127.736280,12.429612,20.61,20.28,8499,
127.737250,25.648270,19.27,19.34,17482,0.617
127.737260,25.648271,19.27,19.34,18143,
127.742660,26.352975,19.64,19.87,30694,0.639
127.745820,36.648312,18.97,18.97,33180,0.684
127.747300,19.537310,18.89,18.94,15584,0.601
127.747560,28.876228,18.92,18.91,22271,0.525
127.756220,37.366924,20.51,20.26,10317,
127.758430,28.961651,20.24,19.91,9666,
127.773720,-5.323730,19.34,19.29,22164,0.564
127.777620,43.284274,18.37,18.50,26794,0.589
127.777620,43.284274,18.37,18.50,26060,
127.789700,55.393050,18.74,18.58,19062,0.571
127.810990,33.480946,19.31,19.12,18543,0.506
127.813900,-5.304419,16.34,16.65,35468,0.582
127.815700,18.840227,20.45,20.32,8979,
127.819880,38.389099,20.51,20.18,15701,0.447
127.847950,11.377751,19.04,18.70,16102,0.641
127.852770,6.265030,20.09,19.63,12980,0.493
127.853630,16.699605,17.85,17.31,6999,0.471
127.859460,29.447536,19.81,19.94,23269,0.882
127.862090,-2.923812,20.00,19.69,17284,0.764
127.863760,36.359137,20.56,20.23,14334,0.438
127.875130,13.177314,20.07,20.34,32749,0.523
127.886470,13.378874,16.16,15.88,15990,0.535
127.899460,8.523359,19.73,19.96,31150,0.603
127.909610,42.359742,18.33,18.26,20630,0.584
127.909610,42.359742,18.33,18.26,19827,
127.911350,32.147178,18.93,18.70,16694,0.636
127.918530,6.592633,20.71,20.30,8092,0.647
127.921180,36.947622,19.81,19.33,10783,0.545
127.921400,23.489031,20.10,19.55,6722,0.223
127.921660,41.081592,21.06,20.28,6305,
127.929250,12.159996,19.14,18.82,6300,
127.939120,37.431862,20.49,20.36,18869,0.465
127.954830,13.264446,19.08,18.95,19333,0.591
127.958050,15.809856,19.32,18.85,9182,0.531
127.962620,45.717533,19.15,19.11,22993,0.566
127.980100,5.687831,19.84,19.57,16290,0.475
127.983780,28.471727,20.19,19.71,10935,0.495
127.989270,8.919408,20.39,20.36,21557,0.502
128.003290,17.441282,17.60,17.92,38532,
128.008780,27.517030,18.55,18.23,15259,0.602
128.009660,24.025972,19.53,19.62,23596,
128.016610,14.495109,19.42,18.93,11478,0.701
128.031690,82.419977,20.00,19.58,13786,0.735
128.043940,35.224647,19.65,19.23,11478,0.547
128.057330,-3.869393,19.49,19.54,33578,
128.076370,22.838993,18.54,18.38,17790,0.568
128.077230,30.277030,20.24,19.80,10273,0.575
128.089810,47.617644,20.13,20.31,28442,0.597
128.091560,33.269421,19.81,19.26,7002,0.571
128.093040,5.594591,20.87,20.42,11881,0.574
128.094970,45.474434,20.04,19.88,18401,0.599
128.106890,-3.358532,19.70,19.31,14110,0.544
128.108330,29.862027,18.87,18.43,9696,0.747
128.110720,37.165384,19.38,18.96,10096,
128.117840,44.244938,18.81,19.26,65032,0.509
128.118920,28.510592,19.97,19.54,12950,0.740
128.119530,37.545604,19.86,19.94,24549,
128.124690,48.463606,19.04,18.69,14359,0.574
128.131140,44.560303,19.72,19.81,20282,0.871
128.131530,-4.135491,18.89,18.86,6300,
128.137900,61.189011,17.24,17.37,28442,
128.142120,-4.470498,20.87,20.44,9752,
128.147080,-4.864037,20.52,20.37,23475,0.549
128.149430,36.534457,18.31,18.29,20656,0.594
128.157350,30.033287,19.89,19.70,19649,0.622
128.159350,55.092295,17.90,17.89,21529,0.611
128.172500,17.627101,20.01,19.28,6411,0.429
128.185050,5.624104,20.86,20.46,9775,0.999
128.194200,42.111378,20.34,20.33,20571,
128.194200,42.111378,20.34,20.33,20861,0.794
128.205870,7.424478,19.49,18.98,11175,0.671
128.214910,26.809292,17.67,17.33,12983,0.734
128.223580,23.522566,18.83,19.14,11313,
128.223600,23.522591,18.83,19.14,10400,
128.226590,31.651179,18.70,18.04,6523,0.643
128.230020,-4.512850,19.57,17.76,7101,
128.232790,54.398299,18.95,19.25,45202,
128.250510,27.381808,17.99,18.28,32664,0.597
128.254530,46.893923,17.95,18.08,27526,0.427
128.259750,47.929327,19.64,19.36,14197,0.766
128.262620,36.985071,19.04,18.05,13142,0.566
128.270450,6.792589,19.37,18.99,13748,0.548
128.270670,10.714709,19.04,18.61,9846,0.778
128.271530,18.911958,20.65,20.32,14681,0.508
128.274470,38.605557,19.87,19.44,8047,0.865
128.283190,53.618222,19.91,19.50,10529,1.038
128.285990,21.854010,19.61,19.28,10822,0.962
128.289280,10.081268,19.99,19.81,15072,0.966
128.292450,36.646361,19.27,19.04,10092,
128.294060,23.803532,21.02,20.48,11111,
128.299490,17.582481,18.98,18.42,6302,
128.307220,21.488098,19.30,18.88,10387,0.687
128.308660,17.972775,20.32,20.30,16041,
128.313740,36.476959,20.53,20.25,19171,0.489
128.322510,53.226524,18.88,18.82,12195,
128.322510,53.226541,18.88,18.82,12841,
128.327140,15.613136,21.16,19.95,8369,
128.339650,34.909757,20.04,19.53,8442,0.356
128.352370,4.321258,17.17,17.42,31111,0.448
128.368420,11.116081,18.55,18.09,6300,
128.370920,25.338512,20.06,20.32,28331,0.508
128.376180,-4.438096,20.38,20.25,21079,0.590
128.378440,-4.815881,18.59,18.32,17027,0.627
128.379960,-5.393311,19.95,20.11,20741,0.827
128.394180,36.818292,20.54,20.05,14797,0.413
128.395610,39.197750,19.72,19.28,11408,0.812
128.425230,4.881141,18.57,18.62,15949,0.821
128.433520,25.374983,19.41,19.44,15413,
128.433520,25.374983,19.41,19.44,15686,
128.434600,11.588022,18.20,17.67,12115,0.425
128.450020,53.275594,20.73,19.96,6300,
128.450480,13.129837,19.36,19.23,18234,0.724
128.453860,46.425662,20.54,20.17,13965,0.594
128.457820,27.877052,19.63,19.21,9976,0.639
128.463580,28.144302,19.05,18.88,17219,0.591
128.465690,53.501707,20.12,19.59,9670,
128.470690,12.672324,20.10,20.00,19626,0.553
128.473500,29.246238,18.80,18.18,6512,0.465
128.473830,38.871903,17.47,17.42,33871,
128.478530,7.044494,19.15,18.73,8837,
128.481980,8.462220,20.21,20.26,19142,0.934
128.484520,27.571083,20.46,20.18,10916,0.597
128.487610,5.483656,20.88,20.49,6303,
128.495450,35.816569,20.37,19.95,7777,0.871
128.511980,7.967584,19.84,19.50,10084,
128.512030,30.028996,20.42,20.26,10606,
128.527240,38.169019,20.39,20.06,17427,0.469
128.530310,38.849332,18.55,18.66,18215,0.722
128.531650,21.893236,20.63,20.25,9836,0.804
128.537720,41.116927,17.78,17.78,13040,
128.537990,33.892529,19.13,18.87,15919,0.657
128.543260,13.898840,18.70,18.04,7616,
128.550190,51.618766,18.74,18.74,13465,0.930
128.553340,25.429139,19.88,20.03,28866,
128.564370,25.805531,18.16,18.34,23920,0.580
128.571080,-4.197388,19.62,19.70,22888,0.624
128.579890,38.313120,19.15,19.14,19550,1.083
128.581830,14.921774,20.88,20.48,10653,
128.584550,13.299866,20.30,19.84,14114,
128.584960,23.266838,19.42,19.62,36416,0.401
128.585000,18.774691,18.94,18.65,10096,
128.586300,9.286033,19.17,18.71,10234,
128.588080,24.370256,18.54,18.48,12118,
128.588080,24.370256,18.54,18.48,12544,
128.588420,53.604331,16.51,16.67,27141,
128.588470,53.604325,16.51,16.67,27111,0.627
128.590680,10.644905,19.82,19.89,23014,0.433
128.597490,18.827828,19.81,20.19,48980,0.937
128.613790,48.354625,20.04,19.90,18806,0.630
128.617350,6.756502,19.21,18.87,8962,1.013
128.618170,46.864351,19.83,19.58,10118,
128.619510,5.608273,20.67,20.38,17772,
128.619910,-4.489194,19.43,19.22,19149,0.590
128.638310,35.159304,17.86,17.44,12209,0.638
128.638940,54.245435,20.10,19.89,19512,0.539
128.644480,46.691845,19.64,18.91,10080,
128.659550,15.638189,20.57,20.24,12290,0.763
128.669990,23.257101,18.63,18.38,17506,0.587
128.683120,7.829904,18.04,18.42,38095,0.583
128.689830,39.241359,20.42,20.12,11449,0.932
128.693490,8.860879,20.42,20.11,13010,0.992
128.694250,16.086190,20.19,19.95,17697,
128.702710,82.183055,18.08,18.33,41210,
128.703800,38.237353,20.06,20.01,13077,
128.705420,23.602254,19.37,19.41,29647,
128.705430,23.602267,19.37,19.41,13946,
128.705530,53.054896,20.70,20.19,6300,
128.711690,16.068947,19.66,19.71,14698,0.801
128.725580,14.347749,20.26,20.09,15103,1.144
128.727420,19.457307,20.66,20.22,11870,0.660
128.740050,8.195615,18.72,18.87,18162,0.785
128.746170,15.353037,19.37,19.19,19120,0.413
128.762420,41.111070,16.68,17.01,31188,0.861
128.766340,36.609570,20.27,19.86,13333,0.467
128.769840,9.019936,18.55,18.98,89520,
128.787090,22.218075,20.30,19.98,15745,0.468
128.790800,9.547581,19.82,19.59,17160,0.562
128.797240,15.822754,19.25,18.90,15361,0.582
128.810580,83.118815,19.23,19.14,20372,0.588
128.816370,9.498494,20.11,19.81,14554,0.785
128.825340,11.724467,20.65,20.26,11729,0.553
128.827020,10.716326,16.90,17.19,28125,
128.830130,27.841882,19.87,19.99,24901,0.741
128.838040,47.978705,18.98,18.58,7848,0.719
128.840430,14.451899,19.26,18.93,15352,0.449
128.849130,48.620497,20.19,19.84,8848,1.013
128.850760,54.492528,20.50,20.41,23130,0.485
128.879210,15.827596,20.46,20.49,25403,0.824
128.879860,53.541915,18.55,18.23,10086,
128.879870,53.541932,18.55,18.23,10086,
128.882040,31.917587,18.97,19.16,30601,0.649
128.886790,35.924198,20.66,20.32,15126,0.480
128.907610,28.499914,20.03,19.65,9859,0.785
128.909540,82.222794,16.91,16.79,18933,0.542
128.920660,15.873572,19.02,19.42,47592,0.585
128.925970,4.138189,16.31,16.35,14537,
128.949510,44.426144,18.87,18.45,13077,0.608
128.952020,14.918287,18.95,18.88,19866,0.607
128.953750,53.014513,21.64,20.90,6345,
128.958160,47.921286,18.51,18.91,49027,0.574
128.960760,4.965398,19.82,19.95,16185,0.867
128.968120,-4.746610,19.70,19.22,7267,0.352
128.974510,21.305586,17.86,17.96,26723,0.413
128.984670,9.105392,19.22,18.98,10194,
128.993510,22.533256,20.21,19.77,8169,0.377
129.001770,31.600304,19.59,19.10,12011,0.806
129.010310,26.969046,19.72,20.01,35593,0.405
129.012130,30.530483,18.24,18.21,19193,1.093
129.022210,30.125097,18.44,18.29,19120,0.680
129.027920,32.004655,19.70,19.74,12708,
129.035600,4.632676,19.14,18.84,10147,
129.035740,22.217685,20.02,19.97,19657,0.568
129.042050,16.099656,17.00,17.51,100000,
129.042720,33.005580,20.19,19.80,14437,0.517
129.054360,-4.083458,19.97,20.18,27571,0.530
129.057600,20.314495,20.10,20.10,9200,
129.060800,16.714275,20.49,20.26,16744,0.590
129.075560,24.548495,20.31,19.53,6300,
129.077550,43.447664,17.64,17.64,22360,
129.091130,4.773420,20.13,19.86,8764,
129.099390,16.649882,18.66,18.48,15254,
129.101940,4.899783,19.74,19.35,16056,0.517
129.104240,22.276740,18.54,18.10,7908,0.700
129.112570,7.206518,22.82,25.12,10562,
129.113940,15.813976,18.90,19.28,47547,
129.117070,14.880192,18.67,18.27,7711,0.839
129.117680,35.780532,18.31,17.85,10548,0.786
129.121950,-4.111176,19.61,19.80,30620,0.543
129.126420,-4.171937,19.88,19.25,6300,
129.134380,5.759651,20.91,20.44,14441,0.810
129.137490,37.716494,19.21,18.71,7798,0.658
129.141120,21.076716,18.48,18.88,54369,0.516
129.152570,24.021789,20.68,20.39,14286,0.822
129.157470,48.297923,19.16,18.82,10082,
129.185280,41.903130,17.96,17.43,7669,0.323
129.204710,30.819570,20.40,20.15,9048,0.815
129.207230,20.328853,20.72,20.30,11906,0.895
129.208200,20.262281,20.31,19.94,12023,0.775
129.208310,19.013516,19.70,19.77,24069,0.546
129.209480,15.890675,16.29,16.74,52012,0.577
129.213380,32.912792,19.20,19.14,21847,0.663
129.214260,16.266807,20.64,20.26,10353,0.585
129.217400,23.294133,20.00,19.77,20225,0.618
129.218880,18.302041,20.00,19.64,8979,0.752
129.232540,47.737264,19.46,19.27,17860,0.540
129.235020,17.577895,20.12,19.78,10428,0.601
129.244640,38.759691,19.59,19.07,6983,
129.246710,6.368014,16.65,17.01,38356,0.541
129.252950,19.531870,20.12,20.41,36815,
129.257870,15.748517,19.33,19.17,15980,
129.259310,36.878729,18.73,18.30,8630,0.659
129.277680,5.018505,20.18,20.03,21230,0.437
129.285840,35.844999,20.54,20.23,9580,0.841
129.288920,38.296865,17.86,18.01,26737,0.642
129.291260,24.101420,19.93,20.01,20128,0.700
129.296330,16.668724,18.87,18.74,19207,0.576
129.297910,9.641366,23.86,22.09,6300,
129.300270,5.556609,20.80,20.44,13084,0.777
129.310820,9.989770,20.64,20.22,12565,0.530
129.320590,9.761401,19.49,19.85,38591,0.480
129.343510,26.904821,18.95,18.52,6300,
129.347870,51.016234,18.00,17.51,7286,0.525
129.355710,29.764133,19.80,19.36,13740,0.614
129.400550,7.852013,17.47,17.30,17470,0.577
129.401850,29.640273,19.68,19.72,20355,0.737
129.402450,54.466203,19.24,18.72,6305,
129.402450,54.466229,19.24,18.72,6385,
129.402460,14.612158,19.72,19.97,30508,0.695
129.419200,6.517409,19.39,19.46,23344,0.412
129.433450,8.512747,20.11,19.97,18557,1.028
129.438040,6.720506,19.67,19.74,25966,
129.445440,55.048815,18.68,18.32,18341,
129.473500,38.306178,19.13,19.09,26223,0.446
129.478460,53.544531,19.52,19.88,20818,
129.492030,24.931671,19.03,18.67,9179,0.721
129.506390,29.022844,20.44,20.04,11621,0.969
129.507550,9.430084,20.31,20.16,22540,
129.509580,22.278946,19.95,20.12,25213,
129.516920,23.046392,20.44,20.09,15814,0.482
129.533270,33.280018,20.84,20.51,12789,0.890
129.533310,53.048432,19.37,19.40,6300,
129.533350,53.048433,19.37,19.40,6301,
129.538820,5.310085,19.92,20.13,29319,0.408
129.553480,17.734103,20.24,19.77,12874,0.386
129.559700,52.906950,19.13,19.16,23651,
129.559730,52.906944,19.13,19.16,23751,0.555
129.564940,22.364035,19.39,19.13,15135,
129.565640,11.355227,19.54,19.27,10086,
129.570710,23.726344,19.63,19.18,11862,0.660
129.572390,15.696965,20.37,20.00,11683,0.837
129.594240,45.905177,20.32,20.11,18660,0.657
129.601790,10.269093,20.27,20.10,8624,
129.603680,8.377102,20.29,20.04,12759,0.807
129.624570,24.494727,19.66,19.21,7463,0.506
129.628340,48.581568,19.67,19.47,17891,0.597
129.631590,20.288417,19.86,19.91,11581,
129.646040,46.235603,19.94,19.62,15633,0.482
129.658740,6.339883,20.18,20.42,28315,0.719
129.660360,7.910639,20.37,20.25,18202,
129.664080,32.508848,19.52,19.13,12993,0.571
129.667960,9.890386,19.64,19.97,38889,0.731
129.681870,14.916806,19.24,19.56,38710,0.550
129.684570,29.151056,19.29,18.89,14898,0.505
129.691110,19.237924,18.54,18.18,11000,
129.708240,6.092800,20.34,19.81,8211,0.392
129.731980,51.333127,18.28,18.51,29268,0.538
129.732340,18.829594,18.77,18.92,18254,
129.737760,7.703773,20.56,20.22,12893,0.581
129.744260,8.069224,20.01,19.97,21329,0.332
129.745600,22.902418,19.79,19.62,17797,0.563
129.757470,4.525091,20.04,19.77,9050,1.028
129.770960,15.855805,20.73,20.47,13839,0.647
129.771160,25.893998,18.99,18.96,13444,0.956
129.774840,23.264791,19.53,19.32,16221,0.579
129.775440,43.416503,18.34,18.40,14425,0.852
129.784110,31.854182,21.18,20.70,7049,0.566
129.787340,46.542327,20.46,20.16,16180,0.709
129.804440,12.382780,19.63,19.56,19866,0.453
129.806030,18.524273,19.22,19.29,22775,0.851
129.815360,33.121205,19.71,19.38,11190,0.925
129.820750,10.539329,20.80,20.40,14055,0.457
129.824730,53.261657,19.58,19.83,30901,0.470
129.825500,21.362164,20.34,20.10,10813,
129.831280,37.751352,20.26,19.92,11016,0.938
129.832460,4.016722,19.69,19.78,24254,0.673
129.835360,12.999882,20.40,20.17,17120,
129.848590,4.516622,19.90,20.21,35518,0.741
129.848980,56.515786,19.20,18.85,8997,1.018
129.849710,33.011244,19.13,19.07,22480,0.659
129.853490,18.900625,18.95,19.09,15839,0.776
129.875350,26.301357,18.75,18.88,18523,
129.885510,53.543238,19.85,19.47,13270,0.771
129.897920,7.752126,20.06,20.14,23796,0.513
129.899500,21.979085,19.61,19.23,10102,
129.904060,14.859897,19.32,19.44,18421,
129.925300,30.490551,18.71,18.51,17622,0.572
129.939840,20.004378,18.13,17.84,17326,
129.974010,14.462761,17.82,17.79,21293,
129.984850,53.091517,20.08,19.64,8531,0.695
129.986140,59.189770,19.36,18.95,8909,0.678
129.986650,16.905963,20.29,19.90,12293,0.920
129.999720,14.482787,18.14,18.61,99802,
130.005110,45.492702,18.60,18.29,10094,
130.007530,5.274457,18.56,18.11,7667,
130.007530,5.274457,18.56,18.11,7676,0.521
130.023010,17.878192,20.29,20.30,9199,
130.034600,45.776804,20.53,20.11,12606,0.662
130.035410,27.211860,19.51,19.17,19113,
130.036340,32.854045,18.16,18.67,99605,
130.038520,28.200553,19.91,20.09,7223,
130.047390,9.712472,20.18,19.73,9114,
130.055380,18.723991,18.36,18.02,14566,0.779
130.074790,16.214792,19.10,19.43,50000,
130.076030,26.934200,17.65,17.88,8397,
130.076350,16.313799,19.53,19.22,14942,0.591
130.080140,5.740269,20.35,19.97,10602,0.798
130.081220,15.476063,19.91,20.02,8858,
130.081400,13.413796,19.19,18.79,10104,0.686
130.083350,40.458562,17.57,17.82,30882,0.542
130.094980,31.272392,19.85,19.84,15022,0.342
130.102330,34.531393,19.11,18.53,6963,0.692
130.104910,3.439523,18.25,18.31,23162,0.594
130.120300,33.011019,21.32,20.86,8652,0.827
130.131070,21.678539,18.08,17.87,17549,0.857
130.131250,12.460273,20.52,20.47,21009,0.345
130.132240,16.433568,20.39,20.35,20298,0.421
130.140260,7.016948,20.37,19.91,8992,0.571
130.142570,36.622406,20.13,19.87,10192,
130.156740,23.081098,20.07,20.13,15975,
130.164040,12.951744,20.09,19.63,10604,
130.168460,55.187064,19.21,19.32,16492,
130.196980,30.912820,19.80,19.31,10762,0.488
130.201620,34.349684,18.70,18.83,27436,0.499
130.203900,6.930571,20.72,20.30,12578,0.839
130.219690,2.786753,19.33,18.78,7245,0.500
130.223990,34.942869,20.58,20.14,15696,0.444
130.225600,14.952494,18.74,18.28,10827,0.670
130.227430,56.360775,18.67,18.17,9456,0.588
130.233610,2.288165,19.12,19.25,25276,0.558
130.236320,4.878876,19.75,19.59,18462,0.619
130.237140,27.920478,20.03,18.88,6300,
130.237180,59.971570,18.94,18.51,9273,0.809
130.237270,37.268166,19.45,19.04,8898,0.783
130.237920,38.469050,20.25,20.16,22047,0.696
130.240260,45.585843,20.74,20.43,15914,0.508
130.274490,45.662118,18.81,18.66,9639,
130.279150,47.618919,17.61,17.18,8518,0.509
130.281150,18.437751,20.30,20.00,16092,0.564
130.282050,16.539368,17.54,17.21,14880,0.666
130.282070,12.957881,20.37,20.26,19866,0.638
130.287530,29.931828,19.94,19.48,10804,0.682
130.287870,29.359992,18.71,18.93,29647,0.865
130.291980,54.248219,20.04,19.61,10120,
130.297260,15.822507,20.03,19.79,18090,
130.308070,20.505208,18.81,18.66,7154,
130.311480,29.839886,19.56,19.20,13692,0.604
130.312710,46.299268,18.49,18.11,15711,0.390
130.313310,10.575712,20.25,20.29,14470,
130.322290,6.386336,20.50,19.88,9222,0.353
130.331190,16.025864,20.02,19.27,6300,
130.348050,9.315507,19.04,18.89,10590,
130.353810,38.075335,20.73,20.39,10381,1.271
130.358160,3.069003,20.07,20.15,22430,0.484
130.360930,36.621102,19.80,19.50,15352,0.634
130.364870,54.929446,20.41,20.42,23651,
130.378440,54.261709,19.00,18.55,,
130.381470,33.487654,18.89,18.47,6476,
130.381710,30.744146,20.63,20.29,9886,0.729
130.388660,25.284741,17.22,17.21,20176,0.608
130.398200,58.230102,15.91,16.32,62376,
130.402570,2.289229,20.12,19.91,18110,0.613
130.409390,19.177564,18.96,19.02,24694,0.378
